"name" "cluster" "chr" "start" "end" "freq"
"399" "ncAvAR-1595" 658 "chr3" "19596702" "19596956" 7
"400" "ncAvAR-2017" 658 "chr3" "19725857" "19726516" 7
"401" "ncAvAR-2241" 658 "chr3" "19657121" "19657909" 7
"402" "ncAvAR-2270" 658 "chr3" "19593027" "19593428" 7
"403" "ncAvAR-2855" 658 "chr3" "19640778" "19641706" 7
"404" "ncAvAR-427" 753 "chr3" "71856324" "71856675" 7
"405" "ncAvAR-1080" 753 "chr3" "71888198" "71888886" 7
"406" "ncAvAR-1316" 753 "chr3" "71848288" "71848705" 7
"407" "ncAvAR-1512" 753 "chr3" "71876065" "71876783" 7
"408" "ncAvAR-1561" 753 "chr3" "71824605" "71824852" 7
"409" "ncAvAR-1928" 753 "chr3" "71858376" "71858690" 7
"410" "ncAvAR-2630" 753 "chr3" "71882918" "71883483" 7
"411" "ncAvAR-401" 873 "chr4" "33013080" "33013250" 7
"412" "ncAvAR-1034" 873 "chr4" "33018902" "33019233" 7
"413" "ncAvAR-1246" 873 "chr4" "32972900" "32973296" 7
"414" "ncAvAR-1406" 873 "chr4" "33002117" "33002561" 7
"415" "ncAvAR-2119" 873 "chr4" "33044768" "33045124" 7
"416" "ncAvAR-2151" 873 "chr4" "32997615" "32997982" 7
"417" "ncAvAR-2370" 873 "chr4" "33070797" "33071233" 7
"418" "ncAvAR-105" 992 "chr5" "32152089" "32152357" 7
"419" "ncAvAR-482" 992 "chr5" "32142683" "32143057" 7
"420" "ncAvAR-779" 992 "chr5" "32167872" "32168005" 7
"421" "ncAvAR-1504" 992 "chr5" "32164523" "32164762" 7
"422" "ncAvAR-1619" 992 "chr5" "32177128" "32177646" 7
"423" "ncAvAR-1780" 992 "chr5" "32175935" "32176221" 7
"424" "ncAvAR-2524" 992 "chr5" "32101184" "32101685" 7
"425" "ncAvAR-1847" 1008 "chr5" "36679232" "36679529" 7
"426" "ncAvAR-1947" 1008 "chr5" "36677608" "36677924" 7
"427" "ncAvAR-1954" 1008 "chr5" "36601863" "36602180" 7
"428" "ncAvAR-2131" 1008 "chr5" "36669274" "36669995" 7
"429" "ncAvAR-2328" 1008 "chr5" "36629240" "36629660" 7
"430" "ncAvAR-2331" 1008 "chr5" "36709211" "36710055" 7
"431" "ncAvAR-2486" 1008 "chr5" "36633273" "36633753" 7
"432" "ncAvAR-646" 1035 "chr5" "47431543" "47431773" 7
"433" "ncAvAR-1099" 1035 "chr5" "47433603" "47433953" 7
"434" "ncAvAR-1392" 1035 "chr5" "47452900" "47453557" 7
"435" "ncAvAR-1767" 1035 "chr5" "47408330" "47408614" 7
"436" "ncAvAR-1798" 1035 "chr5" "47361952" "47362529" 7
"437" "ncAvAR-2498" 1035 "chr5" "47328545" "47329032" 7
"438" "ncAvAR-2538" 1035 "chr5" "47477263" "47477771" 7
"439" "ncAvAR-439" 1060 "chr5" "56010540" "56010717" 7
"440" "ncAvAR-547" 1060 "chr5" "56068118" "56068427" 7
"441" "ncAvAR-1111" 1060 "chr5" "56012687" "56013040" 7
"442" "ncAvAR-1930" 1060 "chr5" "56060495" "56060809" 7
"443" "ncAvAR-2067" 1060 "chr5" "56068496" "56069182" 7
"444" "ncAvAR-2236" 1060 "chr5" "56043022" "56043414" 7
"445" "ncAvAR-2386" 1060 "chr5" "56058469" "56058912" 7
"446" "ncAvAR-1173" 1073 "chr6" "15259244" "15259615" 7
"447" "ncAvAR-1377" 1073 "chr6" "15171967" "15172400" 7
"448" "ncAvAR-1716" 1073 "chr6" "15090590" "15090864" 7
"449" "ncAvAR-2277" 1073 "chr6" "15205555" "15205959" 7
"450" "ncAvAR-2531" 1073 "chr6" "15228631" "15229137" 7
"451" "ncAvAR-2571" 1073 "chr6" "15135618" "15136149" 7
"452" "ncAvAR-2798" 1073 "chr6" "15237823" "15238577" 7
"453" "ncAvAR-640" 1100 "chr6" "30484042" "30484271" 7
"454" "ncAvAR-1018" 1100 "chr6" "30626088" "30626414" 7
"455" "ncAvAR-1188" 1100 "chr6" "30567318" "30567883" 7
"456" "ncAvAR-1525" 1100 "chr6" "30509320" "30509561" 7
"457" "ncAvAR-1572" 1100 "chr6" "30599534" "30599782" 7
"458" "ncAvAR-2384" 1100 "chr6" "30540173" "30540615" 7
"459" "ncAvAR-2807" 1100 "chr6" "30563535" "30564310" 7
"460" "ncAvAR-375" 1155 "chr7" "21490030" "21490193" 7
"461" "ncAvAR-411" 1155 "chr7" "21530509" "21530939" 7
"462" "ncAvAR-623" 1155 "chr7" "21434218" "21434554" 7
"463" "ncAvAR-635" 1155 "chr7" "21427360" "21427474" 7
"464" "ncAvAR-1612" 1155 "chr7" "21410189" "21410447" 7
"465" "ncAvAR-1643" 1155 "chr7" "21444460" "21444722" 7
"466" "ncAvAR-2175" 1155 "chr7" "21474751" "21475125" 7
"467" "ncAvAR-449" 1216 "chr8" "16079015" "16079375" 7
"468" "ncAvAR-1033" 1216 "chr8" "16142284" "16142449" 7
"469" "ncAvAR-1177" 1216 "chr8" "16136636" "16137008" 7
"470" "ncAvAR-1181" 1216 "chr8" "16113334" "16113521" 7
"471" "ncAvAR-1286" 1216 "chr8" "16139033" "16139644" 7
"472" "ncAvAR-1321" 1216 "chr8" "16065907" "16066534" 7
"473" "ncAvAR-2503" 1216 "chr8" "16180632" "16181121" 7
"474" "ncAvAR-33" 1231 "chr8" "21996192" "21996368" 7
"475" "ncAvAR-300" 1231 "chr8" "22105084" "22105434" 7
"476" "ncAvAR-533" 1231 "chr8" "22080634" "22080835" 7
"477" "ncAvAR-659" 1231 "chr8" "22006433" "22006784" 7
"478" "ncAvAR-908" 1231 "chr8" "22066742" "22067191" 7
"479" "ncAvAR-1924" 1231 "chr8" "22042713" "22043026" 7
"480" "ncAvAR-2001" 1231 "chr8" "22069861" "22070188" 7
"481" "ncAvAR-425" 40 "chr1" "25583856" "25584119" 6
"482" "ncAvAR-1675" 40 "chr1" "25584439" "25584975" 6
"483" "ncAvAR-2095" 40 "chr1" "25559935" "25560285" 6
"484" "ncAvAR-2225" 40 "chr1" "25582557" "25582946" 6
"485" "ncAvAR-2356" 40 "chr1" "25556093" "25556523" 6
"486" "ncAvAR-2411" 40 "chr1" "25580437" "25580889" 6
"487" "ncAvAR-96" 227 "chr1" "135768852" "135769025" 6
"488" "ncAvAR-128" 227 "chr1" "135813923" "135814066" 6
"489" "ncAvAR-1446" 227 "chr1" "135727249" "135727477" 6
"490" "ncAvAR-1454" 227 "chr1" "135713401" "135713859" 6
"491" "ncAvAR-2127" 227 "chr1" "135694405" "135694765" 6
"492" "ncAvAR-2771" 227 "chr1" "135785908" "135786605" 6
"493" "ncAvAR-540" 414 "chr2" "32813706" "32813908" 6
"494" "ncAvAR-584" 414 "chr2" "32776046" "32776261" 6
"495" "ncAvAR-1202" 414 "chr2" "32863507" "32863698" 6
"496" "ncAvAR-1552" 414 "chr2" "32831105" "32831350" 6
"497" "ncAvAR-1629" 414 "chr2" "32870487" "32871007" 6
"498" "ncAvAR-2648" 414 "chr2" "32844771" "32845345" 6
"499" "ncAvAR-769" 512 "chr2" "87445049" "87445310" 6
"500" "ncAvAR-1237" 512 "chr2" "87528798" "87529387" 6
"501" "ncAvAR-2245" 512 "chr2" "87482468" "87482863" 6
"502" "ncAvAR-2309" 512 "chr2" "87548850" "87549265" 6
"503" "ncAvAR-2491" 512 "chr2" "87536237" "87536720" 6
"504" "ncAvAR-2826" 512 "chr2" "87538057" "87538898" 6
"505" "ncAvAR-258" 560 "chr2" "114490668" "114490928" 6
"506" "ncAvAR-263" 560 "chr2" "114357815" "114358078" 6
"507" "ncAvAR-297" 560 "chr2" "114447825" "114447964" 6
"508" "ncAvAR-1957" 560 "chr2" "114399125" "114399442" 6
"509" "ncAvAR-2585" 560 "chr2" "114440446" "114441524" 6
"510" "ncAvAR-2620" 560 "chr2" "114466254" "114466812" 6
"511" "ncAvAR-734" 639 "chr3" "11477217" "11477344" 6
"512" "ncAvAR-741" 639 "chr3" "11424314" "11424697" 6
"513" "ncAvAR-947" 639 "chr3" "11430253" "11430717" 6
"514" "ncAvAR-1013" 639 "chr3" "11370805" "11371129" 6
"515" "ncAvAR-1882" 639 "chr3" "11398388" "11398690" 6
"516" "ncAvAR-1883" 639 "chr3" "11457108" "11457410" 6
"517" "ncAvAR-1459" 1004 "chr5" "35692315" "35693234" 6
"518" "ncAvAR-1994" 1004 "chr5" "35815548" "35816200" 6
"519" "ncAvAR-2455" 1004 "chr5" "35737605" "35738073" 6
"520" "ncAvAR-2733" 1004 "chr5" "35818408" "35819055" 6
"521" "ncAvAR-2779" 1004 "chr5" "35800041" "35800754" 6
"522" "ncAvAR-2802" 1004 "chr5" "35763070" "35763838" 6
"523" "ncAvAR-744" 1109 "chr6" "34833912" "34834040" 6
"524" "ncAvAR-2030" 1109 "chr6" "34697311" "34697644" 6
"525" "ncAvAR-2077" 1109 "chr6" "34808416" "34808761" 6
"526" "ncAvAR-2265" 1109 "chr6" "34763554" "34763955" 6
"527" "ncAvAR-2713" 1109 "chr6" "34732539" "34733168" 6
"528" "ncAvAR-2887" 1109 "chr6" "34867091" "34868965" 6
"529" "ncAvAR-1190" 1182 "chr7" "33011087" "33011276" 6
"530" "ncAvAR-1247" 1182 "chr7" "32977728" "32977926" 6
"531" "ncAvAR-2089" 1182 "chr7" "33067011" "33067360" 6
"532" "ncAvAR-2477" 1182 "chr7" "32937288" "32937766" 6
"533" "ncAvAR-2650" 1182 "chr7" "32889787" "32890363" 6
"534" "ncAvAR-2723" 1182 "chr7" "33026878" "33027514" 6
"535" "ncAvAR-518" 1279 "chr9" "12406757" "12406953" 6
"536" "ncAvAR-810" 1279 "chr9" "12333562" "12333835" 6
"537" "ncAvAR-1555" 1279 "chr9" "12298307" "12299045" 6
"538" "ncAvAR-1887" 1279 "chr9" "12470077" "12470381" 6
"539" "ncAvAR-2211" 1279 "chr9" "12365233" "12365619" 6
"540" "ncAvAR-2721" 1279 "chr9" "12434094" "12434729" 6
"541" "ncAvAR-98" 1397 "chr12" "10676048" "10676222" 6
"542" "ncAvAR-123" 1397 "chr12" "10705344" "10705529" 6
"543" "ncAvAR-446" 1397 "chr12" "10676249" "10676427" 6
"544" "ncAvAR-500" 1397 "chr12" "10723956" "10724147" 6
"545" "ncAvAR-1374" 1397 "chr12" "10693776" "10693992" 6
"546" "ncAvAR-1477" 1397 "chr12" "10736265" "10736498" 6
"547" "ncAvAR-394" 1450 "chr14" "2852112" "2852364" 6
"548" "ncAvAR-847" 1450 "chr14" "2902413" "2902554" 6
"549" "ncAvAR-865" 1450 "chr14" "2810353" "2810497" 6
"550" "ncAvAR-971" 1450 "chr14" "2854496" "2854811" 6
"551" "ncAvAR-1085" 1450 "chr14" "2847463" "2847636" 6
"552" "ncAvAR-1910" 1450 "chr14" "2884002" "2884312" 6
"553" "ncAvAR-1421" 1475 "chr18" "3966010" "3966233" 6
"554" "ncAvAR-1574" 1475 "chr18" "3884391" "3884639" 6
"555" "ncAvAR-1730" 1475 "chr18" "3964010" "3964287" 6
"556" "ncAvAR-2214" 1475 "chr18" "3905176" "3905562" 6
"557" "ncAvAR-2317" 1475 "chr18" "3947988" "3948406" 6
"558" "ncAvAR-2485" 1475 "chr18" "3866109" "3867068" 6
"559" "ncAvAR-998" 1498 "chr20" "4776667" "4777149" 6
"560" "ncAvAR-1130" 1498 "chr20" "4809828" "4810185" 6
"561" "ncAvAR-1135" 1498 "chr20" "4818460" "4818819" 6
"562" "ncAvAR-1268" 1498 "chr20" "4785732" "4785932" 6
"563" "ncAvAR-1933" 1498 "chr20" "4794631" "4794945" 6
"564" "ncAvAR-2396" 1498 "chr20" "4770503" "4770949" 6
"565" "ncAvAR-47" 6 "chr1" "4892725" "4892825" 5
"566" "ncAvAR-2003" 6 "chr1" "4867212" "4867539" 5
"567" "ncAvAR-2238" 6 "chr1" "4940618" "4941010" 5
"568" "ncAvAR-2346" 6 "chr1" "4919653" "4920081" 5
"569" "ncAvAR-2542" 6 "chr1" "4880858" "4881368" 5
"570" "ncAvAR-191" 60 "chr1" "34464673" "34464841" 5
"571" "ncAvAR-859" 60 "chr1" "34450000" "34450286" 5
"572" "ncAvAR-2172" 60 "chr1" "34457424" "34457797" 5
"573" "ncAvAR-2234" 60 "chr1" "34381610" "34382001" 5
"574" "ncAvAR-2705" 60 "chr1" "34407166" "34407787" 5
"575" "ncAvAR-84" 89 "chr1" "51893929" "51894096" 5
"576" "ncAvAR-237" 89 "chr1" "51909275" "51909460" 5
"577" "ncAvAR-267" 89 "chr1" "51959307" "51959572" 5
"578" "ncAvAR-752" 89 "chr1" "51916160" "51916417" 5
"579" "ncAvAR-2229" 89 "chr1" "51994495" "51994885" 5
"580" "ncAvAR-74" 106 "chr1" "61742217" "61742371" 5
"581" "ncAvAR-116" 106 "chr1" "61744218" "61744537" 5
"582" "ncAvAR-422" 106 "chr1" "61722679" "61722853" 5
"583" "ncAvAR-521" 106 "chr1" "61694187" "61694482" 5
"584" "ncAvAR-653" 106 "chr1" "61694723" "61694954" 5
"585" "ncAvAR-556" 143 "chr1" "84462769" "84462978" 5
"586" "ncAvAR-1024" 143 "chr1" "84453936" "84454263" 5
"587" "ncAvAR-1361" 143 "chr1" "84426055" "84426269" 5
"588" "ncAvAR-1440" 143 "chr1" "84413545" "84413772" 5
"589" "ncAvAR-1514" 143 "chr1" "84473093" "84473333" 5
"590" "ncAvAR-37" 224 "chr1" "134357608" "134357788" 5
"591" "ncAvAR-93" 224 "chr1" "134366822" "134366951" 5
"592" "ncAvAR-249" 224 "chr1" "134362343" "134362469" 5
"593" "ncAvAR-412" 224 "chr1" "134360598" "134360770" 5
"594" "ncAvAR-1706" 224 "chr1" "134308414" "134308686" 5
"595" "ncAvAR-450" 241 "chr1" "141239812" "141239992" 5
"596" "ncAvAR-641" 241 "chr1" "141141053" "141141282" 5
"597" "ncAvAR-1292" 241 "chr1" "141187871" "141188075" 5
"598" "ncAvAR-1307" 241 "chr1" "141274175" "141274590" 5
"599" "ncAvAR-2832" 241 "chr1" "141189473" "141190329" 5
"600" "ncAvAR-7" 296 "chr1" "166901384" "166901539" 5
"601" "ncAvAR-1196" 296 "chr1" "166944420" "166944610" 5
"602" "ncAvAR-1362" 296 "chr1" "166865974" "166866188" 5
"603" "ncAvAR-1681" 296 "chr1" "166958875" "166959144" 5
"604" "ncAvAR-2522" 296 "chr1" "166974739" "166975238" 5
"605" "ncAvAR-981" 310 "chr1" "177429608" "177429766" 5
"606" "ncAvAR-1556" 310 "chr1" "177426999" "177427245" 5
"607" "ncAvAR-1846" 310 "chr1" "177467859" "177468452" 5
"608" "ncAvAR-2847" 310 "chr1" "177469098" "177469999" 5
"609" "ncAvAR-2886" 310 "chr1" "177431555" "177432961" 5
"610" "ncAvAR-142" 346 "chr2" "8249865" "8250013" 5
"611" "ncAvAR-265" 346 "chr2" "8270493" "8270757" 5
"612" "ncAvAR-451" 346 "chr2" "8219202" "8219382" 5
"613" "ncAvAR-1586" 346 "chr2" "8189497" "8189749" 5
"614" "ncAvAR-2133" 346 "chr2" "8228405" "8228766" 5
"615" "ncAvAR-124" 395 "chr2" "27543200" "27543433" 5
"616" "ncAvAR-1303" 395 "chr2" "27623717" "27623923" 5
"617" "ncAvAR-1708" 395 "chr2" "27556588" "27556860" 5
"618" "ncAvAR-1956" 395 "chr2" "27601357" "27601674" 5
"619" "ncAvAR-2377" 395 "chr2" "27614391" "27614829" 5
"620" "ncAvAR-69" 423 "chr2" "35450767" "35451184" 5
"621" "ncAvAR-1449" 423 "chr2" "35446736" "35446964" 5
"622" "ncAvAR-2135" 423 "chr2" "35402152" "35402514" 5
"623" "ncAvAR-2426" 423 "chr2" "35391729" "35392187" 5
"624" "ncAvAR-2618" 423 "chr2" "35418476" "35419033" 5
"625" "ncAvAR-308" 463 "chr2" "59679765" "59680051" 5
"626" "ncAvAR-1540" 463 "chr2" "59753478" "59753721" 5
"627" "ncAvAR-2435" 463 "chr2" "59755674" "59756136" 5
"628" "ncAvAR-2484" 463 "chr2" "59663798" "59664277" 5
"629" "ncAvAR-2788" 463 "chr2" "59718152" "59718882" 5
"630" "ncAvAR-1251" 467 "chr2" "60175146" "60175543" 5
"631" "ncAvAR-1278" 467 "chr2" "60165013" "60165418" 5
"632" "ncAvAR-1369" 467 "chr2" "60158397" "60158612" 5
"633" "ncAvAR-1723" 467 "chr2" "60107394" "60107670" 5
"634" "ncAvAR-2781" 467 "chr2" "60112683" "60113402" 5
"635" "ncAvAR-78" 479 "chr2" "63732501" "63732861" 5
"636" "ncAvAR-114" 479 "chr2" "63774141" "63774505" 5
"637" "ncAvAR-914" 479 "chr2" "63735730" "63736031" 5
"638" "ncAvAR-1653" 479 "chr2" "63713264" "63713527" 5
"639" "ncAvAR-1789" 479 "chr2" "63764732" "63765019" 5
"640" "ncAvAR-739" 561 "chr2" "114673967" "114674222" 5
"641" "ncAvAR-816" 561 "chr2" "114612915" "114613052" 5
"642" "ncAvAR-1432" 561 "chr2" "114644481" "114644706" 5
"643" "ncAvAR-1486" 561 "chr2" "114634688" "114635157" 5
"644" "ncAvAR-1858" 561 "chr2" "114625403" "114625702" 5
"645" "ncAvAR-567" 571 "chr2" "119357013" "119357223" 5
"646" "ncAvAR-1510" 571 "chr2" "119416850" "119417328" 5
"647" "ncAvAR-2208" 571 "chr2" "119371426" "119371810" 5
"648" "ncAvAR-2838" 571 "chr2" "119347848" "119348727" 5
"649" "ncAvAR-2843" 571 "chr2" "119388730" "119389626" 5
"650" "ncAvAR-304" 583 "chr2" "125534064" "125534346" 5
"651" "ncAvAR-532" 583 "chr2" "125596831" "125597132" 5
"652" "ncAvAR-698" 583 "chr2" "125544767" "125545132" 5
"653" "ncAvAR-1067" 583 "chr2" "125644289" "125644627" 5
"654" "ncAvAR-1974" 583 "chr2" "125591792" "125592113" 5
"655" "ncAvAR-913" 624 "chr3" "1484569" "1484719" 5
"656" "ncAvAR-1165" 624 "chr3" "1454573" "1454757" 5
"657" "ncAvAR-1253" 624 "chr3" "1408840" "1409237" 5
"658" "ncAvAR-1684" 624 "chr3" "1502832" "1503101" 5
"659" "ncAvAR-2822" 624 "chr3" "1369115" "1369949" 5
"660" "ncAvAR-264" 674 "chr3" "25391003" "25391266" 5
"661" "ncAvAR-948" 674 "chr3" "25420380" "25420844" 5
"662" "ncAvAR-1046" 674 "chr3" "25472697" "25473030" 5
"663" "ncAvAR-2513" 674 "chr3" "25471547" "25472040" 5
"664" "ncAvAR-2569" 674 "chr3" "25466882" "25467411" 5
"665" "ncAvAR-169" 713 "chr3" "50868137" "50868348" 5
"666" "ncAvAR-352" 713 "chr3" "50905273" "50905743" 5
"667" "ncAvAR-1658" 713 "chr3" "50863795" "50864059" 5
"668" "ncAvAR-1778" 713 "chr3" "50941408" "50941693" 5
"669" "ncAvAR-2827" 713 "chr3" "50813663" "50814504" 5
"670" "ncAvAR-42" 900 "chr4" "57268312" "57268436" 5
"671" "ncAvAR-1387" 900 "chr4" "57305308" "57305963" 5
"672" "ncAvAR-1669" 900 "chr4" "57378991" "57379258" 5
"673" "ncAvAR-1751" 900 "chr4" "57275365" "57275646" 5
"674" "ncAvAR-2716" 900 "chr4" "57343059" "57343690" 5
"675" "ncAvAR-112" 951 "chr5" "10386451" "10386587" 5
"676" "ncAvAR-706" 951 "chr5" "10394915" "10395162" 5
"677" "ncAvAR-844" 951 "chr5" "10360617" "10360758" 5
"678" "ncAvAR-1097" 951 "chr5" "10336100" "10336450" 5
"679" "ncAvAR-2661" 951 "chr5" "10402799" "10403380" 5
"680" "ncAvAR-2239" 990 "chr5" "31717653" "31718047" 5
"681" "ncAvAR-2378" 990 "chr5" "31784490" "31784929" 5
"682" "ncAvAR-2596" 990 "chr5" "31759526" "31760071" 5
"683" "ncAvAR-2725" 990 "chr5" "31816792" "31817431" 5
"684" "ncAvAR-2858" 990 "chr5" "31683280" "31684227" 5
"685" "ncAvAR-26" 1012 "chr5" "37119249" "37119390" 5
"686" "ncAvAR-1223" 1012 "chr5" "37079027" "37079610" 5
"687" "ncAvAR-1429" 1012 "chr5" "37150019" "37150693" 5
"688" "ncAvAR-1761" 1012 "chr5" "37133850" "37134415" 5
"689" "ncAvAR-2274" 1012 "chr5" "37095871" "37096274" 5
"690" "ncAvAR-841" 1015 "chr5" "38050623" "38051044" 5
"691" "ncAvAR-2072" 1015 "chr5" "37972913" "37973601" 5
"692" "ncAvAR-2093" 1015 "chr5" "37989505" "37990204" 5
"693" "ncAvAR-2602" 1015 "chr5" "38001057" "38001607" 5
"694" "ncAvAR-2654" 1015 "chr5" "38028952" "38029530" 5
"695" "ncAvAR-1145" 1040 "chr5" "47996389" "47996753" 5
"696" "ncAvAR-1262" 1040 "chr5" "48023213" "48023612" 5
"697" "ncAvAR-2111" 1040 "chr5" "48103757" "48104465" 5
"698" "ncAvAR-2304" 1040 "chr5" "48058028" "48058441" 5
"699" "ncAvAR-2881" 1040 "chr5" "48052694" "48053875" 5
"700" "ncAvAR-569" 1088 "chr6" "23942864" "23943075" 5
"701" "ncAvAR-580" 1088 "chr6" "23944885" "23944992" 5
"702" "ncAvAR-593" 1088 "chr6" "23911872" "23912198" 5
"703" "ncAvAR-631" 1088 "chr6" "23927386" "23927839" 5
"704" "ncAvAR-882" 1088 "chr6" "23969368" "23969660" 5
"705" "ncAvAR-1430" 1150 "chr7" "20373614" "20374064" 5
"706" "ncAvAR-1809" 1150 "chr7" "20323890" "20324180" 5
"707" "ncAvAR-1970" 1150 "chr7" "20282104" "20282425" 5
"708" "ncAvAR-2065" 1150 "chr7" "20356894" "20357236" 5
"709" "ncAvAR-2737" 1150 "chr7" "20379172" "20379827" 5
"710" "ncAvAR-125" 1165 "chr7" "25870109" "25870250" 5
"711" "ncAvAR-893" 1165 "chr7" "25859863" "25860158" 5
"712" "ncAvAR-1482" 1165 "chr7" "25872019" "25872253" 5
"713" "ncAvAR-1667" 1165 "chr7" "25842286" "25842552" 5
"714" "ncAvAR-2031" 1165 "chr7" "25883320" "25883653" 5
"715" "ncAvAR-1317" 1184 "chr7" "33323999" "33324416" 5
"716" "ncAvAR-1699" 1184 "chr7" "33363759" "33364030" 5
"717" "ncAvAR-1873" 1184 "chr7" "33358015" "33358317" 5
"718" "ncAvAR-2299" 1184 "chr7" "33348335" "33348747" 5
"719" "ncAvAR-2615" 1184 "chr7" "33373511" "33374066" 5
"720" "ncAvAR-564" 1246 "chr8" "24244118" "24244328" 5
"721" "ncAvAR-869" 1246 "chr8" "24257057" "24257490" 5
"722" "ncAvAR-1505" 1246 "chr8" "24177125" "24177364" 5
"723" "ncAvAR-1593" 1246 "chr8" "24164139" "24164393" 5
"724" "ncAvAR-2398" 1246 "chr8" "24194484" "24195379" 5
"725" "ncAvAR-230" 1256 "chr8" "27263094" "27263276" 5
"726" "ncAvAR-331" 1256 "chr8" "27201102" "27201328" 5
"727" "ncAvAR-2332" 1256 "chr8" "27236100" "27236522" 5
"728" "ncAvAR-2698" 1256 "chr8" "27206043" "27206661" 5
"729" "ncAvAR-2803" 1256 "chr8" "27229612" "27230381" 5
"730" "ncAvAR-874" 1311 "chr10" "15814924" "15815214" 5
"731" "ncAvAR-1118" 1311 "chr10" "15806401" "15806578" 5
"732" "ncAvAR-1213" 1311 "chr10" "15806830" "15807216" 5
"733" "ncAvAR-1217" 1311 "chr10" "15798577" "15798771" 5
"734" "ncAvAR-1389" 1311 "chr10" "15802345" "15802782" 5
"735" "ncAvAR-60" 1396 "chr12" "10597976" "10598156" 5
"736" "ncAvAR-108" 1396 "chr12" "10625240" "10625553" 5
"737" "ncAvAR-544" 1396 "chr12" "10599851" "10600158" 5
"738" "ncAvAR-1787" 1396 "chr12" "10551217" "10551504" 5
"739" "ncAvAR-2105" 1396 "chr12" "10559635" "10559988" 5
"740" "ncAvAR-628" 1433 "chr13" "10428932" "10429158" 5
"741" "ncAvAR-1560" 1433 "chr13" "10449882" "10450375" 5
"742" "ncAvAR-2140" 1433 "chr13" "10490399" "10490762" 5
"743" "ncAvAR-2510" 1433 "chr13" "10489615" "10490108" 5
"744" "ncAvAR-2576" 1433 "chr13" "10411211" "10411745" 5
"745" "ncAvAR-261" 1472 "chr17" "10158795" "10158926" 5
"746" "ncAvAR-281" 1472 "chr17" "10172529" "10172733" 5
"747" "ncAvAR-712" 1472 "chr17" "10139260" "10139633" 5
"748" "ncAvAR-1869" 1472 "chr17" "10174200" "10174501" 5
"749" "ncAvAR-2493" 1472 "chr17" "10096369" "10096853" 5
"750" "ncAvAR-239" 1532 "chr24" "2108499" "2108747" 5
"751" "ncAvAR-416" 1532 "chr24" "2058422" "2058595" 5
"752" "ncAvAR-733" 1532 "chr24" "2169500" "2169754" 5
"753" "ncAvAR-1812" 1532 "chr24" "2116502" "2116792" 5
"754" "ncAvAR-1997" 1532 "chr24" "2121065" "2121391" 5
"755" "ncAvAR-1414" 14 "chr1" "6328487" "6328709" 4
"756" "ncAvAR-1503" 14 "chr1" "6290629" "6291105" 4
"757" "ncAvAR-1509" 14 "chr1" "6352455" "6352694" 4
"758" "ncAvAR-2226" 14 "chr1" "6332857" "6333246" 4
"759" "ncAvAR-107" 46 "chr1" "26191734" "26191868" 4
"760" "ncAvAR-1634" 46 "chr1" "26236132" "26236393" 4
"761" "ncAvAR-2143" 46 "chr1" "26254405" "26254769" 4
"762" "ncAvAR-2699" 46 "chr1" "26297209" "26297827" 4
"763" "ncAvAR-444" 50 "chr1" "26612543" "26612810" 4
"764" "ncAvAR-1381" 50 "chr1" "26637592" "26637809" 4
"765" "ncAvAR-1662" 50 "chr1" "26589870" "26590135" 4
"766" "ncAvAR-2667" 50 "chr1" "26578831" "26579424" 4
"767" "ncAvAR-95" 79 "chr1" "48706060" "48706189" 4
"768" "ncAvAR-130" 79 "chr1" "48703409" "48703553" 4
"769" "ncAvAR-163" 79 "chr1" "48715685" "48715893" 4
"770" "ncAvAR-415" 79 "chr1" "48670105" "48670278" 4
"771" "ncAvAR-126" 90 "chr1" "52186554" "52186743" 4
"772" "ncAvAR-1328" 90 "chr1" "52216410" "52216620" 4
"773" "ncAvAR-1329" 90 "chr1" "52222729" "52222939" 4
"774" "ncAvAR-1888" 90 "chr1" "52162865" "52163169" 4
"775" "ncAvAR-282" 110 "chr1" "63519713" "63519986" 4
"776" "ncAvAR-541" 110 "chr1" "63542826" "63542927" 4
"777" "ncAvAR-1678" 110 "chr1" "63536820" "63537088" 4
"778" "ncAvAR-2840" 110 "chr1" "63548986" "63549869" 4
"779" "ncAvAR-1088" 113 "chr1" "65614092" "65614438" 4
"780" "ncAvAR-1568" 113 "chr1" "65568694" "65568941" 4
"781" "ncAvAR-1764" 113 "chr1" "65545028" "65545311" 4
"782" "ncAvAR-2338" 113 "chr1" "65542764" "65543190" 4
"783" "ncAvAR-946" 116 "chr1" "66015760" "66015914" 4
"784" "ncAvAR-1965" 116 "chr1" "66020927" "66021246" 4
"785" "ncAvAR-2438" 116 "chr1" "66040011" "66040474" 4
"786" "ncAvAR-2601" 116 "chr1" "65997921" "65998470" 4
"787" "ncAvAR-59" 142 "chr1" "83626470" "83626578" 4
"788" "ncAvAR-1144" 142 "chr1" "83610402" "83610584" 4
"789" "ncAvAR-1534" 142 "chr1" "83566456" "83566941" 4
"790" "ncAvAR-2276" 142 "chr1" "83544712" "83545116" 4
"791" "ncAvAR-2580" 206 "chr1" "119259111" "119259648" 4
"792" "ncAvAR-2619" 206 "chr1" "119287275" "119287833" 4
"793" "ncAvAR-2784" 206 "chr1" "119316927" "119317648" 4
"794" "ncAvAR-2879" 206 "chr1" "119280320" "119281470" 4
"795" "ncAvAR-648" 229 "chr1" "136034737" "136035082" 4
