"name" "cluster" "chr" "start" "end" "freq"
"407" "ncMAR-2617" 2142 "chr17" "48244329" "48244601" 6
"408" "ncMAR-2639" 2142 "chr17" "48239293" "48239570" 6
"409" "ncMAR-2963" 2142 "chr17" "48293969" "48294345" 6
"410" "ncMAR-1962" 21 "chr1" "50565459" "50565945" 5
"411" "ncMAR-2212" 21 "chr1" "50569744" "50570529" 5
"412" "ncMAR-2236" 21 "chr1" "50610554" "50610954" 5
"413" "ncMAR-2895" 21 "chr1" "50577955" "50578303" 5
"414" "ncMAR-3200" 21 "chr1" "50559349" "50559850" 5
"415" "ncMAR-190" 71 "chr1" "83799701" "83799909" 5
"416" "ncMAR-656" 71 "chr1" "83846281" "83846394" 5
"417" "ncMAR-2896" 71 "chr1" "83767169" "83767517" 5
"418" "ncMAR-3124" 71 "chr1" "83777089" "83777546" 5
"419" "ncMAR-3326" 71 "chr1" "83769864" "83770497" 5
"420" "ncMAR-1933" 96 "chr1" "90895064" "90895382" 5
"421" "ncMAR-2683" 96 "chr1" "90842063" "90842353" 5
"422" "ncMAR-2738" 96 "chr1" "90856649" "90856954" 5
"423" "ncMAR-2819" 96 "chr1" "90814310" "90814955" 5
"424" "ncMAR-3249" 96 "chr1" "90840859" "90841395" 5
"425" "ncMAR-2130" 252 "chr2" "44841212" "44841949" 5
"426" "ncMAR-2961" 252 "chr2" "44773363" "44773737" 5
"427" "ncMAR-3064" 252 "chr2" "44776778" "44777624" 5
"428" "ncMAR-3067" 252 "chr2" "44803689" "44804113" 5
"429" "ncMAR-3251" 252 "chr2" "44880039" "44880575" 5
"430" "ncMAR-1792" 270 "chr2" "58974256" "58974400" 5
"431" "ncMAR-2351" 270 "chr2" "58955977" "58956416" 5
"432" "ncMAR-2465" 270 "chr2" "58952159" "58952881" 5
"433" "ncMAR-2920" 270 "chr2" "58999162" "58999519" 5
"434" "ncMAR-3372" 270 "chr2" "58936158" "58936841" 5
"435" "ncMAR-1238" 425 "chr2" "176847560" "176847848" 5
"436" "ncMAR-1594" 425 "chr2" "176817675" "176818428" 5
"437" "ncMAR-1684" 425 "chr2" "176905630" "176905899" 5
"438" "ncMAR-2527" 425 "chr2" "176820476" "176820981" 5
"439" "ncMAR-2624" 425 "chr2" "176892731" "176893551" 5
"440" "ncMAR-1355" 441 "chr2" "198324154" "198324470" 5
"441" "ncMAR-2653" 441 "chr2" "198351255" "198351821" 5
"442" "ncMAR-3327" 441 "chr2" "198411653" "198412290" 5
"443" "ncMAR-3443" 441 "chr2" "198362466" "198363357" 5
"444" "ncMAR-3456" 441 "chr2" "198337334" "198338348" 5
"445" "ncMAR-1159" 505 "chr3" "18402320" "18402499" 5
"446" "ncMAR-2453" 505 "chr3" "18355860" "18356337" 5
"447" "ncMAR-3099" 505 "chr3" "18376625" "18377066" 5
"448" "ncMAR-3342" 505 "chr3" "18402796" "18403447" 5
"449" "ncMAR-3446" 505 "chr3" "18435017" "18435918" 5
"450" "ncMAR-2135" 630 "chr3" "147331643" "147332387" 5
"451" "ncMAR-2325" 630 "chr3" "147381666" "147382098" 5
"452" "ncMAR-2580" 630 "chr3" "147388124" "147388388" 5
"453" "ncMAR-2645" 630 "chr3" "147360735" "147361015" 5
"454" "ncMAR-3290" 630 "chr3" "147312563" "147313725" 5
"455" "ncMAR-547" 696 "chr4" "23973372" "23973624" 5
"456" "ncMAR-854" 696 "chr4" "24066887" "24067301" 5
"457" "ncMAR-1940" 696 "chr4" "24008803" "24009123" 5
"458" "ncMAR-2368" 696 "chr4" "23930738" "23930961" 5
"459" "ncMAR-2619" 696 "chr4" "24040378" "24040651" 5
"460" "ncMAR-623" 771 "chr4" "146943202" "146943367" 5
"461" "ncMAR-1204" 771 "chr4" "146976945" "146977223" 5
"462" "ncMAR-1655" 771 "chr4" "147044540" "147045065" 5
"463" "ncMAR-2000" 771 "chr4" "146981143" "146981309" 5
"464" "ncMAR-2838" 771 "chr4" "147011931" "147012262" 5
"465" "ncMAR-673" 870 "chr5" "89499697" "89499927" 5
"466" "ncMAR-743" 870 "chr5" "89545431" "89545679" 5
"467" "ncMAR-874" 870 "chr5" "89485051" "89485262" 5
"468" "ncMAR-2660" 870 "chr5" "89545741" "89546025" 5
"469" "ncMAR-2985" 870 "chr5" "89457904" "89458289" 5
"470" "ncMAR-2216" 1149 "chr8" "37375161" "37375358" 5
"471" "ncMAR-2663" 1149 "chr8" "37341965" "37342250" 5
"472" "ncMAR-2672" 1149 "chr8" "37302691" "37302978" 5
"473" "ncMAR-2863" 1149 "chr8" "37325899" "37326235" 5
"474" "ncMAR-3215" 1149 "chr8" "37380702" "37381209" 5
"475" "ncMAR-515" 1278 "chr9" "16742608" "16742897" 5
"476" "ncMAR-818" 1278 "chr9" "16682430" "16682630" 5
"477" "ncMAR-846" 1278 "chr9" "16713470" "16713675" 5
"478" "ncMAR-2020" 1278 "chr9" "16709263" "16709432" 5
"479" "ncMAR-2728" 1278 "chr9" "16708787" "16709089" 5
"480" "ncMAR-295" 1317 "chr9" "74744288" "74744581" 5
"481" "ncMAR-693" 1317 "chr9" "74687625" "74687860" 5
"482" "ncMAR-776" 1317 "chr9" "74692042" "74692170" 5
"483" "ncMAR-3171" 1317 "chr9" "74692690" "74693174" 5
"484" "ncMAR-3441" 1317 "chr9" "74710933" "74711809" 5
"485" "ncMAR-164" 1586 "chr11" "30412551" "30412663" 5
"486" "ncMAR-923" 1586 "chr11" "30504623" "30504916" 5
"487" "ncMAR-1157" 1586 "chr11" "30468937" "30469205" 5
"488" "ncMAR-2163" 1586 "chr11" "30455017" "30455207" 5
"489" "ncMAR-3179" 1586 "chr11" "30506966" "30507454" 5
"490" "ncMAR-39" 1672 "chr11" "131907467" "131907625" 5
"491" "ncMAR-374" 1672 "chr11" "131903306" "131903468" 5
"492" "ncMAR-574" 1672 "chr11" "131933015" "131933224" 5
"493" "ncMAR-1992" 1672 "chr11" "131998041" "131998371" 5
"494" "ncMAR-2558" 1672 "chr11" "131957967" "131958226" 5
"495" "ncMAR-279" 1674 "chr11" "132199682" "132199971" 5
"496" "ncMAR-789" 1674 "chr11" "132237811" "132238201" 5
"497" "ncMAR-875" 1674 "chr11" "132257059" "132257270" 5
"498" "ncMAR-1854" 1674 "chr11" "132208628" "132208927" 5
"499" "ncMAR-2516" 1674 "chr11" "132248139" "132248389" 5
"500" "ncMAR-1271" 1676 "chr11" "132644718" "132645017" 5
"501" "ncMAR-1449" 1676 "chr11" "132598433" "132598770" 5
"502" "ncMAR-1675" 1676 "chr11" "132691909" "132692175" 5
"503" "ncMAR-2592" 1676 "chr11" "132653893" "132654159" 5
"504" "ncMAR-3036" 1676 "chr11" "132706773" "132707182" 5
"505" "ncMAR-191" 1711 "chr12" "41397438" "41397587" 5
"506" "ncMAR-1143" 1711 "chr12" "41483543" "41483719" 5
"507" "ncMAR-1581" 1711 "chr12" "41439018" "41439267" 5
"508" "ncMAR-3109" 1711 "chr12" "41492902" "41493350" 5
"509" "ncMAR-3448" 1711 "chr12" "41365707" "41366627" 5
"510" "ncMAR-914" 1804 "chr13" "71950092" "71950310" 5
"511" "ncMAR-935" 1804 "chr13" "71874577" "71874725" 5
"512" "ncMAR-1294" 1804 "chr13" "71879895" "71880098" 5
"513" "ncMAR-2868" 1804 "chr13" "71919637" "71919974" 5
"514" "ncMAR-3156" 1804 "chr13" "71960489" "71960964" 5
"515" "ncMAR-644" 1858 "chr14" "25890590" "25890813" 5
"516" "ncMAR-1152" 1858 "chr14" "25877246" "25877424" 5
"517" "ncMAR-1493" 1858 "chr14" "25895615" "25895960" 5
"518" "ncMAR-2154" 1858 "chr14" "25878212" "25878778" 5
"519" "ncMAR-3364" 1858 "chr14" "25908503" "25909181" 5
"520" "ncMAR-589" 1874 "chr14" "29224205" "29224682" 5
"521" "ncMAR-1530" 1874 "chr14" "29242733" "29243208" 5
"522" "ncMAR-1678" 1874 "chr14" "29189420" "29189687" 5
"523" "ncMAR-2901" 1874 "chr14" "29230520" "29230870" 5
"524" "ncMAR-3478" 1874 "chr14" "29215822" "29217366" 5
"525" "ncMAR-391" 1878 "chr14" "30227296" "30227792" 5
"526" "ncMAR-1978" 1878 "chr14" "30243112" "30243766" 5
"527" "ncMAR-1997" 1878 "chr14" "30134922" "30135418" 5
"528" "ncMAR-2750" 1878 "chr14" "30156686" "30156993" 5
"529" "ncMAR-3152" 1878 "chr14" "30204620" "30205093" 5
"530" "ncMAR-506" 1885 "chr14" "33291644" "33291833" 5
"531" "ncMAR-1290" 1885 "chr14" "33275148" "33275655" 5
"532" "ncMAR-2888" 1885 "chr14" "33310440" "33310785" 5
"533" "ncMAR-3333" 1885 "chr14" "33282080" "33282723" 5
"534" "ncMAR-3412" 1885 "chr14" "33323909" "33324677" 5
"535" "ncMAR-2302" 1916 "chr14" "56950972" "56951183" 5
"536" "ncMAR-2310" 1916 "chr14" "56963629" "56963842" 5
"537" "ncMAR-2751" 1916 "chr14" "57008474" "57008781" 5
"538" "ncMAR-2902" 1916 "chr14" "56953662" "56954363" 5
"539" "ncMAR-3006" 1916 "chr14" "56958774" "56959166" 5
"540" "ncMAR-268" 1942 "chr14" "79074751" "79074858" 5
"541" "ncMAR-293" 1942 "chr14" "79062822" "79062968" 5
"542" "ncMAR-927" 1942 "chr14" "79037672" "79038039" 5
"543" "ncMAR-1189" 1942 "chr14" "79028460" "79028643" 5
"544" "ncMAR-1606" 1942 "chr14" "79084766" "79085019" 5
"545" "ncMAR-1169" 2032 "chr15" "95462095" "95462365" 5
"546" "ncMAR-1516" 2032 "chr15" "95441385" "95441619" 5
"547" "ncMAR-2880" 2032 "chr15" "95497523" "95498205" 5
"548" "ncMAR-3313" 2032 "chr15" "95464448" "95465063" 5
"549" "ncMAR-3370" 2032 "chr15" "95497523" "95498205" 5
"550" "ncMAR-1099" 2076 "chr16" "52435695" "52435951" 5
"551" "ncMAR-1591" 2076 "chr16" "52462299" "52462549" 5
"552" "ncMAR-2103" 2076 "chr16" "52461739" "52462099" 5
"553" "ncMAR-2324" 2076 "chr16" "52498150" "52498581" 5
"554" "ncMAR-3194" 2076 "chr16" "52497204" "52497703" 5
"555" "ncMAR-640" 2106 "chr16" "73372125" "73372236" 5
"556" "ncMAR-700" 2106 "chr16" "73319858" "73319976" 5
"557" "ncMAR-1052" 2106 "chr16" "73403233" "73403397" 5
"558" "ncMAR-1630" 2106 "chr16" "73329430" "73329945" 5
"559" "ncMAR-1758" 2106 "chr16" "73351041" "73351464" 5
"560" "ncMAR-26" 2107 "chr16" "73744086" "73744264" 5
"561" "ncMAR-1422" 2107 "chr16" "73659857" "73660077" 5
"562" "ncMAR-1739" 2107 "chr16" "73789766" "73790044" 5
"563" "ncMAR-2285" 2107 "chr16" "73701617" "73701825" 5
"564" "ncMAR-2666" 2107 "chr16" "73662460" "73662745" 5
"565" "ncMAR-287" 2136 "chr17" "36959631" "36959813" 5
"566" "ncMAR-1724" 2136 "chr17" "37019770" "37020045" 5
"567" "ncMAR-1900" 2136 "chr17" "36930120" "36930585" 5
"568" "ncMAR-2425" 2136 "chr17" "36978821" "36979521" 5
"569" "ncMAR-2916" 2136 "chr17" "37017368" "37017723" 5
"570" "ncMAR-294" 13 "chr1" "39334378" "39334561" 4
"571" "ncMAR-385" 13 "chr1" "39331198" "39331445" 4
"572" "ncMAR-560" 13 "chr1" "39333972" "39334177" 4
"573" "ncMAR-1221" 13 "chr1" "39331677" "39332335" 4
"574" "ncMAR-1894" 106 "chr1" "97450951" "97451414" 4
"575" "ncMAR-2629" 106 "chr1" "97536689" "97536964" 4
"576" "ncMAR-2918" 106 "chr1" "97559282" "97559638" 4
"577" "ncMAR-3204" 106 "chr1" "97500691" "97501193" 4
"578" "ncMAR-273" 166 "chr1" "209369492" "209369778" 4
"579" "ncMAR-685" 166 "chr1" "209303025" "209303432" 4
"580" "ncMAR-1028" 166 "chr1" "209341865" "209342107" 4
"581" "ncMAR-1263" 166 "chr1" "209326587" "209326983" 4
"582" "ncMAR-108" 173 "chr1" "213929368" "213929611" 4
"583" "ncMAR-636" 173 "chr1" "213960289" "213960455" 4
"584" "ncMAR-2152" 173 "chr1" "213950286" "213950850" 4
"585" "ncMAR-2792" 173 "chr1" "214005615" "214005929" 4
"586" "ncMAR-972" 184 "chr1" "216596615" "216596845" 4
"587" "ncMAR-2062" 184 "chr1" "216547600" "216547951" 4
"588" "ncMAR-2721" 184 "chr1" "216567416" "216567716" 4
"589" "ncMAR-3277" 184 "chr1" "216550061" "216550626" 4
"590" "ncMAR-1025" 192 "chr1" "217945151" "217945392" 4
"591" "ncMAR-2999" 192 "chr1" "217917221" "217917610" 4
"592" "ncMAR-3273" 192 "chr1" "217909943" "217910500" 4
"593" "ncMAR-3379" 192 "chr1" "217929271" "217929958" 4
"594" "ncMAR-822" 261 "chr2" "57745302" "57745703" 4
"595" "ncMAR-2268" 261 "chr2" "57801950" "57802561" 4
"596" "ncMAR-2426" 261 "chr2" "57759425" "57759892" 4
"597" "ncMAR-3229" 261 "chr2" "57740897" "57741418" 4
"598" "ncMAR-907" 280 "chr2" "60585309" "60585526" 4
"599" "ncMAR-1322" 280 "chr2" "60565431" "60565637" 4
"600" "ncMAR-1418" 280 "chr2" "60536452" "60536672" 4
"601" "ncMAR-2800" 280 "chr2" "60536869" "60537185" 4
"602" "ncMAR-791" 301 "chr2" "67626532" "67626792" 4
"603" "ncMAR-1707" 301 "chr2" "67626056" "67626329" 4
"604" "ncMAR-1954" 301 "chr2" "67666807" "67666968" 4
"605" "ncMAR-2223" 301 "chr2" "67634586" "67634982" 4
"606" "ncMAR-193" 336 "chr2" "143157532" "143157803" 4
"607" "ncMAR-510" 336 "chr2" "143156215" "143156407" 4
"608" "ncMAR-2309" 336 "chr2" "143159054" "143159903" 4
"609" "ncMAR-3391" 336 "chr2" "143160935" "143161659" 4
"610" "ncMAR-1369" 337 "chr2" "143228924" "143229350" 4
"611" "ncMAR-2396" 337 "chr2" "143254066" "143254294" 4
"612" "ncMAR-2497" 337 "chr2" "143289076" "143289568" 4
"613" "ncMAR-3083" 337 "chr2" "143274213" "143274647" 4
"614" "ncMAR-2063" 368 "chr2" "155730171" "155730347" 4
"615" "ncMAR-2563" 368 "chr2" "155705991" "155706513" 4
"616" "ncMAR-2969" 368 "chr2" "155700772" "155701150" 4
"617" "ncMAR-3149" 368 "chr2" "155679537" "155680009" 4
"618" "ncMAR-2168" 379 "chr2" "161265892" "161266272" 4
"619" "ncMAR-2470" 379 "chr2" "161245196" "161245438" 4
"620" "ncMAR-2874" 379 "chr2" "161199954" "161200295" 4
"621" "ncMAR-3380" 379 "chr2" "161246003" "161246692" 4
"622" "ncMAR-552" 390 "chr2" "163651951" "163652307" 4
"623" "ncMAR-3163" 390 "chr2" "163593049" "163593530" 4
"624" "ncMAR-3259" 390 "chr2" "163602595" "163604235" 4
"625" "ncMAR-3469" 390 "chr2" "163593753" "163594984" 4
"626" "ncMAR-23" 422 "chr2" "176561121" "176561606" 4
"627" "ncMAR-1281" 422 "chr2" "176597833" "176598235" 4
"628" "ncMAR-1599" 422 "chr2" "176590007" "176590510" 4
"629" "ncMAR-2252" 422 "chr2" "176574556" "176574960" 4
"630" "ncMAR-915" 463 "chr2" "207042309" "207042601" 4
"631" "ncMAR-1155" 463 "chr2" "207161703" "207161971" 4
"632" "ncMAR-1419" 463 "chr2" "207113622" "207113952" 4
"633" "ncMAR-1760" 463 "chr2" "207079323" "207079605" 4
"634" "ncMAR-500" 486 "chr2" "222298931" "222299072" 4
"635" "ncMAR-2471" 486 "chr2" "222239079" "222239321" 4
"636" "ncMAR-2582" 486 "chr2" "222228101" "222228366" 4
"637" "ncMAR-3366" 486 "chr2" "222268928" "222269607" 4
"638" "ncMAR-583" 586 "chr3" "85660464" "85660782" 4
"639" "ncMAR-1120" 586 "chr3" "85706056" "85706575" 4
"640" "ncMAR-2290" 586 "chr3" "85723347" "85723557" 4
"641" "ncMAR-2491" 586 "chr3" "85709422" "85709914" 4
"642" "ncMAR-2331" 637 "chr3" "158292055" "158292704" 4
"643" "ncMAR-2791" 637 "chr3" "158233706" "158234334" 4
"644" "ncMAR-2826" 637 "chr3" "158185763" "158186744" 4
"645" "ncMAR-3350" 637 "chr3" "158272017" "158272678" 4
"646" "ncMAR-1683" 665 "chr3" "180707900" "180708169" 4
"647" "ncMAR-2155" 665 "chr3" "180723315" "180723693" 4
"648" "ncMAR-3090" 665 "chr3" "180744089" "180744962" 4
"649" "ncMAR-3449" 665 "chr3" "180718767" "180719698" 4
"650" "ncMAR-620" 698 "chr4" "24235404" "24235733" 4
"651" "ncMAR-1021" 698 "chr4" "24267759" "24268000" 4
"652" "ncMAR-2069" 698 "chr4" "24240354" "24240707" 4
"653" "ncMAR-3134" 698 "chr4" "24303312" "24303775" 4
"654" "ncMAR-1522" 802 "chr4" "181496597" "181496951" 4
"655" "ncMAR-1587" 802 "chr4" "181524522" "181524772" 4
"656" "ncMAR-1960" 802 "chr4" "181443727" "181444050" 4
"657" "ncMAR-3132" 802 "chr4" "181484379" "181484841" 4
"658" "ncMAR-93" 869 "chr5" "89377751" "89378224" 4
"659" "ncMAR-211" 869 "chr5" "89342539" "89342663" 4
"660" "ncMAR-1806" 869 "chr5" "89375315" "89375897" 4
"661" "ncMAR-1973" 869 "chr5" "89315230" "89315393" 4
"662" "ncMAR-411" 872 "chr5" "89694288" "89694457" 4
"663" "ncMAR-455" 872 "chr5" "89735190" "89735367" 4
"664" "ncMAR-1022" 872 "chr5" "89733242" "89733483" 4
"665" "ncMAR-2706" 872 "chr5" "89728430" "89728727" 4
"666" "ncMAR-170" 874 "chr5" "90130952" "90131094" 4
"667" "ncMAR-1500" 874 "chr5" "90123696" "90123928" 4
"668" "ncMAR-1688" 874 "chr5" "90111948" "90112352" 4
"669" "ncMAR-1744" 874 "chr5" "90170267" "90170546" 4
"670" "ncMAR-442" 882 "chr5" "92365171" "92365345" 4
"671" "ncMAR-845" 882 "chr5" "92328442" "92328647" 4
"672" "ncMAR-909" 882 "chr5" "92403032" "92403249" 4
"673" "ncMAR-2621" 882 "chr5" "92390710" "92390983" 4
"674" "ncMAR-1376" 1026 "chr7" "18393932" "18394146" 4
"675" "ncMAR-1579" 1026 "chr7" "18370926" "18371175" 4
"676" "ncMAR-2628" 1026 "chr7" "18426666" "18426941" 4
"677" "ncMAR-2934" 1026 "chr7" "18409131" "18409492" 4
"678" "ncMAR-1033" 1046 "chr7" "27399921" "27400245" 4
"679" "ncMAR-1073" 1046 "chr7" "27392613" "27392863" 4
"680" "ncMAR-1770" 1046 "chr7" "27347116" "27347400" 4
"681" "ncMAR-2194" 1046 "chr7" "27362570" "27363152" 4
"682" "ncMAR-886" 1047 "chr7" "27533489" "27533631" 4
"683" "ncMAR-1577" 1047 "chr7" "27586774" "27587271" 4
"684" "ncMAR-2507" 1047 "chr7" "27516603" "27516851" 4
"685" "ncMAR-2940" 1047 "chr7" "27553161" "27553525" 4
"686" "ncMAR-212" 1114 "chr7" "132885843" "132885998" 4
"687" "ncMAR-1834" 1114 "chr7" "132856689" "132856985" 4
"688" "ncMAR-3104" 1114 "chr7" "132839621" "132840067" 4
"689" "ncMAR-3260" 1114 "chr7" "132876527" "132877075" 4
"690" "ncMAR-1465" 1190 "chr8" "76708845" "76709072" 4
"691" "ncMAR-2859" 1190 "chr8" "76685996" "76686667" 4
"692" "ncMAR-3045" 1190 "chr8" "76669913" "76670327" 4
"693" "ncMAR-3137" 1190 "chr8" "76665687" "76666152" 4
"694" "ncMAR-1268" 1218 "chr8" "104995242" "104995441" 4
"695" "ncMAR-1686" 1218 "chr8" "104994474" "104994743" 4
"696" "ncMAR-1890" 1218 "chr8" "105023504" "105023812" 4
"697" "ncMAR-3199" 1218 "chr8" "104972427" "104972927" 4
"698" "ncMAR-175" 1244 "chr9" "1784147" "1784290" 4
"699" "ncMAR-716" 1244 "chr9" "1743473" "1743594" 4
"700" "ncMAR-783" 1244 "chr9" "1840032" "1840226" 4
"701" "ncMAR-1415" 1244 "chr9" "1794654" "1794983" 4
"702" "ncMAR-426" 1314 "chr9" "73869725" "73869896" 4
"703" "ncMAR-1534" 1314 "chr9" "73869390" "73869628" 4
"704" "ncMAR-1979" 1314 "chr9" "73831095" "73831259" 4
"705" "ncMAR-2505" 1314 "chr9" "73847539" "73848034" 4
"706" "ncMAR-1458" 1325 "chr9" "78839211" "78839324" 4
"707" "ncMAR-1692" 1325 "chr9" "78839357" "78839492" 4
"708" "ncMAR-1745" 1325 "chr9" "78880273" "78880552" 4
"709" "ncMAR-3453" 1325 "chr9" "78857031" "78857986" 4
"710" "ncMAR-1568" 1329 "chr9" "79239773" "79240267" 4
"711" "ncMAR-2732" 1329 "chr9" "79255836" "79256139" 4
"712" "ncMAR-3000" 1329 "chr9" "79301208" "79301598" 4
"713" "ncMAR-3394" 1329 "chr9" "79208722" "79209449" 4
"714" "ncMAR-1641" 1344 "chr9" "82275229" "82275750" 4
"715" "ncMAR-2748" 1344 "chr9" "82309386" "82309693" 4
"716" "ncMAR-2851" 1344 "chr9" "82363450" "82364117" 4
"717" "ncMAR-3328" 1344 "chr9" "82332141" "82332781" 4
"718" "ncMAR-440" 1371 "chr9" "118298781" "118299041" 4
"719" "ncMAR-754" 1371 "chr9" "118310941" "118311066" 4
"720" "ncMAR-1445" 1371 "chr9" "118321709" "118322045" 4
"721" "ncMAR-2973" 1371 "chr9" "118349817" "118350196" 4
"722" "ncMAR-2332" 1466 "chr10" "75880100" "75880533" 4
"723" "ncMAR-2935" 1466 "chr10" "75839049" "75839410" 4
"724" "ncMAR-2998" 1466 "chr10" "75851528" "75851917" 4
"725" "ncMAR-3303" 1466 "chr10" "75844306" "75844904" 4
"726" "ncMAR-65" 1526 "chr10" "113291073" "113291304" 4
"727" "ncMAR-533" 1526 "chr10" "113255874" "113256022" 4
"728" "ncMAR-1603" 1526 "chr10" "113261492" "113261618" 4
"729" "ncMAR-2685" 1526 "chr10" "113226779" "113227069" 4
"730" "ncMAR-1173" 1536 "chr10" "117889438" "117889709" 4
"731" "ncMAR-1412" 1536 "chr10" "117903754" "117903973" 4
"732" "ncMAR-2116" 1536 "chr10" "117912890" "117913255" 4
"733" "ncMAR-3246" 1536 "chr10" "117870693" "117871227" 4
"734" "ncMAR-860" 1551 "chr10" "129341774" "129342051" 4
"735" "ncMAR-1479" 1551 "chr10" "129389826" "129390627" 4
"736" "ncMAR-3201" 1551 "chr10" "129434613" "129435114" 4
"737" "ncMAR-3450" 1551 "chr10" "129308346" "129310227" 4
"738" "ncMAR-480" 1571 "chr11" "16170063" "16170246" 4
"739" "ncMAR-1041" 1571 "chr11" "16127728" "16127973" 4
"740" "ncMAR-1401" 1571 "chr11" "16174437" "16174764" 4
"741" "ncMAR-1408" 1571 "chr11" "16121720" "16122375" 4
"742" "ncMAR-74" 1614 "chr11" "72334111" "72334251" 4
"743" "ncMAR-606" 1614 "chr11" "72324950" "72325058" 4
"744" "ncMAR-662" 1614 "chr11" "72340281" "72340451" 4
"745" "ncMAR-1911" 1614 "chr11" "72334951" "72335107" 4
"746" "ncMAR-388" 1648 "chr11" "123039909" "123040198" 4
"747" "ncMAR-588" 1648 "chr11" "122999376" "122999853" 4
"748" "ncMAR-1576" 1648 "chr11" "123030450" "123030574" 4
"749" "ncMAR-2363" 1648 "chr11" "122982675" "122983118" 4
"750" "ncMAR-817" 1667 "chr11" "131098252" "131098385" 4
"751" "ncMAR-837" 1667 "chr11" "131095535" "131095670" 4
"752" "ncMAR-1167" 1667 "chr11" "131121709" "131121979" 4
"753" "ncMAR-2320" 1667 "chr11" "131101180" "131101395" 4
"754" "ncMAR-289" 1679 "chr11" "133069992" "133070320" 4
"755" "ncMAR-954" 1679 "chr11" "133061461" "133061762" 4
"756" "ncMAR-1090" 1679 "chr11" "133152618" "133152872" 4
"757" "ncMAR-2885" 1679 "chr11" "133103883" "133104227" 4
"758" "ncMAR-158" 1701 "chr12" "23587857" "23587967" 4
"759" "ncMAR-1570" 1701 "chr12" "23671822" "23672069" 4
"760" "ncMAR-2982" 1701 "chr12" "23540571" "23540953" 4
"761" "ncMAR-3182" 1701 "chr12" "23621897" "23622387" 4
"762" "ncMAR-361" 1876 "chr14" "29448077" "29448237" 4
"763" "ncMAR-1863" 1876 "chr14" "29425307" "29425759" 4
"764" "ncMAR-3286" 1876 "chr14" "29462298" "29462869" 4
"765" "ncMAR-3402" 1876 "chr14" "29454120" "29454862" 4
"766" "ncMAR-14" 1879 "chr14" "30482398" "30482606" 4
"767" "ncMAR-106" 1879 "chr14" "30451165" "30451285" 4
"768" "ncMAR-722" 1879 "chr14" "30432296" "30432721" 4
"769" "ncMAR-2610" 1879 "chr14" "30500134" "30500675" 4
"770" "ncMAR-582" 1895 "chr14" "35541717" "35541928" 4
"771" "ncMAR-1233" 1895 "chr14" "35573831" "35574308" 4
"772" "ncMAR-2594" 1895 "chr14" "35558641" "35559174" 4
"773" "ncMAR-2952" 1895 "chr14" "35557302" "35557672" 4
"774" "ncMAR-610" 1995 "chr15" "37878221" "37878547" 4
"775" "ncMAR-1343" 1995 "chr15" "37881513" "37881827" 4
"776" "ncMAR-1709" 1995 "chr15" "37868257" "37868530" 4
"777" "ncMAR-2709" 1995 "chr15" "37884277" "37884574" 4
"778" "ncMAR-1325" 2019 "chr15" "67720543" "67720957" 4
"779" "ncMAR-2086" 2019 "chr15" "67792416" "67792594" 4
"780" "ncMAR-2504" 2019 "chr15" "67745508" "67746002" 4
"781" "ncMAR-2844" 2019 "chr15" "67723883" "67724215" 4
"782" "ncMAR-248" 2065 "chr16" "49574786" "49574989" 4
"783" "ncMAR-1070" 2065 "chr16" "49532512" "49532844" 4
"784" "ncMAR-1529" 2065 "chr16" "49585562" "49585799" 4
"785" "ncMAR-2884" 2065 "chr16" "49581219" "49581905" 4
"786" "ncMAR-60" 2116 "chr16" "79567983" "79568096" 4
"787" "ncMAR-951" 2116 "chr16" "79604664" "79605190" 4
"788" "ncMAR-1380" 2116 "chr16" "79525038" "79525359" 4
"789" "ncMAR-2458" 2116 "chr16" "79634307" "79634546" 4
"790" "ncMAR-105" 2137 "chr17" "37170363" "37170601" 4
"791" "ncMAR-2277" 2137 "chr17" "37115171" "37115377" 4
"792" "ncMAR-3193" 2137 "chr17" "37126615" "37127113" 4
"793" "ncMAR-3388" 2137 "chr17" "37117311" "37118027" 4
"794" "ncMAR-663" 2150 "chr17" "57605017" "57605187" 4
"795" "ncMAR-1494" 2150 "chr17" "57650614" "57650729" 4
"796" "ncMAR-1829" 2150 "chr17" "57578954" "57579248" 4
"797" "ncMAR-2487" 2150 "chr17" "57596226" "57596471" 4
"798" "ncMAR-522" 2155 "chr17" "61168560" "61168754" 4
"799" "ncMAR-1026" 2155 "chr17" "61211905" "61212146" 4
"800" "ncMAR-1184" 2155 "chr17" "61209485" "61209941" 4
"801" "ncMAR-2921" 2155 "chr17" "61144915" "61145629" 4
