name cluster chr start end freq
cMAR-63 4878 chr14 77296158 77296276 20
cMAR-876 4878 chr14 77518033 77518178 20
cMAR-959 4878 chr14 77284944 77285050 20
cMAR-1190 4878 chr14 77301082 77301253 20
cMAR-1411 4878 chr14 77390997 77391178 20
cMAR-1681 4878 chr14 77562390 77562493 20
cMAR-2351 4878 chr14 77327908 77328040 20
cMAR-2800 4878 chr14 77285477 77285635 20
cMAR-3729 4878 chr14 77442555 77442665 20
cMAR-4831 4878 chr14 77331067 77331194 20
cMAR-5160 4878 chr14 77570379 77570511 20
cMAR-5996 4878 chr14 77302830 77302952 20
cMAR-6231 4878 chr14 77311943 77312043 20
cMAR-7238 4878 chr14 77468080 77468191 20
cMAR-9570 4878 chr14 77521443 77521584 20
cMAR-10182 4878 chr14 77557038 77557150 20
cMAR-12241 4878 chr14 77435257 77435396 20
cMAR-13257 4878 chr14 77343176 77343486 20
cMAR-14375 4878 chr14 77469075 77469250 20
cMAR-714 5654 chr17 75899512 75899677 20
cMAR-1235 5654 chr17 75756449 75756622 20
cMAR-1672 5654 chr17 75658295 75658462 20
cMAR-1955 5654 chr17 75752172 75752363 20
cMAR-2167 5654 chr17 75763012 75763154 20
cMAR-2754 5654 chr17 75762699 75762887 20
cMAR-3751 5654 chr17 75706338 75706522 20
cMAR-4295 5654 chr17 75809757 75809976 20
cMAR-5558 5654 chr17 75736045 75736160 20
cMAR-6465 5654 chr17 75778813 75778967 20
cMAR-6818 5654 chr17 75665047 75665180 20
cMAR-7600 5654 chr17 75899153 75899297 20
cMAR-7863 5654 chr17 75874659 75874777 20
cMAR-8246 5654 chr17 75813758 75813881 20
cMAR-8642 5654 chr17 75756701 75756862 20
cMAR-10105 5654 chr17 75828876 75828987 20
cMAR-12212 5654 chr17 75742579 75742764 20
cMAR-12489 5654 chr17 75813073 75813216 20
cMAR-13329 5654 chr17 75742339 75742495 20
cMAR-19512 5654 chr17 75662477 75663000 20
cMAR-155 5655 chr17 76061108 76061223 20
cMAR-1104 5655 chr17 76085312 76085412 20
cMAR-1130 5655 chr17 76101268 76101380 20
cMAR-1293 5655 chr17 75949748 75949900 20
cMAR-1323 5655 chr17 76007161 76007739 20
cMAR-1413 5655 chr17 76076634 76076803 20
cMAR-1762 5655 chr17 76009900 76010031 20
cMAR-2000 5655 chr17 75978531 75978696 20
cMAR-2622 5655 chr17 76084004 76084142 20
cMAR-3561 5655 chr17 76008964 76009499 20
cMAR-4358 5655 chr17 76039699 76039940 20
cMAR-5486 5655 chr17 76043824 76043961 20
cMAR-5794 5655 chr17 75951413 75951579 20
cMAR-7277 5655 chr17 76021865 76022032 20
cMAR-9069 5655 chr17 76161838 76162006 20
cMAR-10712 5655 chr17 76008742 76008939 20
cMAR-11456 5655 chr17 76139895 76140321 20
cMAR-16877 5655 chr17 76152326 76152495 20
cMAR-17739 5655 chr17 75960209 75960418 20
cMAR-18477 5655 chr17 76167004 76167129 20
cMAR-948 85 chr1 26945565 26945692 19
cMAR-3438 85 chr1 26848605 26848763 19
cMAR-3519 85 chr1 26884152 26884294 19
cMAR-5105 85 chr1 26942871 26943068 19
cMAR-5807 85 chr1 26913405 26913524 19
cMAR-7108 85 chr1 26760854 26761100 19
cMAR-11126 85 chr1 26852747 26852870 19
cMAR-11140 85 chr1 26913573 26913738 19
cMAR-11252 85 chr1 26732674 26732799 19
cMAR-11352 85 chr1 26832445 26832613 19
cMAR-11920 85 chr1 26779021 26779155 19
cMAR-13799 85 chr1 26771113 26771332 19
cMAR-14098 85 chr1 26729640 26729866 19
cMAR-14215 85 chr1 26863228 26863629 19
cMAR-14216 85 chr1 26779553 26780298 19
cMAR-15059 85 chr1 26779302 26779493 19
cMAR-16285 85 chr1 26794443 26794595 19
cMAR-17418 85 chr1 26774644 26775224 19
cMAR-19037 85 chr1 26863651 26863949 19
cMAR-1230 628 chr1 220033499 220033683 19
cMAR-1419 628 chr1 220147487 220147632 19
cMAR-2152 628 chr1 220022342 220022526 19
cMAR-3593 628 chr1 219980082 219980243 19
cMAR-4441 628 chr1 220007192 220007354 19
cMAR-4925 628 chr1 220210385 220210492 19
cMAR-5191 628 chr1 220141800 220141955 19
cMAR-5554 628 chr1 219973236 219973420 19
cMAR-6927 628 chr1 219983186 219983401 19
cMAR-8903 628 chr1 219958858 219959023 19
cMAR-9421 628 chr1 220139006 220139145 19
cMAR-10375 628 chr1 220073963 220074077 19
cMAR-10630 628 chr1 220032382 220032538 19
cMAR-11191 628 chr1 220019981 220020229 19
cMAR-13945 628 chr1 220067297 220067408 19
cMAR-14551 628 chr1 220096112 220096231 19
cMAR-15448 628 chr1 219987138 219987406 19
cMAR-16242 628 chr1 220001134 220001285 19
cMAR-16624 628 chr1 220193237 220193398 19
cMAR-499 1240 chr2 215388202 215388308 19
cMAR-947 1240 chr2 215394524 215394725 19
cMAR-981 1240 chr2 215338774 215338913 19
cMAR-2079 1240 chr2 215409558 215409726 19
cMAR-2718 1240 chr2 215424140 215424343 19
cMAR-7304 1240 chr2 215346748 215346944 19
cMAR-8496 1240 chr2 215406233 215406518 19
cMAR-9926 1240 chr2 215365499 215365645 19
cMAR-11391 1240 chr2 215349531 215349658 19
cMAR-11957 1240 chr2 215325974 215326154 19
cMAR-12218 1240 chr2 215404384 215404662 19
cMAR-12522 1240 chr2 215386686 215386830 19
cMAR-12846 1240 chr2 215407124 215407324 19
cMAR-12962 1240 chr2 215380808 215381161 19
cMAR-13160 1240 chr2 215419236 215419390 19
cMAR-13699 1240 chr2 215326819 215326982 19
cMAR-13738 1240 chr2 215372302 215372411 19
cMAR-14951 1240 chr2 215392915 215393293 19
cMAR-15415 1240 chr2 215332377 215332511 19
cMAR-225 1502 chr3 58145919 58146051 19
cMAR-1376 1502 chr3 58168436 58168663 19
cMAR-2837 1502 chr3 58130739 58130914 19
cMAR-3337 1502 chr3 58153370 58153647 19
cMAR-3854 1502 chr3 58132805 58132936 19
cMAR-4798 1502 chr3 58170573 58170763 19
cMAR-8068 1502 chr3 58108456 58108577 19
cMAR-8755 1502 chr3 58197819 58197982 19
cMAR-10655 1502 chr3 58149848 58150005 19
cMAR-11359 1502 chr3 58169587 58169798 19
cMAR-11428 1502 chr3 58138280 58138535 19
cMAR-11694 1502 chr3 58118866 58118997 19
cMAR-12012 1502 chr3 58146818 58146999 19
cMAR-14154 1502 chr3 58142645 58142759 19
cMAR-14360 1502 chr3 58155958 58156133 19
cMAR-14753 1502 chr3 58102164 58102348 19
cMAR-14824 1502 chr3 58094833 58094957 19
cMAR-17632 1502 chr3 58098709 58098915 19
cMAR-19902 1502 chr3 58148646 58148855 19
cMAR-16 4116 chr11 119091398 119091515 19
cMAR-226 4116 chr11 119131539 119131649 19
cMAR-750 4116 chr11 119101013 119101142 19
cMAR-880 4116 chr11 119133109 119133223 19
cMAR-1041 4116 chr11 119055179 119055342 19
cMAR-5230 4116 chr11 119100625 119100847 19
cMAR-6495 4116 chr11 119046600 119046806 19
cMAR-7281 4116 chr11 119097852 119098047 19
cMAR-9221 4116 chr11 119183185 119183424 19
cMAR-11105 4116 chr11 119273866 119274030 19
cMAR-11330 4116 chr11 119187577 119187703 19
cMAR-13400 4116 chr11 119132682 119132787 19
cMAR-13713 4116 chr11 119131825 119131988 19
cMAR-13714 4116 chr11 119271725 119271888 19
cMAR-16392 4116 chr11 119100257 119100412 19
cMAR-18496 4116 chr11 119095230 119095356 19
cMAR-19727 4116 chr11 119188352 119188544 19
cMAR-19888 4116 chr11 119278508 119278715 19
cMAR-20160 4116 chr11 119232445 119232705 19
cMAR-4457 4326 chr12 57244086 57244228 19
cMAR-4856 4326 chr12 57248700 57248806 19
cMAR-6459 4326 chr12 57160891 57161122 19
cMAR-7783 4326 chr12 57185528 57185851 19
cMAR-8062 4326 chr12 57145225 57145497 19
cMAR-8884 4326 chr12 57185079 57185211 19
cMAR-10888 4326 chr12 57158400 57158641 19
cMAR-12234 4326 chr12 57178887 57179026 19
cMAR-12552 4326 chr12 57232702 57232846 19
cMAR-12553 4326 chr12 57296406 57296550 19
cMAR-12998 4326 chr12 57173885 57173986 19
cMAR-12999 4326 chr12 57254849 57254950 19
cMAR-13309 4326 chr12 57184837 57184993 19
cMAR-14610 4326 chr12 57179779 57179959 19
cMAR-16899 4326 chr12 57154206 57154376 19
cMAR-17711 4326 chr12 57249035 57249243 19
cMAR-18759 4326 chr12 57184083 57184219 19
cMAR-19132 4326 chr12 57156775 57156927 19
cMAR-19657 4326 chr12 57159823 57160008 19
cMAR-245 5600 chr17 59683623 59683757 19
cMAR-2669 5600 chr17 59648237 59648407 19
cMAR-2977 5600 chr17 59681645 59681842 19
cMAR-3426 5600 chr17 59676951 59677196 19
cMAR-3680 5600 chr17 59664785 59664912 19
cMAR-3793 5600 chr17 59666795 59666980 19
cMAR-3934 5600 chr17 59735311 59735481 19
cMAR-4175 5600 chr17 59666472 59666648 19
cMAR-5103 5600 chr17 59764970 59765145 19
cMAR-5171 5600 chr17 59680910 59681064 19
cMAR-6503 5600 chr17 59661441 59661647 19
cMAR-6784 5600 chr17 59663840 59663999 19
cMAR-10452 5600 chr17 59681290 59681482 19
cMAR-13684 5600 chr17 59697439 59697817 19
cMAR-13897 5600 chr17 59682269 59682435 19
cMAR-14203 5600 chr17 59685585 59685813 19
cMAR-16126 5600 chr17 59674699 59674847 19
cMAR-16625 5600 chr17 59644274 59644435 19
cMAR-17000 5600 chr17 59683093 59683267 19
cMAR-449 1191 chr2 201822806 201822918 18
cMAR-1560 1191 chr2 201880007 201880170 18
cMAR-2675 1191 chr2 201767226 201767412 18
cMAR-3547 1191 chr2 201725354 201725461 18
cMAR-4450 1191 chr2 201718071 201718213 18
cMAR-5809 1191 chr2 201847373 201847492 18
cMAR-6848 1191 chr2 201807851 201807958 18
cMAR-7129 1191 chr2 201744254 201744446 18
cMAR-7271 1191 chr2 201704452 201704619 18
cMAR-7563 1191 chr2 201890783 201890898 18
cMAR-9157 1191 chr2 201724292 201724462 18
cMAR-9608 1191 chr2 201754498 201754675 18
cMAR-12403 1191 chr2 201833838 201833980 18
cMAR-12825 1191 chr2 201761353 201761751 18
cMAR-13143 1191 chr2 201680833 201681038 18
cMAR-14052 1191 chr2 201632044 201632213 18
cMAR-17781 1191 chr2 201726660 201726871 18
cMAR-17872 1191 chr2 201629211 201629427 18
cMAR-238 1200 chr2 203246752 203246937 18
cMAR-718 1200 chr2 203202678 203202785 18
cMAR-1161 1200 chr2 203157697 203157833 18
cMAR-2712 1200 chr2 203145009 203145165 18
cMAR-4363 1200 chr2 203130303 203130484 18
cMAR-6263 1200 chr2 203251961 203252112 18
cMAR-8291 1200 chr2 203210956 203211111 18
cMAR-8852 1200 chr2 203151463 203151595 18
cMAR-8853 1200 chr2 203208631 203208763 18
cMAR-10565 1200 chr2 203126818 203126935 18
cMAR-11924 1200 chr2 203217206 203217385 18
cMAR-12674 1200 chr2 203266493 203266688 18
cMAR-12789 1200 chr2 203107598 203108192 18
cMAR-13518 1200 chr2 203199318 203199478 18
cMAR-13737 1200 chr2 203144594 203144921 18
cMAR-14654 1200 chr2 203122236 203122357 18
cMAR-17630 1200 chr2 203171926 203172029 18
cMAR-18618 1200 chr2 203188465 203188596 18
cMAR-1800 1475 chr3 51433101 51433273 18
cMAR-2244 1475 chr3 51333156 51333257 18
cMAR-7228 1475 chr3 51413278 51413389 18
cMAR-7550 1475 chr3 51392576 51393265 18
cMAR-7738 1475 chr3 51350281 51350398 18
cMAR-8453 1475 chr3 51357959 51358085 18
cMAR-9222 1475 chr3 51418674 51418879 18
cMAR-10049 1475 chr3 51443762 51443910 18
cMAR-10748 1475 chr3 51463111 51463230 18
cMAR-10780 1475 chr3 51419729 51421000 18
cMAR-14153 1475 chr3 51356087 51356258 18
cMAR-16330 1475 chr3 51441380 51441610 18
cMAR-16450 1475 chr3 51341231 51341388 18
cMAR-17248 1475 chr3 51427367 51427553 18
cMAR-17874 1475 chr3 51429256 51429472 18
cMAR-18637 1475 chr3 51393287 51394074 18
cMAR-18744 1475 chr3 51360500 51360636 18
cMAR-19473 1475 chr3 51381047 51381559 18
cMAR-128 2373 chr5 119171814 119171978 18
cMAR-303 2373 chr5 119165181 119165283 18
cMAR-1328 2373 chr5 119167601 119167719 18
cMAR-1857 2373 chr5 119148733 119148840 18
cMAR-1864 2373 chr5 119166614 119166788 18
cMAR-2032 2373 chr5 119197750 119197958 18
cMAR-4577 2373 chr5 119237320 119237423 18
cMAR-4731 2373 chr5 119203317 119203443 18
cMAR-5525 2373 chr5 119177994 119178224 18
cMAR-6039 2373 chr5 119149416 119150078 18
cMAR-6692 2373 chr5 119134010 119134194 18
cMAR-7390 2373 chr5 119170783 119171037 18
cMAR-8937 2373 chr5 119097972 119098105 18
cMAR-10110 2373 chr5 119133130 119133390 18
cMAR-10167 2373 chr5 119150202 119150426 18
cMAR-15808 2373 chr5 119134256 119134398 18
cMAR-17336 2373 chr5 119116154 119116344 18
cMAR-18199 2373 chr5 119170172 119170756 18
cMAR-56 2517 chr6 43130292 43130407 18
cMAR-1779 2517 chr6 43221156 43221327 18
cMAR-2438 2517 chr6 43145198 43145436 18
cMAR-3000 2517 chr6 43203414 43203595 18
cMAR-3408 2517 chr6 43138847 43138987 18
cMAR-3437 2517 chr6 43158814 43158972 18
cMAR-3957 2517 chr6 43141706 43141820 18
cMAR-5334 2517 chr6 43132558 43132693 18
cMAR-6334 2517 chr6 43252737 43252889 18
cMAR-8707 2517 chr6 43216178 43216405 18
cMAR-9475 2517 chr6 43220741 43220916 18
cMAR-10337 2517 chr6 43186306 43186458 18
cMAR-13212 2517 chr6 43187338 43187441 18
cMAR-13342 2517 chr6 43178282 43178491 18
cMAR-14171 2517 chr6 43202713 43202827 18
cMAR-16967 2517 chr6 43143451 43143624 18
cMAR-17033 2517 chr6 43200661 43200837 18
cMAR-17530 2517 chr6 43262783 43263185 18
cMAR-1142 3679 chr10 92013897 92014032 18
cMAR-2613 3679 chr10 91959975 91960159 18
cMAR-3385 3679 chr10 91962526 91962683 18
cMAR-4600 3679 chr10 91993686 91993851 18
cMAR-7496 3679 chr10 91942404 91942575 18
cMAR-7715 3679 chr10 91989144 91989582 18
cMAR-8054 3679 chr10 92013663 92013814 18
cMAR-10352 3679 chr10 92027119 92027309 18
cMAR-12478 3679 chr10 91982082 91982225 18
cMAR-13111 3679 chr10 91959058 91959160 18
cMAR-13368 3679 chr10 91953720 91953877 18
cMAR-13710 3679 chr10 91981641 91981804 18
cMAR-16070 3679 chr10 92011272 92011419 18
cMAR-17618 3679 chr10 91951401 91951606 18
cMAR-17675 3679 chr10 91992105 91992312 18
cMAR-17884 3679 chr10 91996363 91996579 18
cMAR-17989 3679 chr10 91980450 91980561 18
cMAR-18874 3679 chr10 91964066 91964207 18
cMAR-2290 3719 chr10 99743151 99743369 18
cMAR-2525 3719 chr10 99808081 99808232 18
cMAR-4026 3719 chr10 99685783 99685898 18
cMAR-4495 3719 chr10 99718340 99718503 18
cMAR-4582 3719 chr10 99813047 99813150 18
cMAR-6586 3719 chr10 99755597 99755727 18
cMAR-9040 3719 chr10 99908948 99909082 18
cMAR-9382 3719 chr10 99850600 99850704 18
cMAR-9642 3719 chr10 99747251 99747393 18
cMAR-11053 3719 chr10 99898084 99898288 18
cMAR-12294 3719 chr10 99726963 99727103 18
cMAR-13486 3719 chr10 99846957 99847063 18
cMAR-14086 3719 chr10 99704492 99704605 18
cMAR-15481 3719 chr10 99714587 99714722 18
cMAR-15583 3719 chr10 99896263 99896400 18
cMAR-16942 3719 chr10 99956575 99956747 18
cMAR-18211 3719 chr10 99804061 99804178 18
cMAR-20265 3719 chr10 99886335 99886636 18
cMAR-724 4005 chr11 77203058 77203224 18
cMAR-1102 4005 chr11 77177546 77177646 18
cMAR-4135 4005 chr11 77194352 77194527 18
cMAR-4496 4005 chr11 77174754 77174917 18
cMAR-5040 4005 chr11 77204058 77204232 18
cMAR-5148 4005 chr11 77189342 77189474 18
cMAR-5624 4005 chr11 77181949 77182158 18
cMAR-6283 4005 chr11 77160159 77160285 18
cMAR-7537 4005 chr11 77179730 77179959 18
cMAR-7596 4005 chr11 77172746 77172890 18
cMAR-8076 4005 chr11 77157278 77157399 18
cMAR-8146 4005 chr11 77211819 77211941 18
cMAR-9789 4005 chr11 77115414 77115594 18
cMAR-11784 4005 chr11 77156657 77156789 18
cMAR-12722 4005 chr11 77201445 77201641 18
cMAR-13659 4005 chr11 77162118 77162334 18
cMAR-15133 4005 chr11 77155904 77156097 18
cMAR-16442 4005 chr11 77192049 77192284 18
cMAR-1199 4439 chr12 101673422 101673582 18
cMAR-4998 4439 chr12 101667730 101667903 18
cMAR-5951 4439 chr12 101651229 101651399 18
cMAR-7358 4439 chr12 101662356 101662553 18
cMAR-7798 4439 chr12 101675290 101675437 18
cMAR-8886 4439 chr12 101720095 101720260 18
cMAR-9800 4439 chr12 101723156 101723336 18
cMAR-12302 4439 chr12 101780149 101780289 18
cMAR-12634 4439 chr12 101680341 101680535 18
cMAR-13861 4439 chr12 101682571 101682847 18
cMAR-14255 4439 chr12 101685580 101685695 18
cMAR-14256 4439 chr12 101757209 101757324 18
cMAR-15068 4439 chr12 101765005 101765324 18
cMAR-15954 4439 chr12 101786007 101786224 18
cMAR-16162 4439 chr12 101747117 101747266 18
cMAR-17970 4439 chr12 101761556 101761777 18
cMAR-18161 4439 chr12 101761125 101761356 18
cMAR-18919 4439 chr12 101663424 101663567 18
cMAR-2038 4701 chr14 23402692 23402803 18
cMAR-3422 4701 chr14 23383219 23383324 18
cMAR-6060 4701 chr14 23419175 23419298 18
cMAR-8417 4701 chr14 23427588 23427901 18
cMAR-13230 4701 chr14 23400722 23400980 18
cMAR-14035 4701 chr14 23419844 23420237 18
cMAR-15056 4701 chr14 23386435 23386626 18
cMAR-16176 4701 chr14 23398742 23399041 18
cMAR-16368 4701 chr14 23405622 23405776 18
cMAR-16874 4701 chr14 23387755 23387924 18
cMAR-17329 4701 chr14 23388153 23388342 18
cMAR-17997 4701 chr14 23430555 23430666 18
cMAR-18407 4701 chr14 23425962 23426085 18
cMAR-18419 4701 chr14 23423905 23424152 18
cMAR-18899 4701 chr14 23382424 23382566 18
cMAR-19158 4701 chr14 23433078 23433231 18
cMAR-19658 4701 chr14 23423540 23423725 18
cMAR-19777 4701 chr14 23390055 23390449 18
cMAR-1169 4703 chr14 24103158 24103260 18
cMAR-4761 4703 chr14 24151891 24151996 18
cMAR-5487 4703 chr14 24048680 24048817 18
cMAR-8186 4703 chr14 24304943 24305096 18
cMAR-9600 4703 chr14 24318465 24318571 18
cMAR-9742 4703 chr14 24155155 24155334 18
cMAR-10364 4703 chr14 24237243 24237357 18
cMAR-10450 4703 chr14 24269951 24270143 18
cMAR-10619 4703 chr14 24099047 24099242 18
cMAR-11993 4703 chr14 24373693 24373873 18
cMAR-15222 4703 chr14 24119707 24119902 18
cMAR-16369 4703 chr14 24372454 24372608 18
cMAR-16801 4703 chr14 24329855 24330022 18
cMAR-17713 4703 chr14 24058888 24058992 18
cMAR-18472 4703 chr14 24322970 24323095 18
cMAR-18833 4703 chr14 24076147 24076286 18
cMAR-18857 4703 chr14 24190377 24190657 18
cMAR-19552 4703 chr14 24059268 24059445 18
cMAR-33 5001 chr15 43572765 43572879 18
cMAR-2900 5001 chr15 43579014 43579127 18
cMAR-3099 5001 chr15 43596405 43596539 18
cMAR-3142 5001 chr15 43573352 43573487 18
cMAR-3983 5001 chr15 43595854 43596083 18
cMAR-4289 5001 chr15 43524040 43524219 18
cMAR-4712 5001 chr15 43583402 43583611 18
cMAR-6233 5001 chr15 43558843 43558943 18
cMAR-6713 5001 chr15 43521314 43522791 18
cMAR-8445 5001 chr15 43564860 43565017 18
cMAR-11185 5001 chr15 43573029 43573153 18
cMAR-13317 5001 chr15 43530067 43530223 18
cMAR-16655 5001 chr15 43582093 43582255 18
cMAR-17902 5001 chr15 43529659 43529876 18
cMAR-18084 5001 chr15 43564067 43564180 18
cMAR-18128 5001 chr15 43573807 43574035 18
cMAR-18558 5001 chr15 43595049 43595177 18
cMAR-18662 5001 chr15 43598825 43598957 18
cMAR-207 5539 chr17 44901021 44901144 18
cMAR-488 5539 chr17 44805507 44805822 18
cMAR-1083 5539 chr17 44936030 44936174 18
cMAR-1742 5539 chr17 44904334 44904477 18
cMAR-3315 5539 chr17 44886583 44886721 18
cMAR-6119 5539 chr17 44804627 44805347 18
cMAR-7058 5539 chr17 44872441 44872577 18
cMAR-7388 5539 chr17 44849252 44849393 18
cMAR-8705 5539 chr17 44935257 44935419 18
cMAR-9438 5539 chr17 44852407 44852581 18
cMAR-9818 5539 chr17 44777164 44777272 18
cMAR-10187 5539 chr17 44859078 44859190 18
cMAR-10188 5539 chr17 44894415 44894527 18
cMAR-12384 5539 chr17 44864928 44865069 18
cMAR-15172 5539 chr17 44859902 44860031 18
cMAR-15506 5539 chr17 44934231 44934434 18
cMAR-16283 5539 chr17 44911231 44911459 18
cMAR-18319 5539 chr17 44904628 44904868 18
cMAR-911 378 chr1 114723878 114724014 17
cMAR-2611 378 chr1 114726209 114726393 17
cMAR-2643 378 chr1 114688590 114688744 17
cMAR-4704 378 chr1 114720532 114720720 17
cMAR-4737 378 chr1 114719581 114719749 17
cMAR-7572 378 chr1 114736751 114736866 17
cMAR-8498 378 chr1 114730253 114730443 17
cMAR-10425 378 chr1 114716046 114716161 17
cMAR-10901 378 chr1 114779137 114779298 17
cMAR-11607 378 chr1 114675524 114675697 17
cMAR-12169 378 chr1 114677379 114677517 17
cMAR-14010 378 chr1 114732595 114732819 17
cMAR-14320 378 chr1 114673636 114673752 17
cMAR-15371 378 chr1 114675884 114676017 17
cMAR-15720 378 chr1 114718610 114718750 17
cMAR-18012 378 chr1 114739678 114739901 17
cMAR-20336 378 chr1 114737421 114737777 17
cMAR-1454 413 chr1 151401237 151401359 17
cMAR-2124 413 chr1 151294403 151294544 17
cMAR-6250 413 chr1 151343684 151343885 17
cMAR-6269 413 chr1 151400440 151400591 17
cMAR-7350 413 chr1 151298806 151299087 17
cMAR-8466 413 chr1 151365561 151365687 17
cMAR-8789 413 chr1 151344409 151344540 17
cMAR-9117 413 chr1 151368196 151368331 17
cMAR-11153 413 chr1 151423389 151423554 17
cMAR-12543 413 chr1 151307570 151307810 17
cMAR-14288 413 chr1 151287747 151288151 17
cMAR-15884 413 chr1 151399979 151400194 17
cMAR-16269 413 chr1 151411622 151411774 17
cMAR-16918 413 chr1 151364549 151364720 17
cMAR-18773 413 chr1 151442079 151442216 17
cMAR-19048 413 chr1 151405536 151406132 17
cMAR-19049 413 chr1 151408095 151408244 17
cMAR-182 534 chr1 185925043 185925198 17
cMAR-1580 534 chr1 186151595 186151746 17
cMAR-2170 534 chr1 186078098 186078226 17
cMAR-2715 534 chr1 185962507 185962663 17
cMAR-2952 534 chr1 186003706 186003853 17
cMAR-3533 534 chr1 186039723 186039883 17
cMAR-6326 534 chr1 186144529 186144706 17
cMAR-6593 534 chr1 186151198 186151354 17
cMAR-7466 534 chr1 186076426 186076625 17
cMAR-8002 534 chr1 186000035 186000245 17
cMAR-10123 534 chr1 185909329 185909515 17
cMAR-11933 534 chr1 186067832 186068011 17
cMAR-12180 534 chr1 186057221 186057405 17
cMAR-14545 534 chr1 186106855 186106974 17
cMAR-14764 534 chr1 186145401 186145585 17
cMAR-18920 534 chr1 186129963 186130106 17
cMAR-19408 534 chr1 186113960 186114127 17
cMAR-1437 583 chr1 208060680 208060850 17
cMAR-2041 583 chr1 208103141 208103252 17
cMAR-2267 583 chr1 208045062 208045221 17
cMAR-2429 583 chr1 208082408 208082512 17
cMAR-2882 583 chr1 208042096 208042370 17
cMAR-3334 583 chr1 208031589 208031762 17
cMAR-3641 583 chr1 208034488 208034596 17
cMAR-3825 583 chr1 208043057 208043206 17
cMAR-5161 583 chr1 208142324 208142478 17
cMAR-6404 583 chr1 208096750 208096903 17
cMAR-6916 583 chr1 208039616 208039777 17
cMAR-9068 583 chr1 208028004 208028172 17
cMAR-9391 583 chr1 208051002 208051106 17
cMAR-13870 583 chr1 208028825 208029046 17
cMAR-14689 583 chr1 208044502 208044745 17
cMAR-15251 583 chr1 208033316 208033512 17
cMAR-16732 583 chr1 208045873 208046120 17
cMAR-249 760 chr2 27453979 27454166 17
cMAR-441 760 chr2 27447807 27447927 17
cMAR-1336 760 chr2 27457837 27457979 17
cMAR-2076 760 chr2 27439764 27439904 17
cMAR-2831 760 chr2 27445294 27445453 17
cMAR-3871 760 chr2 27485357 27485507 17
cMAR-4054 760 chr2 27453382 27453517 17
cMAR-5216 760 chr2 27384997 27385108 17
cMAR-5367 760 chr2 27435131 27435244 17
cMAR-5983 760 chr2 27448913 27449035 17
cMAR-6161 760 chr2 27462697 27462797 17
cMAR-8849 760 chr2 27433669 27433801 17
cMAR-11385 760 chr2 27447510 27447637 17
cMAR-12333 760 chr2 27385741 27385882 17
cMAR-14582 760 chr2 27485014 27485134 17
cMAR-15761 760 chr2 27384673 27384814 17
cMAR-18645 760 chr2 27461266 27461398 17
cMAR-443 1228 chr2 210608359 210608565 17
cMAR-2015 1228 chr2 210637695 210637847 17
cMAR-3107 1228 chr2 210576343 210576494 17
cMAR-3122 1228 chr2 210588055 210588156 17
cMAR-4394 1228 chr2 210582593 210582714 17
cMAR-4557 1228 chr2 210591829 210591973 17
cMAR-4797 1228 chr2 210642478 210642668 17
cMAR-5244 1228 chr2 210660480 210660658 17
cMAR-6088 1228 chr2 210600544 210600717 17
cMAR-6264 1228 chr2 210590087 210590238 17
cMAR-10415 1228 chr2 210590797 210590912 17
cMAR-10459 1228 chr2 210606716 210606947 17
cMAR-10889 1228 chr2 210647860 210648061 17
cMAR-10958 1228 chr2 210599366 210599568 17
cMAR-11165 1228 chr2 210573289 210573413 17
cMAR-13159 1228 chr2 210676993 210677147 17
cMAR-19145 1228 chr2 210605100 210605253 17
cMAR-518 1273 chr2 224874246 224874353 17
cMAR-2377 1273 chr2 224841801 224841919 17
cMAR-3988 1273 chr2 224796958 224797149 17
cMAR-4451 1273 chr2 224885666 224885808 17
cMAR-4842 1273 chr2 224916689 224916795 17
cMAR-5424 1273 chr2 224823498 224823657 17
cMAR-6719 1273 chr2 224787272 224787404 17
cMAR-10324 1273 chr2 224896285 224896399 17
cMAR-12524 1273 chr2 224794873 224795113 17
cMAR-12924 1273 chr2 224852932 224853133 17
cMAR-13277 1273 chr2 224830537 224830641 17
cMAR-15449 1273 chr2 224768838 224768972 17
cMAR-16183 1273 chr2 224774899 224775124 17
cMAR-16913 1273 chr2 224792960 224793131 17
cMAR-18889 1273 chr2 224856857 224856999 17
cMAR-19146 1273 chr2 224778135 224778288 17
cMAR-19147 1273 chr2 224886043 224886196 17
cMAR-4595 1339 chr3 9740777 9740942 17
cMAR-6273 1339 chr3 9760654 9760780 17
cMAR-6941 1339 chr3 9712723 9712831 17
cMAR-8973 1339 chr3 9718505 9718605 17
cMAR-9707 1339 chr3 9762912 9763055 17
cMAR-9973 1339 chr3 9787001 9787111 17
cMAR-11522 1339 chr3 9743584 9743798 17
cMAR-12283 1339 chr3 9746297 9746437 17
cMAR-12315 1339 chr3 9718026 9718213 17
cMAR-12645 1339 chr3 9745570 9745716 17
cMAR-14751 1339 chr3 9747164 9747348 17
cMAR-15175 1339 chr3 9780358 9780552 17
cMAR-15798 1339 chr3 9741302 9741444 17
cMAR-16012 1339 chr3 9787197 9787343 17
cMAR-17443 1339 chr3 9744221 9744514 17
cMAR-19743 1339 chr3 9738995 9739964 17
cMAR-19848 1339 chr3 9734133 9734743 17
cMAR-1301 1382 chr3 25619855 25620066 17
cMAR-2319 1382 chr3 25629032 25629149 17
cMAR-2961 1382 chr3 25624677 25624808 17
