id	description	fold_enrichment	source	p_adjust	regions_empirical_p_adjust	description_default_annot	genome_fraction_default_annot	observed_region_hits_default_annot	fold_enrichment_default_annot	p_value_default_annot	p_adjust_default_annot	mean_tss_dist_default_annot	observed_gene_hits_default_annot	gene_set_size_default_annot	fold_enrichment_hyper_default_annot	p_value_hyper_default_annot	p_adjust_hyper_default_annot	regions_empirical_p_value_default_annot	regions_empirical_p_adjust_default_annot	genes_empirical_p_value_default_annot	genes_empirical_p_adjust_default_annot	description_biomart_annot	genome_fraction_biomart_annot	observed_region_hits_biomart_annot	fold_enrichment_biomart_annot	p_value_biomart_annot	p_adjust_biomart_annot	mean_tss_dist_biomart_annot	observed_gene_hits_biomart_annot	gene_set_size_biomart_annot	fold_enrichment_hyper_biomart_annot	p_value_hyper_biomart_annot	p_adjust_hyper_biomart_annot	regions_empirical_p_value_biomart_annot	regions_empirical_p_adjust_biomart_annot	genes_empirical_p_value_biomart_annot	genes_empirical_p_adjust_biomart_annot
GO:0007389	pattern specification process	 2.657549	default_and_biomart_annot	0.000000e+00	0.006129456	pattern specification process	0.061398401007217	550	2.57706789599728	0	0	312416	129	455	3.19330949075815	0	0	0.000799840031993601	0.0182502629908801	0.945610877824435	1	pattern specification process	0.062678333654159	579	2.65754944795183	0	0	313387	133	481	3.4226560959357	0	0	0.0001999600079984	0.00612945592699642	0.967806438712258	1
GO:0007399	nervous system development	 1.598314	biomart_annot	0.000000e+00	0.017757765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nervous system development	0.307069845827736	1706	1.59831394316003	0	0	361278	437	2535	2.13383174918775	0	0	0.000799840031993601	0.0177577653193641	1	1
GO:0007417	central nervous system development	 1.920208	biomart_annot	0.000000e+00	0.045980968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	central nervous system development	0.145475941040003	971	1.92020805399744	0	0	356320	222	1084	2.5350141722124	0	0	0.0025994801039792	0.0459809677408781	1	1
GO:0007420	brain development	 2.045270	biomart_annot	0.000000e+00	0.043295689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	brain development	0.112246421560642	798	2.04526986297804	0	0	356445	175	791	2.73853480295607	0	0	0.0023995200959808	0.0432956886883493	1	1
GO:0007517	muscle organ development	 2.043405	default_and_biomart_annot	0.000000e+00	0.037852079	muscle organ development	0.0420956159785036	299	2.04340547033936	0	0	337085	70	342	2.30533812232302	2.33711938690817e-11	5.47553684932771e-10	0.0027994401119776	0.0466395609766936	0.99880023995201	1	muscle organ development	0.0418121091885421	293	2.01597794572849	0	0	317358	73	351	2.57437875664782	3.95239396766556e-14	1.05040223918994e-12	0.001999600079984	0.0378520787070656	0.994201159768046	1
GO:0007585	respiratory gaseous exchange by respiratory system	 2.576972	default_and_biomart_annot	1.472906e-13	0.006129456	respiratory gaseous exchange by respiratory system	0.00974676587451865	87	2.56790498734441	1.25455201782643e-14	1.47290581421769e-13	319587	16	72	2.50293853280785	0.000473816990210318	0.00324197074918351	0.0001999600079984	0.00659993787406041	0.474105178964207	1	respiratory gaseous exchange by respiratory system	0.0100473841517903	90	2.57697220471903	3.5527136788005e-15	4.18491054522461e-14	318726	17	76	2.76880281919927	9.45003698124003e-05	0.000706135034817035	0.0001999600079984	0.00612945592699642	0.453109378124375	1
GO:0007610	behavior	 1.561872	default_and_biomart_annot	0.000000e+00	0.006129456	behavior	0.0819661990644806	445	1.56187202682219	0	0	353150	102	612	1.87720389960589	2.86600854160213e-10	5.92157985288502e-09	0.0001999600079984	0.00659993787406041	1	1	behavior	0.084445810774837	443	1.50919670616309	0	0	354531	101	648	1.92931467321837	9.17450559967392e-11	1.66654739765121e-09	0.0001999600079984	0.00612945592699642	1	1
GO:0007626	locomotory behavior	 2.096210	default_and_biomart_annot	0.000000e+00	0.010524724	locomotory behavior	0.0273110533396857	199	2.09621033656047	0	0	356272	41	190	2.43048504896342	6.93041339872025e-08	9.80345269986088e-07	0.0011997600479904	0.0249854790946573	0.959608078384323	1	locomotory behavior	0.0301704547627916	211	2.01196689770943	0	0	350883	44	211	2.58123128726021	4.20064372175233e-09	6.19193248056115e-08	0.000399920015996801	0.010524724323428	0.962007598480304	1
GO:0008037	cell recognition	 2.277930	default_and_biomart_annot	0.000000e+00	0.006129456	cell recognition	0.0181862155482403	144	2.27793008352885	0	0	389873	22	138	1.79558633875346	0.00502853146057358	0.0242107643165965	0.000399920015996801	0.0109883782405823	0.878824235152969	1	cell recognition	0.0215760758012037	150	2.00004161459963	7.32747196252603e-15	8.46503452630149e-14	394561	22	165	1.65042364124819	0.0137002996922623	0.0487875358678251	0.0001999600079984	0.00612945592699642	0.98000399920016	1
GO:0008283	cell population proliferation	 1.663079	default_annot	0.000000e+00	0.033255321	cell population proliferation	0.195645601140531	1131	1.66307850111998	0	0	364788	270	1836	1.6563563820052	0	0	0.0017996400719856	0.0332553207668326	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008652	amino acid biosynthetic process	 2.145852	default_and_biomart_annot	1.318282e-05	0.014132545	amino acid biosynthetic process	0.00616706165575413	46	2.14585204103631	2.53457791798972e-06	1.31828195377701e-05	423919	10	62	1.81664893510248	0.0454295315519375	0.135232093922047	0.000599880023995201	0.0146426528647759	0.394521095780844	1	amino acid biosynthetic process	0.00730428249694669	51	2.0086896734989	4.60612953523398e-06	2.15152111191232e-05	400647	11	79	1.72354367598704	0.0522655121930878	0.142051606187259	0.000599880023995201	0.0141325446701053	0.763447310537892	1
GO:0009058	biosynthetic process	 1.284784	biomart_annot	0.000000e+00	0.010524724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	biosynthetic process	0.52822395483002	2359	1.28478388503707	0	0	338368	775	7619	1.25910059256531	0	0	0.000399920015996801	0.010524724323428	1	1
GO:0009059	macromolecule biosynthetic process	 1.355881	biomart_annot	0.000000e+00	0.014132545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	macromolecule biosynthetic process	0.47845969005987	2255	1.3558805280629	0	0	334452	697	6619	1.30345816356322	0	0	0.000599880023995201	0.0141325446701053	1	1
GO:0009070	serine family amino acid biosynthetic process	 2.875045	default_and_biomart_annot	1.111505e-03	0.043295689	serine family amino acid biosynthetic process	0.00198460505820446	18	2.60926773135641	0.000300326583373645	0.00111150487273969	521529	3	18	1.87720389960589	0.210918677597017	0.397736694225348	0.002999400119976	0.0493443631023012	0.164567086582683	1	serine family amino acid biosynthetic process	0.0020012692531154	20	2.87504538532144	3.98669929205786e-05	0.000157569543448001	481229	4	19	2.60593206512872	0.061875791695263	0.156401713939185	0.0023995200959808	0.0432956886883493	0.139572085582883	1
GO:0009595	detection of biotic stimulus	 4.089005	default_and_biomart_annot	1.292701e-11	0.006129456	detection of biotic stimulus	0.0026735371341995	38	4.08900468558032	1.26609833728253e-12	1.29270118172348e-11	386941	3	33	1.02392939978503	0.571040028181301	0.73740602064357	0.000799840031993601	0.0182502629908801	0.950809838032393	1	detection of biotic stimulus	0.00272723605047193	38	4.0084927254181	2.25397478459399e-12	2.21497157793891e-11	386985	3	37	1.00363599805633	0.583958600845363	0.72624634660229	0.0001999600079984	0.00612945592699642	0.931613677264547	1
GO:0009799	specification of symmetry	 2.261609	default_and_biomart_annot	1.094001e-14	0.006129456	specification of symmetry	0.0160277750987796	126	2.26160907185286	2.22044604925031e-16	2.84912001625077e-15	301362	27	140	2.17219308382967	9.22281586699381e-05	0.000745783323112226	0.0001999600079984	0.00659993787406041	0.581083783243351	1	specification of symmetry	0.0165173008872174	127	2.21199872854771	8.88178419700125e-16	1.09400058773566e-14	307297	27	145	2.30490198174316	3.47469198488382e-05	0.000286635523829483	0.0001999600079984	0.00612945592699642	0.721455708858228	1
GO:0009855	determination of bilateral symmetry	 2.261609	default_and_biomart_annot	1.094001e-14	0.006129456	determination of bilateral symmetry	0.0160277750987796	126	2.26160907185286	2.22044604925031e-16	2.84912001625077e-15	301362	27	140	2.17219308382967	9.22281586699381e-05	0.000745783323112226	0.0001999600079984	0.00659993787406041	0.581083783243351	1	determination of bilateral symmetry	0.0165173008872174	127	2.21199872854771	8.88178419700125e-16	1.09400058773566e-14	307297	27	145	2.30490198174316	3.47469198488382e-05	0.000286635523829483	0.0001999600079984	0.00612945592699642	0.721455708858228	1
GO:0009889	regulation of biosynthetic process	 1.478151	biomart_annot	0.000000e+00	0.017757765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	regulation of biosynthetic process	0.401903344147685	2065	1.47815054669666	0	0	337875	575	5144	1.38364151494612	0	0	0.000799840031993601	0.0177577653193641	1	1
GO:0009890	negative regulation of biosynthetic process	 1.743120	default_and_biomart_annot	0.000000e+00	0.006129456	negative regulation of biosynthetic process	0.201516369707161	1174	1.67601537501826	0	0	352907	267	2024	1.48581059642719	4.33320046511199e-12	1.11473706082881e-10	0.000599880023995201	0.0146426528647759	1	1	negative regulation of biosynthetic process	0.201845677332536	1223	1.74311980037231	0	0	355627	274	2202	1.54024549626023	3.93018950717305e-14	1.04967190055439e-12	0.0001999600079984	0.00612945592699642	1	1
GO:0009891	positive regulation of biosynthetic process	 1.766554	default_and_biomart_annot	0.000000e+00	0.006129456	positive regulation of biosynthetic process	0.243781449253265	1465	1.72884955452294	0	0	337824	357	2484	1.61874829023986	0	0	0.0013997200559888	0.0275121005761395	1	1	positive regulation of biosynthetic process	0.243626764376314	1496	1.76655363764001	0	0	334158	356	2684	1.64181487411799	0	0	0.0001999600079984	0.00612945592699642	1	1
GO:0009892	negative regulation of metabolic process	 1.570785	default_and_biomart_annot	0.000000e+00	0.006129456	negative regulation of metabolic process	0.25407039751185	1338	1.51503364874668	0	0	359466	320	2637	1.36679237286436	5.88962434378004e-10	1.15763103206583e-08	0.000599880023995201	0.0146426528647759	1	1	negative regulation of metabolic process	0.262451920096627	1433	1.57078472087823	0	0	363850	336	2970	1.40035945318028	1.15520926158297e-11	2.31686021049818e-10	0.0001999600079984	0.00612945592699642	1	1
GO:0010092	specification of animal organ identity	 2.955974	biomart_annot	0.000000e+00	0.049356142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	specification of animal organ identity	0.00866182922569343	89	2.9559740818719	0	0	301602	16	37	5.35272532296711	7.67258701017681e-09	1.11573064474135e-07	0.0027994401119776	0.0493561418435267	0.960607878424315	1
GO:0010467	gene expression	 1.424593	biomart_annot	0.000000e+00	0.014132545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gene expression	0.441246218877614	2185	1.42459257567303	0	0	333280	650	6122	1.31424620239872	0	0	0.000599880023995201	0.0141325446701053	1	1
GO:0010468	regulation of gene expression	 1.541835	biomart_annot	0.000000e+00	0.010524724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	regulation of gene expression	0.381944380828864	2047	1.54183517677439	0	0	338412	557	4852	1.42099026407962	0	0	0.000399920015996801	0.010524724323428	1	1
GO:0010556	regulation of macromolecule biosynthetic process	 1.508814	biomart_annot	0.000000e+00	0.014132545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	regulation of macromolecule biosynthetic process	0.391638104088286	2054	1.50881409326781	0	0	338908	562	4985	1.39549361040344	0	0	0.000599880023995201	0.0141325446701053	1	1
GO:0010557	positive regulation of macromolecule biosynthetic process	 1.817529	default_and_biomart_annot	0.000000e+00	0.006129456	positive regulation of macromolecule biosynthetic process	0.236686044817855	1462	1.77703078893602	0	0	338742	350	2386	1.65219119412086	0	0	0.000999800039992002	0.0219537682421675	1	1	positive regulation of macromolecule biosynthetic process	0.235844211247618	1490	1.81752870926352	0	0	335206	348	2580	1.66961461382085	0	0	0.0001999600079984	0.00612945592699642	1	1
GO:0010558	negative regulation of macromolecule biosynthetic process	 1.783492	default_and_biomart_annot	0.000000e+00	0.006129456	negative regulation of macromolecule biosynthetic process	0.196619519407376	1172	1.71483055685529	0	0	353824	263	1962	1.5098000782763	1.09001696557698e-12	2.99497855253821e-11	0.000599880023995201	0.0146426528647759	1	1	negative regulation of macromolecule biosynthetic process	0.196469998817327	1218	1.78349246146717	0	0	356537	269	2136	1.55886221733063	1.67643676718399e-14	4.56786684795839e-13	0.0001999600079984	0.00612945592699642	1	1
GO:0010594	regulation of endothelial cell migration	 2.877537	default_and_biomart_annot	0.000000e+00	0.017757765	regulation of endothelial cell migration	0.0228707762458296	206	2.59123348730431	0	0	417849	32	160	2.25264467952707	9.99260604039875e-06	9.83887363977724e-05	0.001999600079984	0.0358153625247647	0.993001399720056	1	regulation of endothelial cell migration	0.0234945523885951	235	2.87753701668905	0	0	431508	35	167	2.59422877741108	1.38367325375199e-07	1.71213697339266e-06	0.000799840031993601	0.0177577653193641	0.985402919416117	1
GO:0010596	negative regulation of endothelial cell migration	 3.551384	default_and_biomart_annot	0.000000e+00	0.010524724	negative regulation of endothelial cell migration	0.00764579500944793	92	3.4616679690847	0	0	417260	11	50	2.47790914747978	0.00380925120320841	0.0190121346730266	0.000599880023995201	0.0146426528647759	0.955208958208358	1	negative regulation of endothelial cell migration	0.00745264536899748	92	3.55138375327711	0	0	417260	11	52	2.61846058467261	0.00253481187833926	0.0123606367291453	0.000399920015996801	0.010524724323428	0.959208158368326	1
GO:0010605	negative regulation of macromolecule metabolic process	 1.621910	default_and_biomart_annot	0.000000e+00	0.006129456	negative regulation of macromolecule metabolic process	0.237440210099054	1284	1.55571839922656	0	0	355100	301	2439	1.39000829958517	3.58784557619174e-10	7.35508343119307e-09	0.0013997200559888	0.0275121005761395	1	1	negative regulation of macromolecule metabolic process	0.244600734384745	1379	1.6219099637507	0	0	359063	315	2754	1.41580459420801	1.71209713073495e-11	3.38343004407144e-10	0.0001999600079984	0.00612945592699642	1	1
GO:0010633	negative regulation of epithelial cell migration	 3.018774	default_and_biomart_annot	0.000000e+00	0.041836151	negative regulation of epithelial cell migration	0.00962191785151499	99	2.96001411545448	0	0	413550	14	64	2.46383011823273	0.00123470167836626	0.00737168874637783	0.0023995200959808	0.0418361510422168	0.95500899820036	1	negative regulation of epithelial cell migration	0.00943462794573783	99	3.01877433026857	0	0	413550	14	67	2.58648481091135	0.000793672128447276	0.0044930337177052	0.0025994801039792	0.0459809677408781	0.957408518296341	1
GO:0010692	regulation of alkaline phosphatase activity	 7.683979	biomart_annot	0.000000e+00	0.006129456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	regulation of alkaline phosphatase activity	0.00149759384279042	40	7.68397914915884	0	0	362998	3	9	4.12605910312048	0.0305351139136634	0.0909144258080651	0.0001999600079984	0.00612945592699642	0.746850629874025	1
GO:0010694	positive regulation of alkaline phosphatase activity	 9.693694	biomart_annot	0.000000e+00	0.006129456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	positive regulation of alkaline phosphatase activity	0.00109807662896489	37	9.69369403873118	0	0	376932	2	6	4.12605910312048	0.0786180669075479	0.185946721160114	0.0001999600079984	0.00612945592699642	0.751449710057988	1
GO:0010921	regulation of phosphatase activity	 1.864008	default_annot	3.643642e-04	0.006599938	regulation of phosphatase activity	0.00694520303501182	45	1.86400811889684	8.87073624172841e-05	0.000364364201791186	424627	8	52	1.73280359963621	0.086432903856887	0.215486878594272	0.0001999600079984	0.00659993787406041	0.465706858628274	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010922	positive regulation of phosphatase activity	 3.360906	default_and_biomart_annot	1.788513e-06	0.006129456	positive regulation of phosphatase activity	0.00359511810546964	42	3.3609059565033	3.84022813548768e-11	3.38146262668445e-10	430682	5	24	2.34650487450736	0.0561924642180271	0.159146277504699	0.0001999600079984	0.00659993787406041	0.368326334733053	1	positive regulation of phosphatase activity	0.00496722668676979	42	2.43251508677638	3.13942905671993e-07	1.78851317434045e-06	401288	7	36	2.40686781015361	0.023214683933042	0.0737049470565943	0.0001999600079984	0.00612945592699642	0.285942811437712	1
GO:0010944	negative regulation of transcription by competitive promoter binding	 6.287096	default_and_biomart_annot	0.000000e+00	0.014642653	negative regulation of transcription by competitive promoter binding	0.00275265682809091	44	4.59854919760569	4.44089209850063e-16	5.60235618580079e-15	393512	6	12	5.63161169881767	0.000280144175824004	0.00202785742720603	0.000599880023995201	0.0146426528647759	0.114377124575085	1	negative regulation of transcription by competitive promoter binding	0.00196760794703289	43	6.2870964056676	0	0	402237	5	11	5.62644423152793	0.0010441613000074	0.00573067163127152	0.000799840031993601	0.0177577653193641	0.249350129974005	1
GO:0014070	response to organic cyclic compound	 1.374442	default_annot	2.174642e-10	0.006599938	response to organic cyclic compound	0.0897948056092304	429	1.37444165819655	2.4033774970178e-11	2.17464225937059e-10	352450	108	846	1.43785830608111	6.83052288854569e-05	0.00057582496057876	0.0001999600079984	0.00659993787406041	0.999800039992002	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0014706	striated muscle tissue development	 2.054560	default_annot	0.000000e+00	0.030527713	striated muscle tissue development	0.0387865566805883	277	2.05455974604755	0	0	353420	56	236	2.67262928079483	5.72764058404118e-12	1.45210907174146e-10	0.0015996800639872	0.0305277126392903	0.99880023995201	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0014812	muscle cell migration	 1.780552	default_and_biomart_annot	3.631932e-03	0.014132545	muscle cell migration	0.0131339893490005	68	1.48947248588534	0.00109968373040403	0.00363193216938978	381606	14	81	1.94672996996166	0.0114331519319126	0.0458024285028073	0.0013997200559888	0.0275121005761395	0.927214557088582	1	muscle cell migration	0.0129257406966314	80	1.78055248546171	1.2611480926239e-06	6.51713980814744e-06	385153	17	87	2.41872430182925	0.000523893322032953	0.00318288791933309	0.000599880023995201	0.0141325446701053	0.749450109978004	1
GO:0014909	smooth muscle cell migration	 1.795309	default_and_biomart_annot	1.522370e-05	0.010524724	smooth muscle cell migration	0.0121848161555035	66	1.5582788882355	0.000424042087032506	0.0015305177941861	393068	13	68	2.15326329660676	0.00624304014163291	0.0284921810258765	0.0013997200559888	0.0275121005761395	0.914217156568686	1	smooth muscle cell migration	0.0115375455880013	72	1.7953093743768	3.15761312097429e-06	1.52237022231066e-05	380558	15	74	2.50908999514083	0.000732895970697589	0.00418853152745073	0.000399920015996801	0.010524724323428	0.629274145170966	1
GO:0014910	regulation of smooth muscle cell migration	 1.889388	default_and_biomart_annot	3.558941e-06	0.006129456	regulation of smooth muscle cell migration	0.0115103686600873	65	1.62459216796818	0.000158459116300413	0.000621984624042311	397976	12	62	2.17997872212297	0.00762510355786272	0.033883610052213	0.0015996800639872	0.0305277126392903	0.927214557088582	1	regulation of smooth muscle cell migration	0.0108107914334763	71	1.88938773637248	6.51757867675684e-07	3.55894098796591e-06	384876	14	67	2.58648481091135	0.000793672128447276	0.0044930337177052	0.0001999600079984	0.00612945592699642	0.642071585682863	1
GO:0014912	negative regulation of smooth muscle cell migration	 2.635152	default_and_biomart_annot	3.124633e-08	0.006129456	negative regulation of smooth muscle cell migration	0.00493651226828265	43	2.50592729831441	1.04662651434495e-07	6.50793358682737e-07	351705	6	22	3.07178819935509	0.0104405540063429	0.0430754932588739	0.0001999600079984	0.00659993787406041	0.461907618476305	1	negative regulation of smooth muscle cell migration	0.00524029597327165	48	2.63515188926838	4.36695724026492e-09	3.12463319777576e-08	345057	7	27	3.20915708020482	0.00465950601562604	0.0206557394858689	0.0001999600079984	0.00612945592699642	0.248950209958008	1
GO:0016070	RNA metabolic process	 1.665641	default_and_biomart_annot	0.000000e+00	0.006129456	RNA metabolic process	0.344652809125808	1946	1.62435610695277	0	0	338780	520	4170	1.40452665869793	0	0	0.0001999600079984	0.00659993787406041	1	1	RNA metabolic process	0.350964068115493	2032	1.66564053159046	0	0	338967	534	4556	1.45082236242296	0	0	0.0001999600079984	0.00612945592699642	1	1
GO:0016477	cell migration	 1.635419	default_and_biomart_annot	0.000000e+00	0.006129456	cell migration	0.170060979362578	903	1.52757768922851	0	0	370293	223	1389	1.80827848644542	0	0	0.0001999600079984	0.00659993787406041	1	1	cell migration	0.173447556748039	986	1.63541870473361	0	0	373584	235	1503	1.93537702441779	0	0	0.0001999600079984	0.00612945592699642	1	1
GO:0018130	heterocycle biosynthetic process	 1.689218	default_and_biomart_annot	0.000000e+00	0.006129456	heterocycle biosynthetic process	0.319564112753573	1840	1.65645656856365	0	0	333759	480	3757	1.43900644952488	0	0	0.0001999600079984	0.00659993787406041	1	1	heterocycle biosynthetic process	0.325287912066936	1910	1.68921789904429	0	0	333458	493	4103	1.48731206763714	0	0	0.0001999600079984	0.00612945592699642	1	1
GO:0019219	regulation of nucleobase-containing compound metabolic process	 1.710971	default_and_biomart_annot	0.000000e+00	0.006129456	regulation of nucleobase-containing compound metabolic process	0.326917683536946	1886	1.65967674069778	0	0	336742	488	3755	1.46376911266206	0	0	0.0001999600079984	0.00659993787406041	1	1	regulation of nucleobase-containing compound metabolic process	0.329895666804604	1962	1.71097090390403	0	0	335584	501	4031	1.5384437687894	0	0	0.0001999600079984	0.00612945592699642	1	1
GO:0019220	regulation of phosphate metabolic process	 1.314120	default_annot	1.072503e-09	0.018250263	regulation of phosphate metabolic process	0.112962655152845	516	1.31412005160277	1.27318822151778e-10	1.07250269446635e-09	392168	126	1066	1.33130032654977	0.000484891763510964	0.00329199479289203	0.000799840031993601	0.0182502629908801	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0019438	aromatic compound biosynthetic process	 1.686609	default_and_biomart_annot	0.000000e+00	0.006129456	aromatic compound biosynthetic process	0.321694145029603	1851	1.65532583927163	0	0	334132	483	3767	1.44415633157894	0	0	0.0001999600079984	0.00659993787406041	1	1	aromatic compound biosynthetic process	0.327667386106308	1921	1.68660887168349	0	0	333788	496	4114	1.49236167852292	0	0	0.0001999600079984	0.00612945592699642	1	1
GO:0021516	dorsal spinal cord development	 8.705140	default_and_biomart_annot	0.000000e+00	0.017757765	dorsal spinal cord development	0.00259975805709033	69	7.63548081239987	0	0	319807	9	19	5.33521108309043	1.35959326234003e-05	0.000129966219321685	0.001999600079984	0.0358153625247647	0.443111377724455	1	dorsal spinal cord development	0.00254469173323205	77	8.7051403692194	0	0	303853	10	20	6.18908865468072	1.0012095995604e-06	1.08682611461336e-05	0.000799840031993601	0.0177577653193641	0.411717656468706	1
GO:0021527	spinal cord association neuron differentiation	 9.739026	biomart_annot	0.000000e+00	0.043295689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	spinal cord association neuron differentiation	0.00135882188653029	46	9.73902611694633	0	0	314538	7	12	7.22060343046084	1.2211641480242e-05	0.000108895546753563	0.0023995200959808	0.0432956886883493	0.210957808438312	1
GO:0021535	cell migration in hindbrain	 3.698105	biomart_annot	3.615847e-12	0.024895021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell migration in hindbrain	0.0035006886888565	45	3.69810514309909	3.45834472170736e-13	3.61584685535101e-12	367169	8	17	5.82502461617009	2.23272437953614e-05	0.000189693669725945	0.0011997600479904	0.0248950209958008	0.757848430313937	1
GO:0021796	cerebral cortex regionalization	 7.511360	default_and_biomart_annot	0.000000e+00	0.010988378	cerebral cortex regionalization	0.00122560806595889	32	7.51136039752288	0	0	208980	6	7	9.65419148368744	3.1417353957286e-06	3.3511844221105e-05	0.000399920015996801	0.0109883782405823	0.0323935212957408	1	cerebral cortex regionalization	0.00108837712392358	28	7.40114407614358	1.22124532708767e-15	1.48392309451306e-14	177954	6	7	10.6098662651669	1.79633002306279e-06	1.84243355027067e-05	0.000599880023995201	0.0141325446701053	0.0267946410717856	1
GO:0021871	forebrain regionalization	 4.605703	biomart_annot	0.000000e+00	0.014132545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	forebrain regionalization	0.00430996148294005	69	4.60570305334937	0	0	175953	18	24	9.28363298202108	1.66533453693773e-15	4.99137768154393e-14	0.000599880023995201	0.0141325446701053	0.0263947210557888	1
GO:0021934	hindbrain tangential cell migration	 6.163165	default_and_biomart_annot	2.472010e-09	0.006129456	hindbrain tangential cell migration	0.000933569020299403	20	6.16316502138198	3.0523295002638e-10	2.47201006441117e-09	479504	1	5	2.25264467952707	0.371822990539668	0.571566213928582	0.0015996800639872	0.0305277126392903	0.978004399120176	1	hindbrain tangential cell migration	0.0012674050557112	27	6.12870279457003	3.02424751907893e-13	3.18047083146799e-12	470122	2	5	4.95127092374458	0.055324522176518	0.143085233529393	0.0001999600079984	0.00612945592699642	0.98380323935213	1
GO:0021978	telencephalon regionalization	 4.654434	default_and_biomart_annot	1.426108e-15	0.010988378	telencephalon regionalization	0.00279291450564427	44	4.53226470861171	6.66133814775094e-16	8.26446869962102e-15	223376	10	13	8.66401799818103	6.60256682660787e-09	1.07609536354156e-07	0.000399920015996801	0.0109883782405823	0.0797840431913617	1	telencephalon regionalization	0.00278141561885072	45	4.65443379152313	1.11022302462516e-16	1.42610790901255e-15	212517	11	13	10.4738423386904	6.20654638794349e-11	1.14672321106011e-09	0.000799840031993601	0.0177577653193641	0.0123975204959008	1
GO:0022008	neurogenesis	 1.706565	default_and_biomart_annot	0.000000e+00	0.024895021	neurogenesis	0.222674645473023	1316	1.70022090594375	0	0	354197	334	1638	2.29665238999402	0	0	0.001999600079984	0.0358153625247647	1	1	neurogenesis	0.225555598628535	1338	1.70656460633826	0	0	358264	335	1701	2.43779506092656	0	0	0.0011997600479904	0.0248950209958008	1	1
GO:0023061	signal release	 1.414914	default_annot	9.496936e-08	0.041836151	signal release	0.0551010053586674	271	1.41491385786808	1.38979544539453e-08	9.49693554352926e-08	388603	60	454	1.48853172655974	0.00118274418234932	0.00713453042410254	0.0023995200959808	0.0418361510422168	0.998600279944011	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030099	myeloid cell differentiation	 1.983969	default_and_biomart_annot	0.000000e+00	0.006129456	myeloid cell differentiation	0.0404947912029089	246	1.74765689730644	1.11022302462516e-16	1.46026326647439e-15	348082	50	403	1.39742225777113	0.00981228530012968	0.0414612506079553	0.000599880023995201	0.0146426528647759	1	1	myeloid cell differentiation	0.039006561566063	269	1.98396882381646	0	0	366352	51	419	1.50665165340676	0.00215060479581886	0.0109251533648237	0.0001999600079984	0.00612945592699642	0.999800039992002	1
GO:0030154	cell differentiation	 1.424384	biomart_annot	0.000000e+00	0.035050752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell differentiation	0.416064348503049	2060	1.42438354793101	0	0	348468	581	4297	1.67366093012311	0	0	0.0017996400719856	0.0350507515825355	1	1
GO:0030182	neuron differentiation	 1.732612	biomart_annot	0.000000e+00	0.045980968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuron differentiation	0.198420624971421	1195	1.73261202520698	0	0	355339	292	1411	2.5616072107254	0	0	0.0025994801039792	0.0459809677408781	1	1
