userSet	dbSet	collection	pValueLog	oddsRatio	support	rnkPV	rnkOR	rnkSup	maxRnk	meanRnk	b	c	d	description	cellType	tissue	antibody	treatment	dataSource	filename	size
1	2906	sheffield_dnase	3.78665941651936	6.99678317098073	7	62	75	962	962	366	29	14148	410110	Epithelial;Fibroblast;Muscle;Hematopoietic;Primitive;Skin;Brain;Endothelial;Colo	NA	NA	NA	NA	NA	895.bed	245
1	1264	sheffield_dnase	4.06991078541548	10.2275293774419	6	56	43	1003	1003	367	17	14149	410122	Muscle;Fibroblast;Skin;Brain;Endothelial;Cervix	NA	NA	NA	NA	NA	1138.bed	261
1	1479	sheffield_dnase	4.06991078541548	10.2275293774419	6	56	43	1003	1003	367	17	14149	410122	Fibroblast	NA	NA	NA	NA	NA	1382.bed	479
1	96	cistrome_cistrome	1.62895906925186	1.52887836012481	28	217	341	554	554	371	531	14127	409608	cistrome_cistrome MCF-7 c_MYC	MCF-7	breast	c_MYC	E2(2hr)	NA	Human_MCF-7_c_MYC_E2-2hr_White.bed	2201
1	1590	sheffield_dnase	3.12844683241736	4.54747819238276	8	90	119	905	905	371	51	14147	410088	Fibroblast;Skin	NA	NA	NA	NA	NA	1496.bed	267
1	2800	sheffield_dnase	3.0790743182871	4.45959134744578	8	91	121	905	905	372	52	14147	410087	Weak	NA	NA	NA	NA	NA	758.bed	1745
1	1748	sheffield_dnase	5.90720602859075	Inf	4	31	1	1099	1099	377	0	14151	410139	Fibroblast;Brain;Epithelial;Endothelial;Muscle;Bone	NA	NA	NA	NA	NA	1668.bed	128
1	1175	sheffield_dnase	1.41893380777587	1.42892782608272	31	246	373	516	516	378	629	14124	409510	Weak HA-sp specific	NA	NA	NA	NA	NA	1033.bed	14405
1	1528	sheffield_dnase	3.56015628240308	7.90635869085377	6	71	62	1003	1003	379	22	14149	410117	Fibroblast;Muscle	NA	NA	NA	NA	NA	1430.bed	326
1	1545	sheffield_dnase	3.87788010481211	13.1744262529201	5	59	28	1049	1049	379	11	14150	410128	Fibroblast;Muscle;Skin;Brain	NA	NA	NA	NA	NA	1447.bed	157
1	2155	sheffield_dnase	3.22592300753497	5.48378488872763	7	84	96	962	962	381	37	14148	410102	Skin	NA	NA	NA	NA	NA	2205.bed	368
1	307	codex	2.65335484688904	3.15090776796777	10	122	176	847	847	382	92	14145	410047	CD34+ Umbilical Cord Blood (UCB) were differentiated into megakaryocytes for 10 	Megakaryocyte	NA	GATA2	NA	GSE24674	GSM607950_GATA2.bed	408
1	2362	sheffield_dnase	3.38739275585253	7.24538960283696	6	77	68	1003	1003	383	24	14149	410115	Epithelial;Liver	NA	NA	NA	NA	NA	2462.bed	263
1	1784	sheffield_dnase	3.60952485051697	11.1474652486609	5	69	38	1049	1049	385	13	14150	410126	Fibroblast;Muscle;Skin;Brain;Epithelial;Endothelial	NA	NA	NA	NA	NA	1713.bed	168
1	1434	sheffield_dnase	3.48900387145803	10.3502664965277	5	74	42	1049	1049	388	14	14150	410125	Brain;Endothelial;Epithelial;Skin;Fibroblast	NA	NA	NA	NA	NA	1336.bed	167
1	2151	sheffield_dnase	3.37615883998645	9.66121733835205	5	78	45	1049	1049	391	15	14150	410124	Fibroblast;Endothelial	NA	NA	NA	NA	NA	2201.bed	373
1	2156	sheffield_dnase	1.84320152102849	1.79428430257772	19	188	294	694	694	392	307	14136	409832	Skin;Endothelial	NA	NA	NA	NA	NA	2206.bed	4948
1	123	cistrome_cistrome	2.38612516261295	2.87008291596324	10	145	193	847	847	395	101	14145	410038	cistrome_cistrome UPR9 cells RARA	UPR9 cells	hematopoietic stem cell	RARA	No treatment	NA	Human_UPR9-cells_RARA_No-treatment_Stunnenberg.bed	1797
1	2194	sheffield_dnase	3.27014229118868	9.05754314989001	5	83	52	1049	1049	395	16	14150	410123	Epithelial;Prostate;Mammary	NA	NA	NA	NA	NA	2250.bed	305
1	1613	sheffield_dnase	3.65525233093625	19.3226983028532	4	67	18	1099	1099	395	6	14151	410133	Epithelial;Muscle;Skin	NA	NA	NA	NA	NA	1521.bed	221
1	1728	sheffield_dnase	1.80559097685373	1.77691509400321	19	193	300	694	694	396	310	14136	409829	Skin;Fibroblast	NA	NA	NA	NA	NA	1649.bed	2664
1	1488	sheffield_dnase	2.94570840478615	5.79631671742794	6	97	89	1003	1003	396	30	14149	410109	Fibroblast;Muscle;Brain;Epithelial;Endothelial;Skin;Bone	NA	NA	NA	NA	NA	1391.bed	227
1	2758	sheffield_dnase	2.94570840478615	5.79631671742794	6	97	89	1003	1003	396	30	14149	410109	Brain;Hematopoietic	NA	NA	NA	NA	NA	702.bed	168
1	2396	sheffield_dnase	3.4706201825767	16.559710579736	4	75	23	1099	1099	399	7	14151	410132	Stem;Epithelial	NA	NA	NA	NA	NA	259.bed	202
1	2231	sheffield_dnase	2.48708661347861	3.51348882933304	8	129	165	905	905	400	66	14147	410073	Epithelial;Skin	NA	NA	NA	NA	NA	2298.bed	1684
1	1640	sheffield_dnase	3.07584565744802	8.05205336964697	5	92	61	1049	1049	401	18	14150	410121	Fibroblast;Muscle	NA	NA	NA	NA	NA	1549.bed	343
1	2047	sheffield_dnase	2.88120943708663	5.60970136538985	6	110	94	1003	1003	402	31	14149	410108	Hematopoietic	NA	NA	NA	NA	NA	2063.bed	921
1	2828	sheffield_dnase	3.30617736885637	14.4910095718971	4	80	26	1099	1099	402	8	14151	410131	Epithelial;Fibroblast;Muscle;Skin;Brain;Endothelial;Colon;Cervix;Primitive	NA	NA	NA	NA	NA	795.bed	152
1	1417	sheffield_dnase	2.98643758721337	7.6289289622081	5	94	66	1049	1049	403	19	14150	410120	Brain;Stem;Colon;Fibroblast;Epithelial;Muscle;Mammary;Liver	NA	NA	NA	NA	NA	1318.bed	511
1	2665	sheffield_dnase	2.81890770713107	5.434534456603	6	112	97	1003	1003	404	32	14149	410107	Epithelial;Fibroblast;Muscle;Skin;Brain;Stem;Endothelial;Colon;Cervix;Primitive;	NA	NA	NA	NA	NA	586.bed	191
1	2866	sheffield_dnase	2.41513856574977	3.41012637496353	8	142	169	905	905	405	68	14147	410071	Epithelial;Fibroblast;Muscle;Hematopoietic;Primitive;Skin;Brain;Stem;Endothelial	NA	NA	NA	NA	NA	846.bed	333
1	125	cistrome_cistrome	1.71395163531082	1.79864499210339	17	201	293	725	725	406	274	14138	409865	cistrome_cistrome UPR9 cells RXR	UPR9 cells	hematopoietic stem cell	RXR	No treatment	NA	Human_UPR9-cells_RXR_No-treatment_Stunnenberg.bed	1809
1	1949	sheffield_dnase	2.59481487895841	4.14081516054001	7	123	132	962	962	406	49	14148	410090	Epithelial;Muscle	NA	NA	NA	NA	NA	1920.bed	320
1	2301	sheffield_dnase	3.15811083959788	12.8822470782479	4	89	29	1099	1099	406	9	14151	410130	Primitive;Mammary	NA	NA	NA	NA	NA	2389.bed	267
1	2118	sheffield_dnase	2.75867970516355	5.26976203339767	6	116	101	1003	1003	407	33	14149	410106	Fibroblast;Skin	NA	NA	NA	NA	NA	2156.bed	270
1	1178	sheffield_dnase	2.70041202371435	5.11552157229436	6	119	103	1003	1003	408	34	14149	410105	Weak complex tissue specific	NA	NA	NA	NA	NA	1037.bed	307
1	2099	sheffield_dnase	2.14183162433174	2.80513524770459	9	160	197	880	880	412	93	14146	410046	Muscle;Brain;Fibroblast	NA	NA	NA	NA	NA	213.bed	2352
1	2913	sheffield_dnase	2.14183162433174	2.80513524770459	9	160	197	880	880	412	93	14146	410046	Brain	NA	NA	NA	NA	NA	903.bed	878
1	1589	sheffield_dnase	2.82083903755325	6.90074928251479	5	111	76	1049	1049	412	21	14150	410118	Fibroblast;Muscle;Skin;Brain	NA	NA	NA	NA	NA	1495.bed	189
1	1460	sheffield_dnase	2.74391377598289	6.58706905558319	5	117	80	1049	1049	415	22	14150	410117	Primitive;Hematopoietic;Stem;Liver;Prostate;Brain	NA	NA	NA	NA	NA	1361.bed	435
1	2210	sheffield_dnase	2.42334220615501	3.82852765820536	7	140	146	962	962	416	53	14148	410086	Ewing sarcoma;Skin;Endothelial;Primitive	NA	NA	NA	NA	NA	2270.bed	340
1	1360	sheffield_dnase	2.90051013975712	10.5341980354263	4	109	41	1099	1099	416	11	14151	410128	Fibroblast;Muscle;Skin;Brain;Epithelial;Endothelial;Cervix;Primitive;Bone	NA	NA	NA	NA	NA	1249.bed	144
1	1260	sheffield_dnase	1.69005107067667	1.91435988541785	14	204	270	777	777	417	212	14141	409927	Weak NHDF	NA	NA	NA	NA	NA	1132.bed	5243
1	2083	sheffield_dnase	2.67048802813975	6.30066709137597	5	121	85	1049	1049	418	23	14150	410116	Fibroblast;Skin;Brain	NA	NA	NA	NA	NA	2108.bed	238
1	2978	sheffield_dnase	1.87417522871394	2.37593953621551	10	186	225	847	847	419	122	14145	410017	HA-sp specific	NA	NA	NA	NA	NA	977.bed	2457
1	1874	sheffield_dnase	2.3828895106498	3.75774405661145	7	147	149	962	962	419	54	14148	410085	Brain;Epithelial	NA	NA	NA	NA	NA	1819.bed	388
1	1995	sheffield_dnase	2.78716283754052	9.66060538647419	4	115	46	1099	1099	420	12	14151	410127	Fibroblast;Cervix	NA	NA	NA	NA	NA	1985.bed	362
1	2825	sheffield_dnase	1.72048927915551	2.05821579491121	12	200	253	813	813	422	169	14143	409970	Endothelial and Htr8	NA	NA	NA	NA	NA	790.bed	1841
1	2872	sheffield_dnase	1.96108060598431	2.6087479282513	9	177	211	880	880	423	100	14146	410039	Epithelial;Brain	NA	NA	NA	NA	NA	855.bed	623
1	1967	sheffield_dnase	1.68730121644272	2.03419486441292	12	205	254	813	813	424	171	14143	409968	Fibroblast	NA	NA	NA	NA	NA	1951.bed	1831
1	1652	sheffield_dnase	2.68223424767663	8.91770923336889	4	120	53	1099	1099	424	13	14151	410126	Fibroblast;Muscle;Skin;Brain;Endothelial;Primitive;Bone	NA	NA	NA	NA	NA	1563.bed	130
1	2077	sheffield_dnase	2.2668040340809	3.55954834479825	7	152	164	962	962	426	57	14148	410082	Epithelial	NA	NA	NA	NA	NA	2100.bed	2271
1	1183	sheffield_dnase	2.58465222084971	8.28128659992374	4	124	56	1099	1099	426	14	14151	410125	Fibroblast;Muscle;Skin;Brain;Epithelial;Endothelial;Primitive;Bone	NA	NA	NA	NA	NA	1041.bed	118
1	1439	sheffield_dnase	2.58465222084971	8.28128659992374	4	124	56	1099	1099	426	14	14151	410125	Fibroblast;Muscle;Brain;Epithelial;Skin;Bone	NA	NA	NA	NA	NA	1340.bed	155
1	2313	sheffield_dnase	2.58465222084971	8.28128659992374	4	124	56	1099	1099	426	14	14151	410125	Fibroblast;Muscle;Brain;Epithelial;Endothelial;Bone	NA	NA	NA	NA	NA	2401.bed	162
1	518	encode_tfbs	1.53142468257685	1.77478571376229	15	228	301	758	758	429	245	14140	409894	ChIP A549 SIX5	A549	NA	SIX5	EtOH_0.02pct	NA	wgEncodeAwgTfbsHaibA549Six5V0422111Etoh02UniPk.narrowPeak	4907
1	1433	sheffield_dnase	1.95039606550341	2.7937410343354	8	179	203	905	905	429	83	14147	410056	Fibroblast;Brain;Epithelial;Endothelial;Muscle	NA	NA	NA	NA	NA	1335.bed	1520
1	2427	sheffield_dnase	2.49353770330282	7.72999650556385	4	128	65	1099	1099	431	15	14151	410124	Epithelial;Fibroblast;Muscle;Brain;Hematopoietic;Primitive;Skin;Stem;Endothelial	NA	NA	NA	NA	NA	299.bed	129
1	1236	sheffield_dnase	2.29029293251437	4.99729482090795	5	151	104	1049	1049	435	29	14150	410110	Brain;Skin	NA	NA	NA	NA	NA	1101.bed	287
1	2834	sheffield_dnase	2.02320917239532	3.17014479689225	7	171	175	962	962	436	64	14148	410075	Stem;Brain	NA	NA	NA	NA	NA	804.bed	428
1	1764	sheffield_dnase	1.9911816208501	3.12136651112793	7	173	177	962	962	437	65	14148	410074	Fibroblast	NA	NA	NA	NA	NA	1688.bed	332
1	1855	sheffield_dnase	2.40816081455105	7.24451005776451	4	143	69	1099	1099	437	16	14151	410123	Fibroblast;Muscle;Brain;Epithelial;Endothelial;Primitive	NA	NA	NA	NA	NA	1793.bed	150
1	2719	sheffield_dnase	2.40816081455105	7.24451005776451	4	143	69	1099	1099	437	16	14151	410123	Fibroblast;Muscle;Brain;Epithelial;Skin;Bone	NA	NA	NA	NA	NA	651.bed	186
1	2263	sheffield_dnase	2.04386910692086	3.62284016472656	6	169	152	1003	1003	441	48	14149	410091	Fibroblast;Muscle;Brain;Skin;Epithelial;Cervix;Liver;Endothelial;Prostate;Bone	NA	NA	NA	NA	NA	2333.bed	316
1	1292	sheffield_dnase	2.32790878330998	6.8191499549319	4	148	77	1099	1099	441	17	14151	410122	Epithelial;Fibroblast;Muscle;Brain;Hematopoietic;Primitive;Skin;Stem;Endothelial	NA	NA	NA	NA	NA	1168.bed	281
1	1682	sheffield_dnase	2.32790878330998	6.8191499549319	4	148	77	1099	1099	441	17	14151	410122	Fibroblast	NA	NA	NA	NA	NA	1598.bed	546
1	1569	sheffield_dnase	2.13108704900671	4.52803049108446	5	162	120	1049	1049	444	32	14150	410107	Epithelial;Endothelial;Primitive;Skin	NA	NA	NA	NA	NA	1475.bed	823
1	1443	sheffield_dnase	2.25226208532052	6.44030122425073	4	153	81	1099	1099	444	18	14151	410121	Epithelial;Fibroblast;Muscle;Hematopoietic;Skin;Brain;Endothelial;Colon;Cervix;L	NA	NA	NA	NA	NA	1344.bed	314
1	2984	sheffield_dnase	1.84016430575065	2.89838632697138	7	189	188	962	962	446	70	14148	410069	complex tissue specific	NA	NA	NA	NA	NA	985.bed	558
1	1444	sheffield_dnase	2.11306863659646	5.79564087036095	4	165	91	1099	1099	452	20	14151	410119	Fibroblast;Muscle;Epithelial;Endothelial;Skin;Brain	NA	NA	NA	NA	NA	1345.bed	173
1	1279	sheffield_dnase	1.72931699630768	2.74156800281581	7	199	206	962	962	456	74	14148	410065	Brain;Stem	NA	NA	NA	NA	NA	1155.bed	408
1	1634	sheffield_dnase	1.87395659092439	4.83072575947276	4	187	105	1099	1099	464	24	14151	410115	Fibroblast;Muscle;Brain;Skin	NA	NA	NA	NA	NA	1542.bed	174
1	1660	sheffield_dnase	1.77824127024068	3.62265557844862	5	195	153	1049	1049	466	40	14150	410099	Fibroblast;Muscle	NA	NA	NA	NA	NA	1572.bed	329
1	1597	sheffield_dnase	1.36980784164464	2.12720195668459	8	254	241	905	905	467	109	14147	410030	Brain;Skin	NA	NA	NA	NA	NA	1501.bed	895
1	2942	sheffield_dnase	1.67225895184205	2.94737925790014	6	210	187	1003	1003	467	59	14149	410080	Muscle;Fibroblast;Endothelial;Primitive	NA	NA	NA	NA	NA	938.bed	372
1	3005	ucsc_features	1.32379155859791	1.97617828306942	9	259	264	880	880	468	132	14146	410007	UCSC Microsatellites	NA	NA	NA	NA	NA	microsat.bed	41258
1	2180	sheffield_dnase	1.64292062758636	2.89825215094795	6	213	189	1003	1003	468	60	14149	410079	Primitive;Prostate;Mammary;Epithelial	NA	NA	NA	NA	NA	2233.bed	924
1	2818	sheffield_dnase	1.82089571079958	4.63688432920108	4	191	114	1099	1099	468	25	14151	410114	Epithelial;Hematopoietic;Skin;Brain;Endothelial;Fibroblast;Colon;Cervix;Liver;Pr	NA	NA	NA	NA	NA	78.bed	327
1	2698	sheffield_dnase	1.77012938453989	4.45861268341987	4	196	122	1099	1099	472	26	14151	410113	Hematopoietic	NA	NA	NA	NA	NA	624.bed	1250
1	1368	sheffield_dnase	1.70298364044204	3.45021361095763	5	202	167	1049	1049	473	42	14150	410097	Brain;Prostate	NA	NA	NA	NA	NA	1256.bed	284
1	1742	sheffield_dnase	1.70298364044204	3.45021361095763	5	202	167	1049	1049	473	42	14150	410097	Skin;Brain;Endothelial	NA	NA	NA	NA	NA	1662.bed	317
1	2746	sheffield_dnase	1.63198168104266	3.29335524591949	5	214	172	1049	1049	478	44	14150	410095	Endothelial;Primitive	NA	NA	NA	NA	NA	690.bed	412
1	2795	sheffield_dnase	1.67485574804809	4.14014956110043	4	209	133	1099	1099	480	28	14151	410111	Muscle;Brain	NA	NA	NA	NA	NA	752.bed	258
1	1639	sheffield_dnase	1.33748852927637	2.22947980284579	7	257	230	962	962	483	91	14148	410048	Fibroblast;Skin	NA	NA	NA	NA	NA	1548.bed	736
1	2086	sheffield_dnase	1.63007429793879	3.99745022020286	4	216	140	1099	1099	485	29	14151	410110	Skin;Hematopoietic	NA	NA	NA	NA	NA	2112.bed	279
1	1343	sheffield_dnase	1.31778480276286	2.20521953503104	7	260	236	962	962	486	92	14148	410047	Brain;Fibroblast	NA	NA	NA	NA	NA	1232.bed	1723
1	2912	sheffield_dnase	1.40531733505651	2.52001582795894	6	248	214	1003	1003	488	69	14149	410070	Brain	NA	NA	NA	NA	NA	902.bed	464
1	1529	sheffield_dnase	1.58703526328316	3.86433388279788	4	223	143	1099	1099	488	30	14151	410109	Fibroblast	NA	NA	NA	NA	NA	1431.bed	526
1	2797	sheffield_dnase	1.50134596986325	3.01888078310111	5	237	182	1049	1049	489	48	14150	410091	Stem;Brain	NA	NA	NA	NA	NA	754.bed	442
1	1212	sheffield_dnase	1.54563159205119	3.73902684527273	4	226	150	1099	1099	492	31	14151	410108	Liver;Endothelial	NA	NA	NA	NA	NA	1075.bed	524
1	2250	sheffield_dnase	1.54563159205119	3.73902684527273	4	226	150	1099	1099	492	31	14151	410108	Fibroblast;Muscle;Skin;Brain;Endothelial;Epithelial	NA	NA	NA	NA	NA	2320.bed	198
1	1946	sheffield_dnase	1.50576571622708	3.62247101876413	4	231	154	1099	1099	495	32	14151	410107	Skin;Epithelial	NA	NA	NA	NA	NA	1915.bed	253
1	2606	sheffield_dnase	1.50576571622708	3.62247101876413	4	231	154	1099	1099	495	32	14151	410107	Weak stem and HCT-116	NA	NA	NA	NA	NA	507.bed	1955
1	2632	sheffield_dnase	1.50576571622708	3.62247101876413	4	231	154	1099	1099	495	32	14151	410107	Fibroblast;Muscle;Brain;Primitive;Skin;Epithelial;Endothelial;Cervix;Liver;Stem;	NA	NA	NA	NA	NA	546.bed	148
1	2833	sheffield_dnase	1.50576571622708	3.62247101876413	4	231	154	1099	1099	495	32	14151	410107	Stem and Medullo specific	NA	NA	NA	NA	NA	801.bed	181
1	2046	sheffield_dnase	1.35641218782128	2.73393506929068	5	255	207	1049	1049	504	53	14150	410086	Hematopoietic	NA	NA	NA	NA	NA	2062.bed	1977
1	2186	sheffield_dnase	1.39453958962026	3.31201497661489	4	252	171	1099	1099	507	35	14151	410104	Stem;Mammary;Brain	NA	NA	NA	NA	NA	2240.bed	377
