phastCons_id	acc_element_bed_chr	acc_element_bed_start	acc_element_bed_end	id	acc_element_len	acc_element_size	acc_element_gap_count	acc_element_shift_count	hamming_ingroup_incl_gaps	hamming_outgroup/Users/anabella/Downloads/elements_20240919/data/5. mammals accelerated  functional regions/mammals_join_filtered_elements_norm_cod_oneacczerogap_functionalregions.csv_incl_gaps	hamming_in_out_incl_gaps	hamming_ingroup_excl_gaps	hamming_outgroup_excl_gaps	hamming_in_out_excl_gaps	acc_element_table_browser	acc_element_shift_count_rel	hamming_in_out_excl_gaps_scl	shift_count_rel_scl	norm2_scl	coding	acc_elements_in_phastCons_count	functional_element_shift_count	functional_element_gap_count	acc_elements_in_phastCons_shift_counts	acc_elements_in_phastCons_gap_counts	phastCons_seqnames	phastCons_start	phastCons_end	phastCons_width	phastCons_strand	functional_elements_shift_rel	functional_elements_acc_elements_count_rel	functional_element_shift_count_exclgt0gap	acc_elements_count_exclgt0gap
11146	chr2	39024092	39024117	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_39024092_39024117.maf	25	25	0	4	0.12	0.2	0.0565685474670039	0.12	0.2	0.0565685474670039	chr2:39024092-39024117	0.16	0.144734843372176	0.263461538461538	0.300599662565494	TRUE	2	6	9	4 6	0 9	chr2	39024043	39024142	100	*	4	1	0.04	0.01
11147	chr2	39051145	39051195	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_39051145_39051195.maf	50	50	0	2	0.12	0.14	0.01414213818384	0.12	0.14	0.01414213818384	chr2:39051145-39051195	0.04	0.0328041693976742	0.0625874125874126	0.0706632701214593	TRUE	1	2	0	2	0	chr2	39051137	39051286	150	*	2	1	0.0133333333333333	0.00666666666666667
1115	chr1	29018352	29018377	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr1/chr1_acc_25_29018352_29018377.maf	25	25	0	4	0.36	0.4	0.0282842658309677	0.36	0.4	0.0282842658309677	chr1:29018352-29018377	0.16	0.070114370890606	0.263461538461538	0.272631632893005	TRUE	2	5	0	4 1	0 0	chr1	29018222	29018446	225	*	5	2	0.0222222222222222	0.00888888888888889
1115	chr1	29018402	29018427	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr1/chr1_acc_25_29018402_29018427.maf	25	25	0	1	0.28	0.36	0.05656855273536	0.28	0.36	0.05656855273536	chr1:29018402-29018427	0.04	0.144734857271317	0.0625874125874126	0.157687549044734	TRUE	2	5	0	4 1	0 0	chr1	29018222	29018446	225	*	5	2	0.0222222222222222	0.00888888888888889
11150	chr2	39058669	39058694	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_39058669_39058694.maf	25	25	0	2	0.08	0.16	0.0565685421986477	0.08	0.16	0.0565685421986477	chr2:39058669-39058694	0.08	0.144734829473034	0.129545454545455	0.194242620595936	TRUE	1	2	0	2	0	chr2	39058670	39058821	152	*	2	1	0.0131578947368421	0.00657894736842105
11151	chr2	39225911	39225936	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_39225911_39225936.maf	25	25	0	2	0.12	0.24	0.0848528132979716	0.12	0.24	0.0848528132979716	chr2:39225911-39225936	0.08	0.219355274156322	0.129545454545455	0.254752352478998	TRUE	1	2	0	2	0	chr2	39225837	39225971	135	*	2	1	0.0148148148148148	0.00740740740740741
11158	chr2	39260694	39260719	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_39260694_39260719.maf	25	25	0	4	0.24	0.28	0.02828427636768	0.24	0.28	0.02828427636768	chr2:39260694-39260719	0.16	0.0701143986888884	0.263461538461538	0.272631640042063	TRUE	1	4	0	4	0	chr2	39260595	39260779	185	*	4	1	0.0216216216216216	0.00540540540540541
11159	chr2	39265226	39265251	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_39265226_39265251.maf	25	25	0	1	0.36	0.44	0.0565685316619354	0.36	0.44	0.0565685316619354	chr2:39265226-39265251	0.04	0.144734801674752	0.0625874125874126	0.157687498014956	TRUE	1	1	0	1	0	chr2	39265202	39265309	108	*	1	1	0.00925925925925926	0.00925925925925926
11163	chr2	39704067	39704117	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_39704067_39704117.maf	50	63	13	6	0.158730158730159	0.174603174603175	0.0112239166847828	0.158730158730159	0.174603174603175	0.0112239166847828	chr2:39704067-39704117	0.0952380952380952	0.0251052265760865	0.15505328005328	0.157072569396179	TRUE	3	8	13	4 6 2	13 13 0	chr2	39704068	39704201	134	*	2	1	0.0149253731343284	0.00746268656716418
11163	chr2	39704067	39704092	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_39704067_39704092.maf	25	38	13	4	0.210526315789474	0.236842105263158	0.0186080762804023	0.210526315789474	0.236842105263158	0.0186080762804023	chr2:39704067-39704092	0.105263157894737	0.0445863463370502	0.171834744203165	0.177524988649639	TRUE	3	8	13	4 6 2	13 13 0	chr2	39704068	39704201	134	*	2	1	0.0149253731343284	0.00746268656716418
11163	chr2	39704117	39704167	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_39704117_39704167.maf	50	50	0	2	0.16	0.18	0.0141421434521962	0.16	0.18	0.0141421434521962	chr2:39704117-39704167	0.04	0.0328041832968154	0.0625874125874126	0.07066327657389	TRUE	3	8	13	4 6 2	13 13 0	chr2	39704068	39704201	134	*	2	1	0.0149253731343284	0.00746268656716418
11165	chr2	39717192	39717217	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_39717192_39717217.maf	25	33	8	5	0.121212121212121	0.181818181818182	0.0428549584461569	0.121212121212121	0.181818181818182	0.0428549584461569	chr2:39717192-39717217	0.151515151515152	0.108555225826228	0.249258317440136	0.271871193522357	TRUE	2	11	8	6 5	0 8	chr2	39716992	39717254	263	*	6	1	0.0228136882129278	0.00380228136882129
11165	chr2	39717167	39717192	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_39717167_39717192.maf	25	25	0	6	0.24	0.4	0.113137094934008	0.24	0.4	0.113137094934008	chr2:39717167-39717192	0.24	0.293975746637892	0.397377622377622	0.494298203899021	TRUE	2	11	8	6 5	0 8	chr2	39716992	39717254	263	*	6	1	0.0228136882129278	0.00380228136882129
1117	chr1	29035889	29035914	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr1/chr1_acc_25_29035889_29035914.maf	25	25	0	1	0.08	0.12	0.0282842710993239	0.08	0.12	0.0282842710993239	chr1:29035889-29035914	0.04	0.0701143847897472	0.0625874125874126	0.0939851646209749	TRUE	1	1	0	1	0	chr1	29035815	29035925	111	*	1	1	0.00900900900900901	0.00900900900900901
11170	chr2	40115302	40115352	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_40115302_40115352.maf	50	50	0	3	0.1	0.12	0.0141421329154839	0.1	0.12	0.0141421329154839	chr2:40115302-40115352	0.06	0.0328041554985329	0.0960664335664336	0.101512916794593	TRUE	4	16	3	3 5 5 3	0 0 3 0	chr2	40115253	40115632	380	*	11	3	0.0289473684210526	0.00789473684210526
11170	chr2	40115252	40115302	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_40115252_40115302.maf	50	53	3	5	0	0.113207547169811	0.0800498268480993	0	0.113207547169811	0.0800498268480993	chr2:40115252-40115302	0.0943396226415094	0.206683885756787	0.153549280907772	0.257479339557212	TRUE	4	16	3	3 5 5 3	0 0 3 0	chr2	40115253	40115632	380	*	11	3	0.0289473684210526	0.00789473684210526
11170	chr2	40115377	40115402	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_40115377_40115402.maf	25	25	0	3	0	0.2	0.141421360764975	0	0.2	0.141421360764975	chr2:40115377-40115402	0.12	0.368596177422038	0.196503496503497	0.417704161037735	TRUE	4	16	3	3 5 5 3	0 0 3 0	chr2	40115253	40115632	380	*	11	3	0.0289473684210526	0.00789473684210526
11170	chr2	40115402	40115452	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_40115402_40115452.maf	50	50	0	5	0.06	0.14	0.0565685421986477	0.06	0.14	0.0565685421986477	chr2:40115402-40115452	0.1	0.144734829473034	0.163024475524476	0.218002638705633	TRUE	4	16	3	3 5 5 3	0 0 3 0	chr2	40115253	40115632	380	*	11	3	0.0289473684210526	0.00789473684210526
11175	chr2	40177806	40177831	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_40177806_40177831.maf	25	25	0	1	0	0.04	0.0282842710993239	0	0.04	0.0282842710993239	chr2:40177806-40177831	0.04	0.0701143847897472	0.0625874125874126	0.0939851646209749	TRUE	1	1	0	1	0	chr2	40177624	40177909	286	*	1	1	0.0034965034965035	0.0034965034965035
11176	chr2	40178430	40178455	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_40178430_40178455.maf	25	25	0	1	0	0.04	0.0282842710993239	0	0.04	0.0282842710993239	chr2:40178430-40178455	0.04	0.0701143847897472	0.0625874125874126	0.0939851646209749	TRUE	1	1	0	1	0	chr2	40178265	40178548	284	*	1	1	0.00352112676056338	0.00352112676056338
11184	chr2	42053310	42053335	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42053310_42053335.maf	25	25	0	4	0.16	0.24	0.0565685421986477	0.16	0.24	0.0565685421986477	chr2:42053310-42053335	0.16	0.144734829473034	0.263461538461538	0.300599655873238	TRUE	5	11	5	4 7 3 4 1	0 0 0 5 0	chr2	42053236	42053366	131	*	15	4	0.114503816793893	0.0305343511450382
11184	chr2	42053235	42053285	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_42053235_42053285.maf	50	55	5	4	0.181818181818182	0.254545454545455	0.0514259417060185	0.181818181818182	0.254545454545455	0.0514259417060185	chr2:42053235-42053285	0.0727272727272727	0.131167460731555	0.117371265098538	0.176013967132144	TRUE	5	11	5	4 7 3 4 1	0 0 0 5 0	chr2	42053236	42053366	131	*	15	4	0.114503816793893	0.0305343511450382
11184	chr2	42053285	42053310	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42053285_42053310.maf	25	25	0	3	0.12	0.36	0.169705637132655	0.12	0.36	0.169705637132655	chr2:42053285-42053310	0.12	0.443216636004466	0.196503496503497	0.484824308971008	TRUE	5	11	5	4 7 3 4 1	0 0 0 5 0	chr2	42053236	42053366	131	*	15	4	0.114503816793893	0.0305343511450382
11184	chr2	42053235	42053260	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42053235_42053260.maf	25	25	0	1	0	0.12	0.0848528132979716	0	0.12	0.0848528132979716	chr2:42053235-42053260	0.04	0.219355274156322	0.0625874125874126	0.228109448542979	TRUE	5	11	5	4 7 3 4 1	0 0 0 5 0	chr2	42053236	42053366	131	*	15	4	0.114503816793893	0.0305343511450382
11184	chr2	42053285	42053335	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_42053285_42053335.maf	50	50	0	7	0.14	0.3	0.113137094934008	0.14	0.3	0.113137094934008	chr2:42053285-42053335	0.14	0.293975746637892	0.229982517482517	0.373247502280862	TRUE	5	11	5	4 7 3 4 1	0 0 0 5 0	chr2	42053236	42053366	131	*	15	4	0.114503816793893	0.0305343511450382
11185	chr2	42054137	42054162	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42054137_42054162.maf	25	25	0	4	0.16	0.28	0.0848528185663277	0.16	0.28	0.0848528185663277	chr2:42054137-42054162	0.16	0.219355288055463	0.263461538461538	0.342824626662694	TRUE	4	28	0	12 11 5 4	0 0 0 0	chr2	42054034	42054309	276	*	32	4	0.115942028985507	0.0144927536231884
11185	chr2	42054137	42054187	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_42054137_42054187.maf	50	50	0	12	0.26	0.34	0.05656855273536	0.26	0.34	0.05656855273536	chr2:42054137-42054187	0.24	0.144734857271317	0.397377622377622	0.422915066740168	TRUE	4	28	0	12 11 5 4	0 0 0 0	chr2	42054034	42054309	276	*	32	4	0.115942028985507	0.0144927536231884
11185	chr2	42054037	42054087	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_42054037_42054087.maf	50	50	0	11	0.2	0.28	0.0565685421986477	0.2	0.28	0.0565685421986477	chr2:42054037-42054087	0.22	0.144734829473034	0.363898601398601	0.391625283865134	TRUE	4	28	0	12 11 5 4	0 0 0 0	chr2	42054034	42054309	276	*	32	4	0.115942028985507	0.0144927536231884
11185	chr2	42054215	42054240	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42054215_42054240.maf	25	25	0	5	0.16	0.28	0.0848528185663277	0.16	0.28	0.0848528185663277	chr2:42054215-42054240	0.2	0.219355288055463	0.33041958041958	0.396602876341747	TRUE	4	28	0	12 11 5 4	0 0 0 0	chr2	42054034	42054309	276	*	32	4	0.115942028985507	0.0144927536231884
11186	chr2	42057321	42057371	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_42057321_42057371.maf	50	50	0	10	0.26	0.32	0.0424264092831639	0.26	0.32	0.0424264092831639	chr2:42057321-42057371	0.2	0.107424614080961	0.33041958041958	0.347443731897836	TRUE	1	10	0	10	0	chr2	42057218	42057398	181	*	10	1	0.0552486187845304	0.00552486187845304
11190	chr2	42245601	42245626	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42245601_42245626.maf	25	25	0	2	0.32	0.36	0.0282842869043923	0.32	0.36	0.0282842869043923	chr2:42245601-42245626	0.08	0.0701144264871709	0.129545454545455	0.147302605526899	TRUE	2	3	0	2 3	0 0	chr2	42245502	42245691	190	*	5	2	0.0263157894736842	0.0105263157894737
11190	chr2	42245601	42245651	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_42245601_42245651.maf	50	50	0	3	0.28	0.32	0.0282842658309677	0.28	0.32	0.0282842658309677	chr2:42245601-42245651	0.06	0.070114370890606	0.0960664335664336	0.118931848819227	TRUE	2	3	0	2 3	0 0	chr2	42245502	42245691	190	*	5	2	0.0263157894736842	0.0105263157894737
112	chr1	9727003	9727028	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr1/chr1_acc_25_9727003_9727028.maf	25	25	0	1	0.12	0.16	0.0282842710993239	0.12	0.16	0.0282842710993239	chr1:9727003-9727028	0.04	0.0701143847897472	0.0625874125874126	0.0939851646209749	TRUE	2	6	0	5 1	0 0	chr1	9726906	9727046	141	*	6	2	0.0425531914893617	0.0141843971631206
112	chr1	9726953	9726978	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr1/chr1_acc_25_9726953_9726978.maf	25	25	0	5	0.16	0.28	0.0848528185663277	0.16	0.28	0.0848528185663277	chr1:9726953-9726978	0.2	0.219355288055463	0.33041958041958	0.396602876341747	TRUE	2	6	0	5 1	0 0	chr1	9726906	9727046	141	*	6	2	0.0425531914893617	0.0141843971631206
11203	chr2	42303410	42303435	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42303410_42303435.maf	25	25	0	6	0.56	0.64	0.0565685316619354	0.56	0.64	0.0565685316619354	chr2:42303410-42303435	0.24	0.144734801674752	0.397377622377622	0.422915047713275	TRUE	1	6	0	6	0	chr2	42303303	42303448	146	*	6	1	0.0410958904109589	0.00684931506849315
11209	chr2	42329831	42329856	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42329831_42329856.maf	25	25	0	3	0.2	0.28	0.0565685421986477	0.2	0.28	0.0565685421986477	chr2:42329831-42329856	0.12	0.144734829473034	0.196503496503497	0.244052852883731	TRUE	2	10	2	7 3	2 0	chr2	42329732	42329883	152	*	3	1	0.0197368421052632	0.00657894736842105
11209	chr2	42329781	42329831	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_42329781_42329831.maf	50	52	2	7	0.211538461538462	0.230769230769231	0.0135982067527176	0.211538461538462	0.230769230769231	0.0135982067527176	chr2:42329781-42329831	0.134615384615385	0.031369152560046	0.220968934911243	0.22318443926077	TRUE	2	10	2	7 3	2 0	chr2	42329732	42329883	152	*	3	1	0.0197368421052632	0.00657894736842105
11212	chr2	42351282	42351332	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_42351282_42351332.maf	50	50	0	7	0.16	0.26	0.0707106751141316	0.16	0.26	0.0707106751141316	chr2:42351282-42351332	0.14	0.182045044865108	0.229982517482517	0.29331272851265	TRUE	2	7	0	7 2	0 0	chr2	42351219	42351360	142	*	9	2	0.0633802816901408	0.0140845070422535
11212	chr2	42351282	42351307	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42351282_42351307.maf	25	25	0	2	0.12	0.2	0.0565685474670039	0.12	0.2	0.0565685474670039	chr2:42351282-42351307	0.08	0.144734843372176	0.129545454545455	0.194242630952519	TRUE	2	7	0	7 2	0 0	chr2	42351219	42351360	142	*	9	2	0.0633802816901408	0.0140845070422535
11214	chr2	42444156	42444181	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42444156_42444181.maf	25	31	6	1	0.0967741935483871	0.161290322580645	0.0456197917557897	0.0967741935483871	0.161290322580645	0.0456197917557897	chr2:42444156-42444181	0.032258064516129	0.115849495150527	0.0496277915632754	0.126031834161373	TRUE	10	30	29	6 8 7 2 2 2 2 1 2 1	17 6 0 0 0 0 0 0 0 6	chr2	42443932	42444596	665	*	18	7	0.0270676691729323	0.0105263157894737
11214	chr2	42444131	42444156	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42444131_42444156.maf	25	25	0	2	0.04	0.16	0.0848528132979716	0.04	0.16	0.0848528132979716	chr2:42444131-42444156	0.08	0.219355274156322	0.129545454545455	0.254752352478998	TRUE	10	30	29	6 8 7 2 2 2 2 1 2 1	17 6 0 0 0 0 0 0 0 6	chr2	42443932	42444596	665	*	18	7	0.0270676691729323	0.0105263157894737
11214	chr2	42444181	42444206	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42444181_42444206.maf	25	42	17	6	0.142857142857143	0.238095238095238	0.0673435001086967	0.142857142857143	0.238095238095238	0.0673435001086967	chr2:42444181-42444206	0.142857142857143	0.17316165892422	0.234765234765235	0.291718486859787	TRUE	10	30	29	6 8 7 2 2 2 2 1 2 1	17 6 0 0 0 0 0 0 0 6	chr2	42443932	42444596	665	*	18	7	0.0270676691729323	0.0105263157894737
11214	chr2	42444431	42444481	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_42444431_42444481.maf	50	56	6	8	0.178571428571429	0.214285714285714	0.0252538125407613	0.178571428571429	0.214285714285714	0.0252538125407613	chr2:42444431-42444481	0.142857142857143	0.0621193346631198	0.234765234765235	0.242844656505686	TRUE	10	30	29	6 8 7 2 2 2 2 1 2 1	17 6 0 0 0 0 0 0 0 6	chr2	42443932	42444596	665	*	18	7	0.0270676691729323	0.0105263157894737
11214	chr2	42444281	42444331	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_42444281_42444331.maf	50	50	0	7	0.26	0.28	0.0141421434521962	0.26	0.28	0.0141421434521962	chr2:42444281-42444331	0.14	0.0328041832968154	0.229982517482517	0.232310294195861	TRUE	10	30	29	6 8 7 2 2 2 2 1 2 1	17 6 0 0 0 0 0 0 0 6	chr2	42443932	42444596	665	*	18	7	0.0270676691729323	0.0105263157894737
11214	chr2	42444331	42444356	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42444331_42444356.maf	25	25	0	1	0.12	0.16	0.0282842710993239	0.12	0.16	0.0282842710993239	chr2:42444331-42444356	0.04	0.0701143847897472	0.0625874125874126	0.0939851646209749	TRUE	10	30	29	6 8 7 2 2 2 2 1 2 1	17 6 0 0 0 0 0 0 0 6	chr2	42443932	42444596	665	*	18	7	0.0270676691729323	0.0105263157894737
11214	chr2	42444331	42444381	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_42444331_42444381.maf	50	50	0	2	0.2	0.22	0.0141421329154839	0.2	0.22	0.0141421329154839	chr2:42444331-42444381	0.04	0.0328041554985329	0.0625874125874126	0.0706632636690306	TRUE	10	30	29	6 8 7 2 2 2 2 1 2 1	17 6 0 0 0 0 0 0 0 6	chr2	42443932	42444596	665	*	18	7	0.0270676691729323	0.0105263157894737
11214	chr2	42444456	42444481	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42444456_42444481.maf	25	25	0	2	0.16	0.2	0.02828427636768	0.16	0.2	0.02828427636768	chr2:42444456-42444481	0.08	0.0701143986888884	0.129545454545455	0.147302592295223	TRUE	10	30	29	6 8 7 2 2 2 2 1 2 1	17 6 0 0 0 0 0 0 0 6	chr2	42443932	42444596	665	*	18	7	0.0270676691729323	0.0105263157894737
11214	chr2	42444006	42444031	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42444006_42444031.maf	25	25	0	2	0.12	0.16	0.0282842710993239	0.12	0.16	0.0282842710993239	chr2:42444006-42444031	0.08	0.0701143847897472	0.129545454545455	0.147302585679387	TRUE	10	30	29	6 8 7 2 2 2 2 1 2 1	17 6 0 0 0 0 0 0 0 6	chr2	42443932	42444596	665	*	18	7	0.0270676691729323	0.0105263157894737
11214	chr2	42444231	42444281	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_42444231_42444281.maf	50	50	0	2	0.14	0.16	0.0141421329154839	0.14	0.16	0.0141421329154839	chr2:42444231-42444281	0.04	0.0328041554985329	0.0625874125874126	0.0706632636690306	TRUE	10	30	29	6 8 7 2 2 2 2 1 2 1	17 6 0 0 0 0 0 0 0 6	chr2	42443932	42444596	665	*	18	7	0.0270676691729323	0.0105263157894737
11218	chr2	42656256	42656281	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42656256_42656281.maf	25	25	0	1	0.36	0.4	0.0282842658309677	0.36	0.4	0.0282842658309677	chr2:42656256-42656281	0.04	0.070114370890606	0.0625874125874126	0.0939851542520012	TRUE	1	1	0	1	0	chr2	42656197	42656306	110	*	1	1	0.00909090909090909	0.00909090909090909
1122	chr1	29065015	29065040	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr1/chr1_acc_25_29065015_29065040.maf	25	25	0	2	0.12	0.2	0.0565685474670039	0.12	0.2	0.0565685474670039	chr1:29065015-29065040	0.08	0.144734843372176	0.129545454545455	0.194242630952519	TRUE	1	2	0	2	0	chr1	29064966	29065164	199	*	2	1	0.0100502512562814	0.0050251256281407
11220	chr2	42707948	42707973	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42707948_42707973.maf	25	25	0	3	0.16	0.24	0.0565685421986477	0.16	0.24	0.0565685421986477	chr2:42707948-42707973	0.12	0.144734829473034	0.196503496503497	0.244052852883731	TRUE	4	13	1	8 3 3 2	0 0 0 1	chr2	42707899	42708057	159	*	14	3	0.0880503144654088	0.0188679245283019
11220	chr2	42707923	42707948	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42707923_42707948.maf	25	25	0	3	0.16	0.2	0.02828427636768	0.16	0.2	0.02828427636768	chr2:42707923-42707948	0.12	0.0701143986888884	0.196503496503497	0.208637611761648	TRUE	4	13	1	8 3 3 2	0 0 0 1	chr2	42707899	42708057	159	*	14	3	0.0880503144654088	0.0188679245283019
11220	chr2	42707898	42707923	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_42707898_42707923.maf	25	26	1	2	0.192307692307692	0.230769230769231	0.0271964135054352	0.192307692307692	0.230769230769231	0.0271964135054352	chr2:42707898-42707923	0.0769230769230769	0.0672443650136321	0.124394835933297	0.141406788496729	TRUE	4	13	1	8 3 3 2	0 0 0 1	chr2	42707899	42708057	159	*	14	3	0.0880503144654088	0.0188679245283019
11220	chr2	42707948	42707998	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_42707948_42707998.maf	50	50	0	8	0.16	0.24	0.0565685421986477	0.16	0.24	0.0565685421986477	chr2:42707948-42707998	0.16	0.144734829473034	0.263461538461538	0.300599655873238	TRUE	4	13	1	8 3 3 2	0 0 0 1	chr2	42707899	42708057	159	*	14	3	0.0880503144654088	0.0188679245283019
11231	chr2	43556484	43556509	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_43556484_43556509.maf	25	25	0	2	0.16	0.2	0.02828427636768	0.16	0.2	0.02828427636768	chr2:43556484-43556509	0.08	0.0701143986888884	0.129545454545455	0.147302592295223	TRUE	1	2	0	2	0	chr2	43556435	43556557	123	*	2	1	0.016260162601626	0.00813008130081301
11232	chr2	43560306	43560356	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_43560306_43560356.maf	50	50	0	8	0.4	0.46	0.0424264092831639	0.4	0.46	0.0424264092831639	chr2:43560306-43560356	0.16	0.107424614080961	0.263461538461538	0.284520702162363	TRUE	1	8	0	8	0	chr2	43560230	43560387	158	*	8	1	0.0506329113924051	0.00632911392405063
11233	chr2	43692536	43692561	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_43692536_43692561.maf	25	25	0	2	0.08	0.2	0.0848528185663277	0.08	0.2	0.0848528185663277	chr2:43692536-43692561	0.08	0.219355288055463	0.129545454545455	0.254752364446895	TRUE	1	2	0	2	0	chr2	43692512	43692669	158	*	2	1	0.0126582278481013	0.00632911392405063
11234	chr2	43699930	43699955	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_43699930_43699955.maf	25	25	0	4	0.32	0.36	0.0282842869043923	0.32	0.36	0.0282842869043923	chr2:43699930-43699955	0.16	0.0701144264871709	0.263461538461538	0.272631647191124	TRUE	1	4	0	4	0	chr2	43699784	43700039	256	*	4	1	0.015625	0.00390625
11242	chr2	43731487	43731537	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_43731487_43731537.maf	50	50	0	2	0.3	0.32	0.0141421223787715	0.3	0.32	0.0141421223787715	chr2:43731487-43731537	0.04	0.0328041277002505	0.0625874125874126	0.0706632507641798	TRUE	1	2	0	2	0	chr2	43731488	43731606	119	*	2	1	0.0168067226890756	0.00840336134453781
11244	chr2	43740992	43741042	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_43740992_43741042.maf	50	50	0	8	0.28	0.32	0.0282842658309677	0.28	0.32	0.0282842658309677	chr2:43740992-43741042	0.16	0.070114370890606	0.263461538461538	0.272631632893005	TRUE	1	8	0	8	0	chr2	43740943	43741048	106	*	8	1	0.0754716981132075	0.00943396226415094
11245	chr2	43742763	43742788	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_43742763_43742788.maf	25	25	0	2	0.16	0.2	0.02828427636768	0.16	0.2	0.02828427636768	chr2:43742763-43742788	0.08	0.0701143986888884	0.129545454545455	0.147302592295223	TRUE	3	4	0	2 4 2	0 0 0	chr2	43742739	43742920	182	*	8	3	0.043956043956044	0.0164835164835165
