seqnames	start	end	element_accelerated_ranking_name	cluster
chr10	16093597	16093923	ncAvAR-598	1313
chr11	4381180	4381288	ncAvAR-599	1332
chr2	37704848	37705175	ncAvAR-600	428
chr2	12457528	12458074	ncAvAR-601	361
chr20	5664574	5664792	ncAvAR-602	1500
chr3	4973081	4973299	ncAvAR-603	628
chr1	111967034	111967143	ncAvAR-604	197
chr9	16841105	16841434	ncAvAR-605	1285
chr2	6050799	6051129	ncAvAR-606	338
chr8	5758602	5758822	ncAvAR-607	1203
chr6	34615508	34615839	ncAvAR-608	1108
chr1	131119424	131119755	ncAvAR-609	217
chr4	742886	742996	ncAvAR-610	825
chr6	18036703	18036813	ncAvAR-611	1078
chr1	186748203	186748424	ncAvAR-612	320
chr12	6378636	6378968	ncAvAR-613	1386
chr1	36859245	36859577	ncAvAR-614	63
chr9	5996092	5996314	ncAvAR-615	1272
chr2	91368936	91369604	ncAvAR-616	524
chr20	7500242	7500464	ncAvAR-617	1501
chr3	47615080	47615302	ncAvAR-618	708
chr10	17045869	17046203	ncAvAR-619	1321
chr7	15313095	15313541	ncAvAR-620	1136
chr3	76105251	76105362	ncAvAR-621	764
chr5	35623867	35624090	ncAvAR-622	1003
chr7	21434218	21434553	ncAvAR-623	1155
chr1	164892586	164892809	ncAvAR-624	292
chr20	8144549	8144772	ncAvAR-625	1504
chr5	24620006	24620457	ncAvAR-626	978
chr8	26023745	26023970	ncAvAR-627	1251
chr13	10428932	10429157	ncAvAR-628	1433
chr1	51324415	51324640	ncAvAR-629	86
chr1	7144210	7144548	ncAvAR-630	16
chr6	23927386	23927838	ncAvAR-631	1088
chr5	4954792	4955131	ncAvAR-632	936
chr5	55888267	55888493	ncAvAR-633	1059
chr2	28165754	28165980	ncAvAR-634	397
chr7	21427360	21427473	ncAvAR-635	1155
chr3	11244384	11244497	ncAvAR-636	637
chr1	68812612	68812954	ncAvAR-637	119
chr4	73763980	73764322	ncAvAR-638	908
chr4	40459785	40460013	ncAvAR-639	883
chr6	30484042	30484270	ncAvAR-640	1100
chr1	141141053	141141281	ncAvAR-641	241
chr2	59962920	59963148	ncAvAR-642	465
chr2	113063092	113063664	ncAvAR-643	556
chr6	33427865	33428667	ncAvAR-644	1106
chr3	65270846	65271075	ncAvAR-645	740
chr5	47431543	47431772	ncAvAR-646	1035
chr8	20868131	20868360	ncAvAR-647	1228
chr1	136034737	136035081	ncAvAR-648	229
chr13	10547135	10547249	ncAvAR-649	1434
chr2	28263033	28263492	ncAvAR-650	397
chr1	88026051	88026281	ncAvAR-651	150
chr8	25951975	25952205	ncAvAR-652	1250
chr1	61694723	61694953	ncAvAR-653	106
chr1	166747767	166747882	ncAvAR-654	295
chr10	15978679	15978910	ncAvAR-655	1312
chr2	24275643	24275990	ncAvAR-656	386
chr2	91149009	91149588	ncAvAR-657	523
chr2	106147113	106147345	ncAvAR-658	541
chr8	22006433	22006783	ncAvAR-659	1231
chr1	108215072	108215422	ncAvAR-660	186
chr2	136364716	136364832	ncAvAR-661	606
chr4	78820902	78821136	ncAvAR-662	923
chr4	85081821	85082055	ncAvAR-663	929
chr20	12392652	12392886	ncAvAR-664	1515
chr3	66231424	66231541	ncAvAR-665	742
chr3	108652021	108652374	ncAvAR-666	822
chr13	11030374	11030491	ncAvAR-667	1435
chr2	10522349	10522466	ncAvAR-668	355
chr2	28212240	28212357	ncAvAR-669	397
chr3	30609731	30609848	ncAvAR-670	687
chr2	96674145	96674499	ncAvAR-671	527
chr1	26525097	26525928	ncAvAR-672	49
chr1	86462422	86462659	ncAvAR-673	146
chr8	22319364	22319720	ncAvAR-674	1232
chr1	135525228	135525465	ncAvAR-675	226
chr13	4039528	4039884	ncAvAR-676	1424
chr1	48448546	48448664	ncAvAR-677	77
chr1	170717726	170717844	ncAvAR-678	301
chr7	5194957	5195195	ncAvAR-679	1120
chr1	145425550	145425788	ncAvAR-680	248
chr2	44442388	44442746	ncAvAR-681	438
chr1	140953569	140953928	ncAvAR-682	239
chr13	14657990	14658109	ncAvAR-683	1442
chr2	28152057	28152176	ncAvAR-684	397
chr2	31821506	31821745	ncAvAR-685	408
chr1	55022603	55022962	ncAvAR-686	97
chr3	15089330	15089569	ncAvAR-687	647
chr3	101949844	101950084	ncAvAR-688	801
chr18	6004611	6004851	ncAvAR-689	1476
chr2	49672357	49672718	ncAvAR-690	446
chr3	1592745	1593468	ncAvAR-691	625
chr12	16213861	16214102	ncAvAR-692	1411
chr2	106610922	106611042	ncAvAR-693	542
chr1	53334649	53334890	ncAvAR-694	92
chr1	83288256	83288740	ncAvAR-695	141
chr1	77536359	77536601	ncAvAR-696	122
chr4	18313038	18313280	ncAvAR-697	852
chr2	125544767	125545131	ncAvAR-698	583
chr3	48570659	48570780	ncAvAR-699	709
chr1	66171079	66171323	ncAvAR-700	117
chr5	23195475	23195597	ncAvAR-701	976
chr1	191028367	191028489	ncAvAR-702	326
chr2	28011899	28012144	ncAvAR-703	396
chr2	32315199	32315567	ncAvAR-704	411
chr2	85546317	85546439	ncAvAR-705	503
chr5	10394915	10395161	ncAvAR-706	951
chr2	34855956	34856202	ncAvAR-707	420
chr2	43379614	43379860	ncAvAR-708	436
chr11	9074705	9074952	ncAvAR-709	1353
chr2	15817383	15818003	ncAvAR-710	374
chr5	31542385	31542881	ncAvAR-711	989
chr17	10139260	10139632	ncAvAR-712	1472
chr19	8495671	8495919	ncAvAR-713	1487
chr3	11013275	11013773	ncAvAR-714	635
chr1	82537594	82537718	ncAvAR-715	134
chr5	36992339	36992463	ncAvAR-716	1011
chr1	138350158	138350407	ncAvAR-717	236
chr11	10727218	10727467	ncAvAR-718	1360
chr13	3967910	3968159	ncAvAR-719	1423
chr2	35142196	35142445	ncAvAR-720	421
chr2	38710347	38710721	ncAvAR-721	430
chr2	50950719	50950968	ncAvAR-722	454
chr7	22286609	22286734	ncAvAR-723	1159
chr13	11851439	11851816	ncAvAR-724	1437
chr2	108333099	108333350	ncAvAR-725	546
chr1	66135929	66136180	ncAvAR-726	117
chr1	158223421	158223925	ncAvAR-727	280
chr9	16183112	16183364	ncAvAR-728	1283
chr4	27223745	27223871	ncAvAR-729	859
chr2	15323496	15323622	ncAvAR-730	372
chr2	32666898	32667024	ncAvAR-731	413
chr2	89623372	89623625	ncAvAR-732	517
chr24	2169500	2169753	ncAvAR-733	1532
chr3	11477217	11477343	ncAvAR-734	639
chr3	23374759	23374885	ncAvAR-735	672
chr1	113915064	113915445	ncAvAR-736	202
chr7	34103723	34103977	ncAvAR-737	1189
chr11	14728079	14728333	ncAvAR-738	1370
chr2	114673967	114674221	ncAvAR-739	561
chr8	22691393	22691775	ncAvAR-740	1236
chr3	11424314	11424696	ncAvAR-741	639
chr3	107098409	107098536	ncAvAR-742	812
chr1	82802154	82802281	ncAvAR-743	137
chr6	34833912	34834039	ncAvAR-744	1109
chr10	16426612	16426739	ncAvAR-745	1315
chr11	4458124	4458251	ncAvAR-746	1333
chr2	6144905	6145032	ncAvAR-747	339
chr3	8939361	8939488	ncAvAR-748	633
chr4	39918658	39918914	ncAvAR-749	882
chr1	93192699	93192955	ncAvAR-750	157
chr1	5138530	5138786	ncAvAR-751	8
chr1	51916160	51916416	ncAvAR-752	89
chr1	176557003	176557388	ncAvAR-753	309
chr20	2739727	2740112	ncAvAR-754	1489
chr3	76188195	76188323	ncAvAR-755	765
chr11	6750905	6751033	ncAvAR-756	1345
chr12	9639493	9639621	ncAvAR-757	1393
chr11	8702502	8703018	ncAvAR-758	1350
chr4	57500939	57501197	ncAvAR-759	901
chr1	145843541	145843799	ncAvAR-760	251
chr4	32459996	32460255	ncAvAR-761	870
chr5	22182750	22183009	ncAvAR-762	974
chr8	27088175	27088434	ncAvAR-763	1255
chr10	16274935	16275064	ncAvAR-764	1314
chr13	17278370	17278499	ncAvAR-765	1447
chr20	9010861	9010990	ncAvAR-766	1507
chr3	20452780	20453039	ncAvAR-767	663
chr5	30666079	30666339	ncAvAR-768	984
chr2	87445049	87445309	ncAvAR-769	512
chr7	10057738	10057868	ncAvAR-770	1126
chr8	15303458	15303588	ncAvAR-771	1212
chr1	131133471	131133863	ncAvAR-772	217
chr20	7527385	7527646	ncAvAR-773	1501
chr2	112461362	112461624	ncAvAR-774	553
chr5	11665810	11666204	ncAvAR-775	958
chr2	114138707	114138970	ncAvAR-776	558
chr20	8502488	8502751	ncAvAR-777	1506
chr5	14024353	14024618	ncAvAR-778	963
chr5	32167872	32168004	ncAvAR-779	992
chr1	175253598	175253863	ncAvAR-780	307
chr1	46308838	46309369	ncAvAR-781	74
chr1	49127695	49127960	ncAvAR-782	80
chr5	35986139	35986405	ncAvAR-783	1005
chr12	13357636	13357902	ncAvAR-784	1406
chr2	140311002	140311268	ncAvAR-785	610
chr1	128273761	128273894	ncAvAR-786	211
chr20	8135531	8135664	ncAvAR-787	1504
chr4	85017971	85018238	ncAvAR-788	928
chr14	11212398	11212665	ncAvAR-789	1455
chr2	135453633	135453900	ncAvAR-790	604
chr1	147106885	147107287	ncAvAR-791	257
chr3	106092094	106092363	ncAvAR-792	809
chr1	9375988	9376122	ncAvAR-793	21
chr7	11603162	11603431	ncAvAR-794	1130
chr8	26069790	26069924	ncAvAR-795	1251
chr10	16177116	16177250	ncAvAR-796	1314
chr1	29951851	29951985	ncAvAR-797	54
chr3	294509	294643	ncAvAR-798	617
chr3	102113732	102114137	ncAvAR-799	802
chr11	4006340	4006881	ncAvAR-800	1329
chr1	9314755	9315026	ncAvAR-801	20
chr8	18866809	18866944	ncAvAR-802	1224
chr8	20841408	20841543	ncAvAR-803	1228
chr2	86820723	86821266	ncAvAR-804	509
chr20	11626812	11627083	ncAvAR-805	1513
chr1	61493551	61493686	ncAvAR-806	105
chr3	54770802	54771482	ncAvAR-807	723
chr3	108455712	108455984	ncAvAR-808	820
chr8	20175255	20175527	ncAvAR-809	1225
chr9	12333562	12333834	ncAvAR-810	1279
chr5	47212300	47212709	ncAvAR-811	1034
chr6	23858659	23858932	ncAvAR-812	1087
chr8	24064204	24064477	ncAvAR-813	1245
chr2	3037557	3037693	ncAvAR-814	332
chr2	39160758	39160894	ncAvAR-815	431
chr2	114612915	114613051	ncAvAR-816	561
chr4	73938369	73938643	ncAvAR-817	909
chr13	11709079	11709628	ncAvAR-818	1436
chr3	108142064	108142201	ncAvAR-819	817
chr8	25416017	25416430	ncAvAR-820	1248
chr12	1930181	1930456	ncAvAR-821	1382
chr15	12073614	12074028	ncAvAR-822	1465
chr3	18515190	18515604	ncAvAR-823	653
chr1	65781482	65781758	ncAvAR-824	114
chr3	102366508	102366785	ncAvAR-825	803
chr1	160499022	160499438	ncAvAR-826	285
chr13	11643091	11643368	ncAvAR-827	1436
chr24	3245010	3245148	ncAvAR-828	1535
chr5	35290824	35291241	ncAvAR-829	1001
chr7	34123460	34123877	ncAvAR-830	1189
chr5	55838214	55838492	ncAvAR-831	1059
chr1	145698346	145698624	ncAvAR-832	250
chr4	899791	899930	ncAvAR-833	826
chr5	36867017	36867156	ncAvAR-834	1010
chr6	15930741	15931020	ncAvAR-835	1076
chr1	169001369	169001508	ncAvAR-836	300
chr2	91425782	91426201	ncAvAR-837	524
chr23	1338075	1338354	ncAvAR-838	1526
chr24	1904988	1905127	ncAvAR-839	1530
chr3	34442587	34442866	ncAvAR-840	693
chr5	38050623	38051043	ncAvAR-841	1015
chr5	55741133	55741413	ncAvAR-842	1058
chr1	155101516	155101796	ncAvAR-843	272
chr5	10360617	10360757	ncAvAR-844	951
chr8	6328641	6328922	ncAvAR-845	1205
chr11	17109922	17110062	ncAvAR-846	1372
chr14	2902413	2902553	ncAvAR-847	1450
chr3	15115219	15115500	ncAvAR-848	647
chr4	10583851	10584133	ncAvAR-849	841
chr3	27947105	27947387	ncAvAR-850	684
chr2	124922045	124922752	ncAvAR-851	578
chr2	21376173	21376314	ncAvAR-852	382
chr2	103877512	103877795	ncAvAR-853	535
chr1	106538093	106538519	ncAvAR-854	182
chr3	25975826	25976110	ncAvAR-855	679
chr5	34319547	34320117	ncAvAR-856	997
chr4	30919198	30919769	ncAvAR-857	863
chr11	6077976	6078404	ncAvAR-858	1342
chr1	34450000	34450285	ncAvAR-859	60
chr3	56618057	56618199	ncAvAR-860	727
chr2	11180920	11181206	ncAvAR-861	358
chr3	51520617	51520903	ncAvAR-862	716
chr1	146196763	146197050	ncAvAR-863	252
chr1	158076435	158076722	ncAvAR-864	280
chr14	2810353	2810496	ncAvAR-865	1450
chr2	13620384	13620527	ncAvAR-866	364
chr2	114269671	114269958	ncAvAR-867	559
chr1	63832730	63832873	ncAvAR-868	111
chr8	24257057	24257489	ncAvAR-869	1246
chr3	36383051	36383483	ncAvAR-870	696
chr1	99727276	99727854	ncAvAR-871	173
chr4	68287046	68287480	ncAvAR-872	907
chr6	23751824	23752403	ncAvAR-873	1086
chr10	15814924	15815213	ncAvAR-874	1311
chr10	16165666	16165955	ncAvAR-875	1314
chr2	63388668	63388957	ncAvAR-876	476
chr2	128001896	128002620	ncAvAR-877	591
chr3	21527079	21527514	ncAvAR-878	667
chr3	67718550	67718840	ncAvAR-879	745
chr1	130624374	130624664	ncAvAR-880	213
chr1	146476848	146477138	ncAvAR-881	254
chr6	23969368	23969659	ncAvAR-882	1088
chr1	109832960	109833543	ncAvAR-883	191
chr2	113066217	113066654	ncAvAR-884	556
chr5	55845945	55846237	ncAvAR-885	1059
chr1	23532429	23532721	ncAvAR-886	37
chr2	35027127	35027566	ncAvAR-887	421
chr5	8209464	8209904	ncAvAR-888	945
chr2	5745818	5746111	ncAvAR-889	335
chr2	28006158	28006451	ncAvAR-890	396
chr3	22862884	22863030	ncAvAR-891	671
chr11	3778936	3779524	ncAvAR-892	1327
chr7	25859863	25860157	ncAvAR-893	1165
chr1	60494832	60495126	ncAvAR-894	102
chr3	87513735	87513882	ncAvAR-895	771
chr7	20512039	20512334	ncAvAR-896	1151
chr8	23252457	23252900	ncAvAR-897	1240
chr11	19158480	19158775	ncAvAR-898	1378
chr2	39250488	39250783	ncAvAR-899	432
chr2	139633331	139633626	ncAvAR-900	609
chr3	52867341	52867488	ncAvAR-901	718
chr11	6271669	6271965	ncAvAR-902	1344
chr2	59833785	59834081	ncAvAR-903	464
chr2	64079267	64079563	ncAvAR-904	482
chr7	28736316	28736614	ncAvAR-905	1171
chr2	39165373	39165671	ncAvAR-906	431
chr3	22788720	22789018	ncAvAR-907	670
chr8	22066742	22067190	ncAvAR-908	1231
chr5	34832320	34832469	ncAvAR-909	998
chr5	54790046	54790195	ncAvAR-910	1057
chr7	35993052	35993201	ncAvAR-911	1193
chr2	139638599	139638898	ncAvAR-912	609
chr3	1484569	1484718	ncAvAR-913	624
chr2	63735730	63736030	ncAvAR-914	479
chr3	25766848	25767148	ncAvAR-915	677
chr3	99400087	99400388	ncAvAR-916	791
chr4	18595299	18595449	ncAvAR-917	855
chr8	12909687	12909988	ncAvAR-918	1207
chr1	109236692	109236993	ncAvAR-919	190
chr1	4361649	4361799	ncAvAR-920	5
chr2	106653809	106654110	ncAvAR-921	542
chr2	50786838	50787140	ncAvAR-922	452
chr4	30944001	30944152	ncAvAR-923	863
chr12	1989670	1989821	ncAvAR-924	1383
chr13	11760975	11761278	ncAvAR-925	1436
chr3	11056382	11056533	ncAvAR-926	635
chr8	5656957	5657413	ncAvAR-927	1202
chr10	3243448	3243752	ncAvAR-928	1299
chr11	4249322	4249626	ncAvAR-929	1331
chr12	16182727	16183031	ncAvAR-930	1411
chr8	13529518	13529823	ncAvAR-931	1210
chr8	21064873	21065178	ncAvAR-932	1228
chr1	3979311	3979463	ncAvAR-933	4
chr2	6773606	6773911	ncAvAR-934	341
chr20	4585108	4585413	ncAvAR-935	1495
chr6	21794456	21794762	ncAvAR-936	1083
chr6	27938072	27938378	ncAvAR-937	1093
chr1	148674034	148674340	ncAvAR-938	262
chr3	94289350	94289810	ncAvAR-939	779
chr1	54945866	54946480	ncAvAR-940	96
chr3	101963615	101963922	ncAvAR-941	801
chr8	15833813	15834120	ncAvAR-942	1214
chr2	27393225	27393840	ncAvAR-943	394
chr2	91418564	91418871	ncAvAR-944	524
chr2	109482906	109483213	ncAvAR-945	548
chr1	66015760	66015913	ncAvAR-946	116
chr3	11430253	11430716	ncAvAR-947	639
chr3	25420380	25420843	ncAvAR-948	674
chr1	82948562	82948716	ncAvAR-949	137
chr1	25158735	25158889	ncAvAR-950	38
chr1	26348582	26348736	ncAvAR-951	47
chr1	51653976	51654130	ncAvAR-952	87
chr1	63735510	63735664	ncAvAR-953	111
chr3	11223881	11224190	ncAvAR-954	637
chr3	34934595	34934904	ncAvAR-955	694
chr10	16416089	16416399	ncAvAR-956	1315
chr1	38750050	38750360	ncAvAR-957	65
chr1	83224735	83225201	ncAvAR-958	140
chr1	20041142	20041764	ncAvAR-959	32
chr8	20834982	20835137	ncAvAR-960	1228
chr26	4485807	4485962	ncAvAR-961	1539
chr3	41154020	41154175	ncAvAR-962	703
chr2	27196967	27197436	ncAvAR-963	392
chr5	51548085	51548241	ncAvAR-964	1048
chr8	26199597	26199910	ncAvAR-965	1252
chr11	14762184	14762654	ncAvAR-966	1370
chr2	24408240	24408553	ncAvAR-967	387
chr2	86021395	86021551	ncAvAR-968	505
chr2	91352677	91352833	ncAvAR-969	524
chr3	37734894	37735050	ncAvAR-970	698
chr14	2854496	2854810	ncAvAR-971	1450
chr3	1171804	1172118	ncAvAR-972	622
chr3	27748086	27748400	ncAvAR-973	682
chr3	51183577	51183891	ncAvAR-974	714
chr3	67416580	67416895	ncAvAR-975	743
chr3	75934818	75935133	ncAvAR-976	763
chr1	82076161	82076476	ncAvAR-977	129
chr5	39210537	39210694	ncAvAR-978	1019
chr1	147739453	147739610	ncAvAR-979	259
chr1	148579362	148579519	ncAvAR-980	261
chr1	177429608	177429765	ncAvAR-981	310
chr24	2391281	2391438	ncAvAR-982	1534
chr3	21377006	21377322	ncAvAR-983	667
chr4	18507658	18507816	ncAvAR-984	854
chr5	9237049	9237207	ncAvAR-985	947
chr6	24874695	24875012	ncAvAR-986	1090
chr1	38874506	38874664	ncAvAR-987	66
chr2	109709493	109709651	ncAvAR-988	550
chr1	5331192	5331510	ncAvAR-989	10
chr2	103570923	103571241	ncAvAR-990	532
chr12	13622798	13623277	ncAvAR-991	1407
chr2	50108726	50109045	ncAvAR-992	448
chr2	140313875	140314034	ncAvAR-993	610
chr3	8198545	8198704	ncAvAR-994	630
chr12	10929302	10929622	ncAvAR-995	1398
chr20	5610772	5611092	ncAvAR-996	1499
chr1	83330795	83331276	ncAvAR-997	141
chr20	4776667	4777148	ncAvAR-998	1498
chr3	70952785	70952945	ncAvAR-999	749
chr18	8528466	8528787	ncAvAR-1000	1480
chr19	2267326	2267647	ncAvAR-1001	1484
chr3	51118852	51119012	ncAvAR-1002	714
chr2	32426899	32427382	ncAvAR-1003	411
chr5	50072913	50073235	ncAvAR-1004	1043
chr12	16725673	16725995	ncAvAR-1005	1416
chr3	12855471	12855793	ncAvAR-1006	643
chr1	27408354	27409000	ncAvAR-1007	51
chr5	28622347	28622508	ncAvAR-1008	981
chr6	15414195	15414356	ncAvAR-1009	1074
chr7	33794807	33794968	ncAvAR-1010	1187
chr1	43710825	43710986	ncAvAR-1011	72
chr20	11102272	11102757	ncAvAR-1012	1510
chr3	11370805	11371128	ncAvAR-1013	639
chr12	16068409	16068895	ncAvAR-1014	1410
chr5	5723732	5724056	ncAvAR-1015	941
chr3	11688366	11689015	ncAvAR-1016	641
chr13	11500696	11501183	ncAvAR-1017	1436
chr6	30626088	30626413	ncAvAR-1018	1100
chr1	178879350	178879512	ncAvAR-1019	312
chr1	187951639	187951801	ncAvAR-1020	322
chr12	16409165	16409327	ncAvAR-1021	1413
chr2	37750395	37750557	ncAvAR-1022	428
chr3	20131437	20131762	ncAvAR-1023	661
chr1	84453936	84454262	ncAvAR-1024	143
chr2	59971213	59971539	ncAvAR-1025	465
chr18	6225706	6226196	ncAvAR-1026	1477
chr6	15372100	15372918	ncAvAR-1027	1074
chr15	4742416	4742579	ncAvAR-1028	1462
chr2	54190113	54190276	ncAvAR-1029	456
chr3	1030033	1030196	ncAvAR-1030	621
chr2	130203577	130204070	ncAvAR-1031	596
chr4	14283547	14283711	ncAvAR-1032	845
chr8	16142284	16142448	ncAvAR-1033	1216
chr4	33018902	33019232	ncAvAR-1034	873
chr10	16074444	16074774	ncAvAR-1035	1313
chr7	28622282	28622778	ncAvAR-1036	1170
chr1	63383987	63384483	ncAvAR-1037	108
chr4	5469713	5470044	ncAvAR-1038	830
chr5	8447393	8447558	ncAvAR-1039	946
chr1	106485579	106485910	ncAvAR-1040	181
chr12	9721317	9721482	ncAvAR-1041	1393
chr2	135112699	135113196	ncAvAR-1042	602
chr3	11788587	11789084	ncAvAR-1043	642
chr3	21593746	21593911	ncAvAR-1044	667
chr7	5237573	5237905	ncAvAR-1045	1120
chr3	25472697	25473029	ncAvAR-1046	674
chr7	11701750	11701916	ncAvAR-1047	1131
chr7	23187186	23187352	ncAvAR-1048	1160
chr1	13301533	13302201	ncAvAR-1049	24
chr12	9755557	9755891	ncAvAR-1050	1393
chr2	91191381	91191715	ncAvAR-1051	523
chr1	41965444	41965946	ncAvAR-1052	70
chr3	60002722	60003057	ncAvAR-1053	731
chr4	80558766	80558933	ncAvAR-1054	924
chr5	46748787	46749290	ncAvAR-1055	1031
chr6	24022408	24022575	ncAvAR-1056	1089
chr11	5545427	5545762	ncAvAR-1057	1339
chr2	24209578	24209745	ncAvAR-1058	385
chr2	57202574	57202909	ncAvAR-1059	459
chr3	1565562	1565729	ncAvAR-1060	625
chr5	49509451	49509787	ncAvAR-1061	1042
chr12	16617792	16618128	ncAvAR-1062	1415
chr1	9162729	9163234	ncAvAR-1063	19
chr4	32902018	32902186	ncAvAR-1064	872
chr6	30017212	30017380	ncAvAR-1065	1096
chr12	7380264	7380432	ncAvAR-1066	1387
chr2	125644289	125644626	ncAvAR-1067	583
chr3	30034126	30034294	ncAvAR-1068	685
chr5	5639100	5639438	ncAvAR-1069	940
chr7	33562002	33562340	ncAvAR-1070	1185
chr8	22419064	22419233	ncAvAR-1071	1233
chr1	154897100	154897439	ncAvAR-1072	269
chr1	9150196	9150537	ncAvAR-1073	19
chr4	6813841	6814182	ncAvAR-1074	832
chr1	111771531	111771701	ncAvAR-1075	196
chr1	131061368	131061710	ncAvAR-1076	217
chr11	8475829	8476171	ncAvAR-1077	1348
chr3	18533736	18534078	ncAvAR-1078	653
chr1	157782481	157782995	ncAvAR-1079	278
chr3	71888198	71888885	ncAvAR-1080	753
chr3	108219765	108219936	ncAvAR-1081	818
chr1	82005093	82005438	ncAvAR-1082	128
chr1	83397701	83397873	ncAvAR-1083	141
chr8	27649504	27650022	ncAvAR-1084	1261
chr14	2847463	2847635	ncAvAR-1085	1450
chr1	6466556	6466901	ncAvAR-1086	15
chr27	6225227	6225399	ncAvAR-1087	1541
chr1	65614092	65614437	ncAvAR-1088	113
chr8	21006654	21007173	ncAvAR-1089	1228
chr1	13904429	13904776	ncAvAR-1090	27
chr2	34771979	34772326	ncAvAR-1091	419
chr5	37231056	37231404	ncAvAR-1092	1013
chr13	11625917	11626265	ncAvAR-1093	1436
chr3	40968952	40969300	ncAvAR-1094	702
chr4	30851136	30851485	ncAvAR-1095	862
chr1	81596235	81596584	ncAvAR-1096	126
chr5	10336100	10336449	ncAvAR-1097	951
chr5	36067321	36067670	ncAvAR-1098	1006
chr5	47433603	47433952	ncAvAR-1099	1035
chr5	55843799	55844148	ncAvAR-1100	1059
chr8	22521555	22521729	ncAvAR-1101	1234
chr8	27415737	27415911	ncAvAR-1102	1258
chr1	172084998	172085172	ncAvAR-1103	302
chr13	10545511	10545860	ncAvAR-1104	1434
chr3	54832555	54832904	ncAvAR-1105	724
chr1	63830066	63830416	ncAvAR-1106	111
chr12	9680736	9681262	ncAvAR-1107	1393
chr1	107931287	107931462	ncAvAR-1108	185
chr12	9733901	9734252	ncAvAR-1109	1393
chr2	125267437	125267788	ncAvAR-1110	581
chr5	56012687	56013039	ncAvAR-1111	1060
chr8	2328490	2328842	ncAvAR-1112	1199
chr2	13552614	13552966	ncAvAR-1113	363
chr3	102389858	102390034	ncAvAR-1114	803
chr4	65505700	65505876	ncAvAR-1115	905
chr6	9218229	9218582	ncAvAR-1116	1068
chr8	20921771	20922124	ncAvAR-1117	1228
chr10	15806401	15806577	ncAvAR-1118	1311
chr2	18039031	18039207	ncAvAR-1119	380
chr2	61788135	61788311	ncAvAR-1120	471
chr2	103910858	103911211	ncAvAR-1121	535
chr3	107831484	107831838	ncAvAR-1122	815
chr12	10482058	10482412	ncAvAR-1123	1395
chr1	111071171	111071526	ncAvAR-1124	194
chr1	3331833	3332010	ncAvAR-1125	2
chr1	29428968	29429323	ncAvAR-1126	52
chr12	16133748	16133925	ncAvAR-1127	1411
chr8	18162743	18163099	ncAvAR-1128	1221
chr2	28261356	28261712	ncAvAR-1129	397
chr20	4809828	4810184	ncAvAR-1130	1498
chr1	82302524	82302702	ncAvAR-1131	131
chr7	23820773	23821130	ncAvAR-1132	1161
chr2	135672463	135672820	ncAvAR-1133	605
chr6	23748468	23748826	ncAvAR-1134	1086
chr20	4818460	4818818	ncAvAR-1135	1498
chr1	85834687	85835046	ncAvAR-1136	145
chr5	47940404	47940583	ncAvAR-1137	1039
chr6	28278153	28278513	ncAvAR-1138	1094
chr5	50847586	50847766	ncAvAR-1139	1045
chr1	136241639	136241819	ncAvAR-1140	230
chr13	4039926	4040106	ncAvAR-1141	1424
chr2	26471618	26471798	ncAvAR-1142	391
chr2	103679952	103680313	ncAvAR-1143	533
chr1	83610402	83610583	ncAvAR-1144	142
chr5	47996389	47996752	ncAvAR-1145	1040
chr7	9303559	9303740	ncAvAR-1146	1125
chr7	28637658	28637839	ncAvAR-1147	1170
chr1	137948037	137948218	ncAvAR-1148	235
chr2	35199592	35199773	ncAvAR-1149	421
chr2	91250490	91250853	ncAvAR-1150	524
chr2	146713848	146714029	ncAvAR-1151	615
chr3	1664129	1664310	ncAvAR-1152	625
chr3	65119896	65120261	ncAvAR-1153	739
chr5	11591024	11591389	ncAvAR-1154	957
chr6	28064339	28064521	ncAvAR-1155	1094
chr1	158235271	158235636	ncAvAR-1156	280
chr2	103681972	103682337	ncAvAR-1157	533
chr2	13967350	13967899	ncAvAR-1158	366
chr2	62532813	62533363	ncAvAR-1159	474
chr7	29800976	29801159	ncAvAR-1160	1174
chr1	146452549	146452732	ncAvAR-1161	254
chr10	13682314	13682497	ncAvAR-1162	1306
chr12	12596715	12596898	ncAvAR-1163	1400
chr12	16238646	16238829	ncAvAR-1164	1411
chr3	1454573	1454756	ncAvAR-1165	624
chr5	31199059	31199611	ncAvAR-1166	986
chr11	4584748	4585300	ncAvAR-1167	1334
chr3	1247024	1247392	ncAvAR-1168	623
chr5	11041881	11042435	ncAvAR-1169	953
chr8	12844368	12844737	ncAvAR-1170	1207
chr1	147742501	147742685	ncAvAR-1171	259
chr2	91452634	91452818	ncAvAR-1172	524
chr6	15259244	15259614	ncAvAR-1173	1073
chr5	11454397	11454768	ncAvAR-1174	956
chr1	98491168	98491539	ncAvAR-1175	171
chr7	21773740	21773925	ncAvAR-1176	1157
chr8	16136636	16137007	ncAvAR-1177	1216
chr12	16127033	16127404	ncAvAR-1178	1411
chr1	32360787	32361158	ncAvAR-1179	56
chr1	158317467	158317839	ncAvAR-1180	280
chr8	16113334	16113520	ncAvAR-1181	1216
chr13	1779633	1779819	ncAvAR-1182	1419
chr5	17513477	17513851	ncAvAR-1183	968
chr7	28796775	28797150	ncAvAR-1184	1172
chr1	164857905	164858092	ncAvAR-1185	292
chr2	57105856	57106419	ncAvAR-1186	458
chr3	20077473	20077848	ncAvAR-1187	661
