seqnames	start	end	element_accelerated_ranking_name	cluster
chr4	24235404	24235732	ncMAR-620	698
chr10	8921473	8921801	ncMAR-621	1410
chr3	71636367	71636586	ncMAR-622	565
chr4	146943202	146943366	ncMAR-623	771
chr6	6227828	6227937	ncMAR-624	951
chr7	13321551	13321715	ncMAR-625	1016
chr9	36768908	36769017	ncMAR-626	1306
chr10	10644166	10644385	ncMAR-627	1413
chr10	66398847	66398956	ncMAR-628	1453
chr11	36970600	36971039	ncMAR-629	1598
chr12	97083009	97083228	ncMAR-630	1743
chr1	221709084	221709303	ncMAR-631	204
chr2	156561934	156562098	ncMAR-632	375
chr12	53983161	53983380	ncMAR-633	1716
chr5	30686736	30687067	ncMAR-634	822
chr13	58638912	58639077	ncMAR-635	1789
chr1	213960289	213960454	ncMAR-636	173
chr15	64171605	64171881	ncMAR-637	2012
chr3	137642171	137642558	ncMAR-638	620
chr5	124634825	124635046	ncMAR-639	939
chr16	73372125	73372235	ncMAR-640	2106
chr6	9616785	9617062	ncMAR-641	962
chr7	21213041	21213207	ncMAR-642	1033
chr14	32702733	32703122	ncMAR-643	1881
chr14	25890590	25890812	ncMAR-644	1858
chr2	198650699	198650866	ncMAR-645	444
chr9	24489152	24489263	ncMAR-646	1294
chr1	22204992	22205159	ncMAR-647	4
chr16	58817166	58817389	ncMAR-648	2091
chr2	229205721	229206001	ncMAR-649	490
chr14	36208718	36208942	ncMAR-650	1899
chr8	60896495	60896663	ncMAR-651	1162
chr16	55320870	55321038	ncMAR-652	2089
chr2	156735464	156735970	ncMAR-653	376
chr11	115245743	115246024	ncMAR-654	1635
chr14	36118910	36119191	ncMAR-655	1898
chr1	83846281	83846393	ncMAR-656	71
chr11	20163173	20163285	ncMAR-657	1579
chr2	58801120	58801232	ncMAR-658	269
chr2	155907988	155908326	ncMAR-659	370
chr1	44546484	44546653	ncMAR-660	15
chr7	115862035	115862204	ncMAR-661	1099
chr11	72340281	72340450	ncMAR-662	1614
chr17	57605017	57605186	ncMAR-663	2150
chr1	88129812	88130208	ncMAR-664	85
chr2	199603174	199603400	ncMAR-665	449
chr10	100707009	100707406	ncMAR-666	1494
chr3	165335479	165335706	ncMAR-667	647
chr9	14202929	14203156	ncMAR-668	1269
chr10	106696320	106696605	ncMAR-669	1516
chr9	119083345	119083573	ncMAR-670	1374
chr9	81376924	81377267	ncMAR-671	1340
chr1	63779535	63779649	ncMAR-672	34
chr5	89499697	89499926	ncMAR-673	870
chr12	97987503	97987617	ncMAR-674	1748
chr14	32730989	32731333	ncMAR-675	1881
chr2	145330364	145330709	ncMAR-676	349
chr2	199295974	199296146	ncMAR-677	448
chr9	7860022	7860194	ncMAR-678	1250
chr13	89110955	89111127	ncMAR-679	1825
chr13	57740845	57741075	ncMAR-680	1787
chr14	98752219	98752449	ncMAR-681	1978
chr5	78217045	78217507	ncMAR-682	852
chr1	87085518	87085691	ncMAR-683	76
chr11	125156786	125156959	ncMAR-684	1650
chr1	209303025	209303431	ncMAR-685	166
chr9	80046476	80046883	ncMAR-686	1334
chr9	105972507	105972681	ncMAR-687	1355
chr14	76099272	76099446	ncMAR-688	1933
chr1	44473167	44473400	ncMAR-689	15
chr7	103607736	103607969	ncMAR-690	1082
chr8	60777961	60778077	ncMAR-691	1161
chr7	25562844	25563078	ncMAR-692	1035
chr9	74687625	74687859	ncMAR-693	1317
chr16	73217457	73217750	ncMAR-694	2105
chr3	18033852	18034087	ncMAR-695	502
chr3	71361460	71361695	ncMAR-696	564
chr1	53522074	53522250	ncMAR-697	23
chr9	120799265	120799500	ncMAR-698	1378
chr14	98526967	98527202	ncMAR-699	1977
chr16	73319858	73319975	ncMAR-700	2106
chr10	61964488	61964665	ncMAR-701	1446
chr17	48349817	48349994	ncMAR-702	2142
chr9	100205297	100205415	ncMAR-703	1352
chr2	199292639	199293056	ncMAR-704	448
chr7	28684151	28684389	ncMAR-705	1051
chr10	75990196	75990794	ncMAR-706	1467
chr2	163741995	163742174	ncMAR-707	391
chr14	98139698	98140118	ncMAR-708	1975
chr14	89781104	89781344	ncMAR-709	1967
chr8	63976672	63977033	ncMAR-710	1167
chr11	133324004	133324184	ncMAR-711	1680
chr15	94547677	94547978	ncMAR-712	2026
chr5	36878723	36878964	ncMAR-713	827
chr6	8809792	8810033	ncMAR-714	957
chr7	9711565	9711806	ncMAR-715	1011
chr9	1743473	1743593	ncMAR-716	1244
chr16	8531165	8531406	ncMAR-717	2060
chr17	2195147	2195267	ncMAR-718	2124
chr9	70531870	70532111	ncMAR-719	1310
chr15	40930833	40931074	ncMAR-720	1997
chr7	132440406	132440587	ncMAR-721	1113
chr14	30432296	30432720	ncMAR-722	1879
chr12	17939894	17940136	ncMAR-723	1695
chr2	173706151	173706394	ncMAR-724	410
chr1	82153679	82153922	ncMAR-725	62
chr10	16665797	16665979	ncMAR-726	1421
chr11	133825073	133825316	ncMAR-727	1684
chr14	25442857	25443100	ncMAR-728	1854
chr1	243453801	243454044	ncMAR-729	209
chr9	111056639	111056883	ncMAR-730	1362
chr3	69991070	69991253	ncMAR-731	552
chr5	88670293	88670476	ncMAR-732	863
chr2	207432503	207432809	ncMAR-733	465
chr2	219906938	219907306	ncMAR-734	478
chr3	128316789	128317157	ncMAR-735	610
chr3	173805535	173805780	ncMAR-736	662
chr7	10797644	10797889	ncMAR-737	1013
chr3	169222259	169222935	ncMAR-738	654
chr8	105654587	105654894	ncMAR-739	1223
chr10	117967168	117967475	ncMAR-740	1537
chr2	181218305	181218489	ncMAR-741	436
chr2	31109844	31110029	ncMAR-742	243
chr5	89545431	89545678	ncMAR-743	870
chr5	114523410	114523533	ncMAR-744	922
chr5	126054854	126054977	ncMAR-745	949
chr1	104761848	104762095	ncMAR-746	116
chr17	48492762	48492885	ncMAR-747	2143
chr8	70008860	70009232	ncMAR-748	1182
chr8	64618998	64619246	ncMAR-749	1171
chr2	232780087	232780273	ncMAR-750	492
chr9	8246837	8247023	ncMAR-751	1252
chr2	175363736	175364047	ncMAR-752	415
chr5	106143170	106143294	ncMAR-753	909
chr9	118310941	118311065	ncMAR-754	1371
chr14	85822451	85822575	ncMAR-755	1959
chr15	67550153	67550402	ncMAR-756	2018
chr17	71966569	71966693	ncMAR-757	2168
chr2	205902564	205902751	ncMAR-758	462
chr16	62747928	62748116	ncMAR-759	2099
chr3	25151467	25151845	ncMAR-760	510
chr9	80797887	80798202	ncMAR-761	1337
chr11	30747304	30747493	ncMAR-762	1588
chr16	55237240	55237429	ncMAR-763	2088
chr2	204069863	204070116	ncMAR-764	452
chr5	84685128	84685381	ncMAR-765	855
chr7	115783521	115783647	ncMAR-766	1098
chr12	23060650	23061030	ncMAR-767	1697
chr14	98803317	98803443	ncMAR-768	1979
chr3	79810800	79810990	ncMAR-769	579
chr14	34711213	34711467	ncMAR-770	1892
chr5	74384956	74385210	ncMAR-771	847
chr1	81327309	81327692	ncMAR-772	55
chr5	77978190	77978637	ncMAR-773	850
chr7	114295102	114295421	ncMAR-774	1090
chr11	43121420	43121611	ncMAR-775	1605
chr9	74692042	74692169	ncMAR-776	1317
chr3	67184338	67184658	ncMAR-777	548
chr14	53788733	53788925	ncMAR-778	1910
chr16	73231913	73232105	ncMAR-779	2105
chr2	209687668	209687989	ncMAR-780	467
chr11	19480543	19480671	ncMAR-781	1578
chr8	63750088	63750281	ncMAR-782	1166
chr9	1840032	1840225	ncMAR-783	1244
chr5	74413042	74413300	ncMAR-784	847
chr5	82176680	82176938	ncMAR-785	853
chr2	211260018	211260212	ncMAR-786	469
chr1	83098441	83098570	ncMAR-787	69
chr7	141072505	141072634	ncMAR-788	1122
chr11	132237811	132238200	ncMAR-789	1674
chr17	2174445	2174574	ncMAR-790	2124
chr2	67626532	67626791	ncMAR-791	301
chr2	59183859	59184119	ncMAR-792	271
chr9	17183657	17183917	ncMAR-793	1280
chr1	216974585	216974780	ncMAR-794	186
chr17	36820508	36820703	ncMAR-795	2135
chr2	199316195	199316325	ncMAR-796	448
chr9	81021366	81021627	ncMAR-797	1338
chr11	44235885	44236146	ncMAR-798	1608
chr2	22020295	22020425	ncMAR-799	230
chr10	118509815	118510273	ncMAR-800	1540
chr15	96531952	96532410	ncMAR-801	2039
chr15	94973631	94973958	ncMAR-802	2029
chr2	36207278	36207474	ncMAR-803	245
chr4	29396095	29396226	ncMAR-804	704
chr17	57291393	57291524	ncMAR-805	2148
chr2	21821632	21822027	ncMAR-806	229
chr3	157871707	157872435	ncMAR-807	634
chr8	116458223	116458686	ncMAR-808	1231
chr2	67728753	67729216	ncMAR-809	302
chr3	55028280	55028478	ncMAR-810	526
chr2	22902174	22902439	ncMAR-811	235
chr2	119977740	119978005	ncMAR-812	326
chr1	46457031	46457163	ncMAR-813	17
chr7	27091973	27092105	ncMAR-814	1045
chr7	33509392	33509524	ncMAR-815	1053
chr11	15303435	15303700	ncMAR-816	1565
chr11	131098252	131098384	ncMAR-817	1667
chr9	16682430	16682629	ncMAR-818	1278
chr13	93926540	93926739	ncMAR-819	1834
chr2	181214449	181214715	ncMAR-820	436
chr9	128409247	128409513	ncMAR-821	1392
chr2	57745302	57745702	ncMAR-822	261
chr7	134041227	134041762	ncMAR-823	1119
chr8	25907866	25908066	ncMAR-824	1135
chr9	117737981	117738114	ncMAR-825	1368
chr12	23399932	23400065	ncMAR-826	1700
chr11	125399198	125399734	ncMAR-827	1652
chr1	107448804	107449139	ncMAR-828	118
chr10	76784654	76784922	ncMAR-829	1473
chr11	131634118	131634386	ncMAR-830	1670
chr9	16281110	16281311	ncMAR-831	1274
chr10	116836117	116836318	ncMAR-832	1530
chr7	93226477	93226611	ncMAR-833	1078
chr2	222575835	222575969	ncMAR-834	487
chr4	42211609	42211878	ncMAR-835	710
chr10	100755460	100755594	ncMAR-836	1494
chr11	131095535	131095669	ncMAR-837	1667
chr7	20892635	20892837	ncMAR-838	1031
chr3	18044983	18045322	ncMAR-839	502
chr5	125713062	125713265	ncMAR-840	947
chr8	118166025	118166160	ncMAR-841	1237
chr14	32825784	32826259	ncMAR-842	1881
chr16	74064780	74064915	ncMAR-843	2109
chr12	78952141	78952549	ncMAR-844	1732
chr5	92328442	92328646	ncMAR-845	882
chr9	16713470	16713674	ncMAR-846	1278
chr2	144462753	144462889	ncMAR-847	344
chr12	122226430	122226566	ncMAR-848	1770
chr6	9402023	9402365	ncMAR-849	960
chr1	208648254	208648459	ncMAR-850	160
chr1	204261928	204262133	ncMAR-851	152
chr8	37151810	37152084	ncMAR-852	1148
chr2	199311994	199312269	ncMAR-853	448
chr4	24066887	24067300	ncMAR-854	696
chr4	108589524	108589730	ncMAR-855	748
chr5	25800102	25800308	ncMAR-856	821
chr10	78131363	78131638	ncMAR-857	1477
chr14	82845067	82845204	ncMAR-858	1951
chr8	92423389	92423665	ncMAR-859	1203
chr10	129341774	129342050	ncMAR-860	1551
chr11	32421572	32421710	ncMAR-861	1595
chr16	8326246	8326384	ncMAR-862	2058
chr3	24763398	24763745	ncMAR-863	508
chr8	75701438	75701646	ncMAR-864	1186
chr8	88542433	88542641	ncMAR-865	1198
chr11	40701070	40701278	ncMAR-866	1600
chr9	16230748	16231026	ncMAR-867	1273
chr1	98404974	98405392	ncMAR-868	111
chr9	25453844	25454262	ncMAR-869	1297
chr6	45880544	45880823	ncMAR-870	1007
chr10	118272589	118272868	ncMAR-871	1538
chr2	59102084	59102364	ncMAR-872	271
chr3	75025113	75025323	ncMAR-873	569
chr5	89485051	89485261	ncMAR-874	870
chr11	132257059	132257269	ncMAR-875	1674
chr7	26190292	26190502	ncMAR-876	1039
chr3	85208423	85208774	ncMAR-877	584
chr6	20933486	20933767	ncMAR-878	985
chr9	105199002	105199283	ncMAR-879	1354
chr6	43180525	43180665	ncMAR-880	1000
chr5	107588381	107588733	ncMAR-881	916
chr13	105550888	105551099	ncMAR-882	1848
chr8	37716767	37717049	ncMAR-883	1151
chr17	13053044	13053326	ncMAR-884	2128
chr5	92970703	92970844	ncMAR-885	887
chr7	27533489	27533630	ncMAR-886	1047
chr16	60150956	60151239	ncMAR-887	2095
chr2	142603722	142603863	ncMAR-888	334
chr5	123178584	123178939	ncMAR-889	932
chr2	59333198	59333340	ncMAR-890	272
chr3	6802603	6802745	ncMAR-891	499
chr3	182487013	182487155	ncMAR-892	674
chr9	116179724	116179866	ncMAR-893	1364
chr5	92978190	92978547	ncMAR-894	887
chr9	106420189	106420403	ncMAR-895	1358
chr5	91826345	91826703	ncMAR-896	879
chr9	73280082	73280512	ncMAR-897	1312
chr5	14464424	14464567	ncMAR-898	816
chr5	19242190	19242405	ncMAR-899	818
chr5	62043600	62043887	ncMAR-900	843
chr7	13440364	13440579	ncMAR-901	1017
chr1	96955512	96955655	ncMAR-902	103
chr9	10774449	10774736	ncMAR-903	1259
chr9	77131366	77131581	ncMAR-904	1321
chr11	15584110	15584325	ncMAR-905	1567
chr15	61724322	61724537	ncMAR-906	2011
chr2	60585309	60585525	ncMAR-907	280
chr4	182003041	182003257	ncMAR-908	806
chr5	92403032	92403248	ncMAR-909	882
chr11	128149022	128149238	ncMAR-910	1662
chr6	9555409	9555698	ncMAR-911	961
chr14	36835059	36835421	ncMAR-912	1904
chr4	126265455	126265672	ncMAR-913	759
chr13	71950092	71950309	ncMAR-914	1804
chr2	207042309	207042600	ncMAR-915	463
chr4	11155500	11155645	ncMAR-916	682
chr4	148980946	148981091	ncMAR-917	774
chr7	133904905	133905050	ncMAR-918	1118
chr1	113334577	113334722	ncMAR-919	124
chr10	76347489	76347707	ncMAR-920	1469
chr11	84963203	84963348	ncMAR-921	1619
chr13	72120064	72120428	ncMAR-922	1805
chr11	30504623	30504915	ncMAR-923	1586
chr2	28012066	28012285	ncMAR-924	237
chr2	66764326	66764545	ncMAR-925	296
chr3	190826037	190826256	ncMAR-926	678
chr14	79037672	79038038	ncMAR-927	1942
chr7	70428673	70428819	ncMAR-928	1068
chr8	119045931	119046225	ncMAR-929	1239
chr1	82945731	82946099	ncMAR-930	68
chr1	44638204	44638351	ncMAR-931	16
chr1	48673440	48673587	ncMAR-932	19
chr9	13064144	13064291	ncMAR-933	1262
chr9	119859347	119859568	ncMAR-934	1377
chr13	71874577	71874724	ncMAR-935	1804
chr2	8193936	8194157	ncMAR-936	217
chr7	26964392	26964762	ncMAR-937	1044
chr4	95505282	95505578	ncMAR-938	739
chr14	95008432	95008877	ncMAR-939	1969
chr2	66793601	66793972	ncMAR-940	296
chr3	114716233	114716530	ncMAR-941	605
chr3	169064286	169064583	ncMAR-942	652
chr5	117195850	117195998	ncMAR-943	924
chr9	76756992	76757215	ncMAR-944	1320
chr11	115258209	115258432	ncMAR-945	1635
chr1	216961764	216961987	ncMAR-946	186
chr7	13336210	13336434	ncMAR-947	1016
chr7	76279953	76280102	ncMAR-948	1069
chr13	57609649	57609873	ncMAR-949	1786
chr14	32703940	32704314	ncMAR-950	1881
chr16	79604664	79605189	ncMAR-951	2116
chr2	59997188	59997638	ncMAR-952	277
chr1	82154011	82154311	ncMAR-953	62
chr11	133061461	133061761	ncMAR-954	1679
chr8	25584463	25584914	ncMAR-955	1132
chr3	27422719	27422944	ncMAR-956	512
chr2	104050691	104050992	ncMAR-957	315
chr8	22773050	22773351	ncMAR-958	1130
chr10	118505134	118505284	ncMAR-959	1540
chr11	125280127	125280277	ncMAR-960	1651
chr16	79900360	79900510	ncMAR-961	2117
chr3	182484672	182485125	ncMAR-962	674
chr2	232042225	232042452	ncMAR-963	491
chr3	188355654	188355805	ncMAR-964	677
chr4	84527216	84527367	ncMAR-965	734
chr4	147239225	147239604	ncMAR-966	772
chr11	100304036	100304187	ncMAR-967	1629
chr14	87784553	87784780	ncMAR-968	1964
chr1	101737305	101737457	ncMAR-969	112
chr10	52343921	52344073	ncMAR-970	1438
chr14	82492178	82492560	ncMAR-971	1950
chr1	216596615	216596844	ncMAR-972	184
chr5	117434635	117434941	ncMAR-973	926
chr10	71550994	71551300	ncMAR-974	1457
chr2	142683510	142683740	ncMAR-975	335
chr4	110799337	110799875	ncMAR-976	751
chr14	76346795	76346948	ncMAR-977	1935
chr15	97078747	97078977	ncMAR-978	2043
chr4	34718955	34719263	ncMAR-979	706
chr1	180407105	180407336	ncMAR-980	146
chr16	51496567	51496798	ncMAR-981	2070
chr10	78801668	78801822	ncMAR-982	1479
chr5	123106643	123106953	ncMAR-983	931
chr2	163719909	163720220	ncMAR-984	391
chr3	59299581	59299736	ncMAR-985	533
chr8	25962622	25962855	ncMAR-986	1135
chr11	126678018	126678251	ncMAR-987	1654
chr12	115299414	115299569	ncMAR-988	1764
chr14	79984040	79984273	ncMAR-989	1947
chr17	71440661	71440816	ncMAR-990	2165
chr17	36623203	36623515	ncMAR-991	2133
chr3	60899211	60899524	ncMAR-992	539
chr10	103146202	103146358	ncMAR-993	1506
chr14	86897806	86898119	ncMAR-994	1961
chr2	199364141	199364376	ncMAR-995	448
chr8	99537624	99537859	ncMAR-996	1215
chr9	12639914	12640149	ncMAR-997	1261
chr11	115466233	115466468	ncMAR-998	1637
chr10	118058367	118058681	ncMAR-999	1538
chr3	70189678	70190072	ncMAR-1000	553
chr13	72141874	72142110	ncMAR-1001	1805
chr17	61534404	61534878	ncMAR-1002	2157
chr6	41560619	41560856	ncMAR-1003	999
chr10	105615675	105615912	ncMAR-1004	1512
chr14	28138407	28138565	ncMAR-1005	1868
chr2	144651369	144651527	ncMAR-1006	344
chr14	84533253	84533650	ncMAR-1007	1953
chr3	70806082	70806320	ncMAR-1008	560
chr4	53801368	53801606	ncMAR-1009	711
chr5	89021316	89021554	ncMAR-1010	866
chr7	120512452	120512690	ncMAR-1011	1103
chr12	70719105	70719343	ncMAR-1012	1724
chr2	156589085	156589403	ncMAR-1013	375
chr10	118173546	118173864	ncMAR-1014	1538
chr7	15433270	15433429	ncMAR-1015	1022
chr8	25820775	25821014	ncMAR-1016	1134
chr15	95732891	95733290	ncMAR-1017	2035
chr6	23274883	23275283	ncMAR-1018	990
chr7	28592036	28592356	ncMAR-1019	1050
chr11	132096190	132096510	ncMAR-1020	1673
chr4	24267759	24267999	ncMAR-1021	698
chr5	89733242	89733482	ncMAR-1022	872
chr9	123718155	123718395	ncMAR-1023	1381
chr11	15426386	15426626	ncMAR-1024	1566
chr1	217945151	217945391	ncMAR-1025	192
chr17	61211905	61212145	ncMAR-1026	2155
chr15	97086278	97086438	ncMAR-1027	2043
chr1	209341865	209342106	ncMAR-1028	166
chr5	124791526	124791848	ncMAR-1029	941
chr1	215772199	215772521	ncMAR-1030	178
chr3	61225488	61225730	ncMAR-1031	542
chr1	83709706	83710110	ncMAR-1032	70
chr7	27399921	27400244	ncMAR-1033	1046
chr10	2882590	2882832	ncMAR-1034	1401
chr2	177042315	177042802	ncMAR-1035	427
chr12	85302475	85302718	ncMAR-1036	1736
chr8	52213521	52213683	ncMAR-1037	1154
chr9	125646849	125647174	ncMAR-1038	1386
chr1	36908582	36908744	ncMAR-1039	8
chr14	91457596	91457758	ncMAR-1040	1968
chr11	16127728	16127972	ncMAR-1041	1571
chr15	95995515	95995759	ncMAR-1042	2037
chr17	52003970	52004214	ncMAR-1043	2146
chr2	163189665	163189909	ncMAR-1044	386
chr1	82979411	82979737	ncMAR-1045	68
chr1	87263184	87263510	ncMAR-1046	78
chr2	104428894	104429220	ncMAR-1047	317
chr2	221269146	221269391	ncMAR-1048	482
chr3	80624075	80624238	ncMAR-1049	580
chr7	109471490	109471653	ncMAR-1050	1084
chr11	115239970	115240133	ncMAR-1051	1635
chr16	73403233	73403396	ncMAR-1052	2106
chr3	79219415	79219743	ncMAR-1053	578
chr10	76297914	76298242	ncMAR-1054	1469
chr10	113028014	113028342	ncMAR-1055	1524
chr12	73795223	73795551	ncMAR-1056	1730
chr4	80533067	80533313	ncMAR-1057	724
chr10	2361502	2361748	ncMAR-1058	1398
chr17	36661348	36661594	ncMAR-1059	2133
chr2	59189482	59189811	ncMAR-1060	271
chr9	115642468	115642632	ncMAR-1061	1363
chr14	78404271	78404435	ncMAR-1062	1939
chr16	52629565	52629894	ncMAR-1063	2077
chr16	59144806	59145053	ncMAR-1064	2093
chr2	18976689	18977020	ncMAR-1065	224
chr14	62128021	62128435	ncMAR-1066	1923
chr2	212979899	212980064	ncMAR-1067	473
chr11	133406460	133406791	ncMAR-1068	1681
chr15	94628260	94628425	ncMAR-1069	2027
chr16	49532512	49532843	ncMAR-1070	2065
chr11	31849157	31849489	ncMAR-1071	1593
chr10	101467740	101468322	ncMAR-1072	1500
chr7	27392613	27392862	ncMAR-1073	1046
chr10	78626094	78626343	ncMAR-1074	1478
chr3	158369398	158369564	ncMAR-1075	638
chr5	106580476	106580809	ncMAR-1076	910
chr2	199738354	199738521	ncMAR-1077	450
chr9	20144245	20144412	ncMAR-1078	1285
chr9	25570605	25571108	ncMAR-1079	1298
chr10	9179558	9179809	ncMAR-1080	1411
chr10	98173438	98173605	ncMAR-1081	1490
chr13	72152862	72153029	ncMAR-1082	1805
chr16	64060714	64060965	ncMAR-1083	2100
chr4	144739599	144740187	ncMAR-1084	767
chr12	17056674	17056926	ncMAR-1085	1691
chr3	117487192	117487360	ncMAR-1086	607
chr16	54955022	54955190	ncMAR-1087	2086
chr17	61028669	61028837	ncMAR-1088	2154
chr2	156159750	156160003	ncMAR-1089	372
chr11	133152618	133152871	ncMAR-1090	1679
chr15	95898941	95899194	ncMAR-1091	2036
chr3	146818763	146819017	ncMAR-1092	627
chr3	163113451	163113620	ncMAR-1093	646
chr4	97159838	97160007	ncMAR-1094	741
chr9	36744338	36744592	ncMAR-1095	1306
chr4	79713954	79714294	ncMAR-1096	721
chr2	62811168	62811423	ncMAR-1097	282
chr8	71960478	71960733	ncMAR-1098	1185
chr16	52435695	52435950	ncMAR-1099	2076
chr5	124292386	124292983	ncMAR-1100	936
chr5	106985236	106985406	ncMAR-1101	911
chr5	125655442	125655783	ncMAR-1102	946
chr11	91282590	91282760	ncMAR-1103	1620
chr2	212817965	212818221	ncMAR-1104	472
chr5	23205453	23205709	ncMAR-1105	819
chr6	41416143	41416399	ncMAR-1106	998
chr5	44546327	44546669	ncMAR-1107	830
chr5	91264689	91264860	ncMAR-1108	876
chr9	16389914	16390171	ncMAR-1109	1275
chr11	32547877	32548048	ncMAR-1110	1596
chr1	176915799	176915970	ncMAR-1111	140
chr14	87152697	87152954	ncMAR-1112	1962
chr16	73857042	73857385	ncMAR-1113	2108
chr2	107772423	107772594	ncMAR-1114	322
chr1	244171615	244172045	ncMAR-1115	211
chr10	76921396	76921740	ncMAR-1116	1474
chr7	101933081	101933339	ncMAR-1117	1080
chr9	119776086	119776344	ncMAR-1118	1377
chr10	101529804	101530062	ncMAR-1119	1500
chr3	85706056	85706574	ncMAR-1120	586
chr4	168570588	168570760	ncMAR-1121	787
chr8	15475770	15475942	ncMAR-1122	1127
chr10	10907191	10907536	ncMAR-1123	1414
chr11	40719061	40719233	ncMAR-1124	1600
chr16	59033155	59033327	ncMAR-1125	2092
chr17	48573983	48574242	ncMAR-1126	2144
chr3	29513297	29513556	ncMAR-1127	515
chr5	89069742	89070001	ncMAR-1128	866
chr16	62380945	62381204	ncMAR-1129	2098
chr9	81823340	81824381	ncMAR-1130	1343
chr10	116891136	116891570	ncMAR-1131	1531
chr14	78232283	78232543	ncMAR-1132	1938
chr3	135100368	135100629	ncMAR-1133	614
chr10	61475099	61475535	ncMAR-1134	1445
chr16	82465053	82465227	ncMAR-1135	2120
chr5	89064724	89065161	ncMAR-1136	866
chr10	75600794	75601232	ncMAR-1137	1465
chr2	144703918	144704444	ncMAR-1138	345
chr5	39520160	39520423	ncMAR-1139	828
chr9	26238279	26238454	ncMAR-1140	1300
chr10	102280595	102280946	ncMAR-1141	1504
chr10	117541340	117541515	ncMAR-1142	1535
chr12	41483543	41483718	ncMAR-1143	1711
chr2	146208142	146208405	ncMAR-1144	355
chr10	75362531	75362795	ncMAR-1145	1463
chr5	108581090	108581443	ncMAR-1146	920
chr10	78060314	78060490	ncMAR-1147	1477
chr1	61110076	61110253	ncMAR-1148	27
chr8	93041599	93041776	ncMAR-1149	1207
chr8	98999966	99000143	ncMAR-1150	1213
chr11	128836100	128836277	ncMAR-1151	1666
chr14	25877246	25877423	ncMAR-1152	1858
chr2	31867661	31868106	ncMAR-1153	244
chr2	156750873	156751229	ncMAR-1154	376
chr2	207161703	207161970	ncMAR-1155	463
chr9	119873495	119873762	ncMAR-1156	1377
chr11	30468937	30469204	ncMAR-1157	1586
chr2	164288110	164288377	ncMAR-1158	395
chr3	18402320	18402498	ncMAR-1159	505
chr10	86047337	86047515	ncMAR-1160	1483
chr5	92637985	92638253	ncMAR-1161	884
chr11	81217334	81217602	ncMAR-1162	1615
chr2	58749329	58749597	ncMAR-1163	269
chr5	77569046	77569315	ncMAR-1164	848
chr5	91730150	91730419	ncMAR-1165	878
chr8	92092360	92092539	ncMAR-1166	1201
chr11	131121709	131121978	ncMAR-1167	1667
chr15	37793732	37794001	ncMAR-1168	1994
chr15	95462095	95462364	ncMAR-1169	2032
chr8	25568946	25569306	ncMAR-1170	1132
chr2	45257612	45257882	ncMAR-1171	254
chr5	89127211	89127481	ncMAR-1172	866
chr10	117889438	117889708	ncMAR-1173	1536
chr11	16296344	16296614	ncMAR-1174	1573
chr12	86698699	86698969	ncMAR-1175	1738
chr2	156316148	156316328	ncMAR-1176	373
chr2	67006969	67007240	ncMAR-1177	297
chr3	34068606	34068877	ncMAR-1178	520
chr5	88828131	88828312	ncMAR-1179	865
chr10	20710245	20710426	ncMAR-1180	1422
chr14	36272375	36272738	ncMAR-1181	1900
chr1	87905347	87905802	ncMAR-1182	83
chr1	90340320	90340775	ncMAR-1183	91
chr17	61209485	61209940	ncMAR-1184	2155
chr5	122908064	122908428	ncMAR-1185	930
chr9	81649496	81649952	ncMAR-1186	1342
chr2	66240342	66240890	ncMAR-1187	292
chr11	114245595	114245777	ncMAR-1188	1631
chr14	79028460	79028642	ncMAR-1189	1942
chr15	95990487	95990669	ncMAR-1190	2037
chr10	21293595	21293869	ncMAR-1191	1423
chr10	74466475	74466749	ncMAR-1192	1459
chr14	76920005	76920279	ncMAR-1193	1937
chr11	15776353	15776719	ncMAR-1194	1568
chr14	98212513	98212879	ncMAR-1195	1976
chr5	87753928	87754203	ncMAR-1196	856
chr7	41709674	41709949	ncMAR-1197	1065
chr7	122437182	122437365	ncMAR-1198	1107
chr14	27254106	27254381	ncMAR-1199	1864
chr2	165203909	165204092	ncMAR-1200	397
chr2	144999556	144999832	ncMAR-1201	347
chr2	66573120	66573304	ncMAR-1202	295
chr4	80402995	80403179	ncMAR-1203	723
chr4	146976945	146977222	ncMAR-1204	771
chr3	59257232	59257602	ncMAR-1205	533
chr9	119816744	119817022	ncMAR-1206	1377
chr1	165123908	165124093	ncMAR-1207	133
chr1	177390933	177391118	ncMAR-1208	141
chr2	45127099	45127471	ncMAR-1209	253
chr3	169118975	169119254	ncMAR-1210	653
chr9	119698383	119698569	ncMAR-1211	1376
chr10	112739515	112739888	ncMAR-1212	1521
chr16	54382584	54382770	ncMAR-1213	2083
chr11	47104418	47104698	ncMAR-1214	1612
chr14	56587736	56588016	ncMAR-1215	1913
chr16	6901683	6901963	ncMAR-1216	2051
chr1	80646495	80647150	ncMAR-1217	53
chr9	123561123	123561310	ncMAR-1218	1380
chr10	75644314	75644501	ncMAR-1219	1465
chr11	133677544	133677825	ncMAR-1220	1683
chr1	39331677	39332334	ncMAR-1221	13
chr4	27631671	27631859	ncMAR-1222	703
chr9	9204964	9205152	ncMAR-1223	1254
chr9	14292989	14293272	ncMAR-1224	1269
chr11	92407555	92407838	ncMAR-1225	1623
chr7	123308336	123308525	ncMAR-1226	1109
chr1	104842790	104842979	ncMAR-1227	117
