seqnames	start	end	width	strand
chr1	20656068	20656235	168	*
chr1	20666088	20666219	132	*
chr1	181008631	181009150	520	*
chr1	181563790	181563991	202	*
chr1	181661556	181661659	104	*
chr1	181694970	181695128	159	*
chr1	181696073	181696260	188	*
chr1	181701667	181701778	112	*
chr1	181705769	181705878	110	*
chr1	181712299	181712417	119	*
chr1	182154001	182154766	766	*
chr1	182217772	182218175	404	*
chr1	182257504	182257899	396	*
chr1	182448660	182450286	1627	*
chr1	182560008	182560583	576	*
chr1	183678906	183679014	109	*
chr1	183981517	183981980	464	*
chr1	184407791	184408012	222	*
chr1	184409937	184410162	226	*
chr1	184587390	184587513	124	*
chr1	21358969	21360205	1237	*
chr1	21390861	21391183	323	*
chr1	186746166	186746333	168	*
chr1	187019232	187019451	220	*
chr1	190345414	190345705	292	*
chr1	190540917	190541316	400	*
chr1	190629562	190629689	128	*
chr1	190744580	190744712	133	*
chr1	191414145	191414334	190	*
chr1	191567091	191567267	177	*
chr1	191647335	191647439	105	*
chr1	191649275	191649438	164	*
chr1	194025490	194025635	146	*
chr1	194399982	194400192	211	*
chr1	22868415	22868820	406	*
chr1	194425608	194426578	971	*
chr1	194608220	194608359	140	*
chr1	194609502	194609676	175	*
chr1	194617996	194618103	108	*
chr1	194629827	194630014	188	*
chr1	194637022	194637136	115	*
chr1	194704240	194704366	127	*
chr1	194773167	194773291	125	*
chr1	195130395	195130544	150	*
chr1	195157833	195157941	109	*
chr1	196411573	196411797	225	*
chr10	2843759	2844084	326	*
chr10	4192564	4192780	217	*
chr10	4476549	4476811	263	*
chr10	4508393	4508529	137	*
chr10	6047732	6047970	239	*
chr10	6480208	6480437	230	*
chr10	7036448	7036594	147	*
chr10	7333156	7334276	1121	*
chr10	9718714	9718825	112	*
chr10	10754503	10754621	119	*
chr10	10987831	10988236	406	*
chr10	11559477	11559708	232	*
chr1	24845406	24845678	273	*
chr10	14897310	14897765	456	*
chr10	18081002	18081246	245	*
chr1	26081514	26082273	760	*
chr11	5032717	5032932	216	*
chr11	5045468	5045618	151	*
chr11	5081883	5083329	1447	*
chr11	6244109	6244218	110	*
chr11	6250713	6250885	173	*
chr11	6869909	6870224	316	*
chr11	9224585	9228700	4116	*
chr1	26819064	26821079	2016	*
chr11	9765665	9765804	140	*
chr11	9780310	9780452	143	*
chr11	11416699	11416805	107	*
chr1	27371977	27372081	105	*
chr1	27380377	27380481	105	*
chr1	27383685	27383837	153	*
chr1	27392888	27393012	125	*
chr11	15317751	15317978	228	*
chr11	15486710	15487070	361	*
chr11	17026009	17026341	333	*
chr11	17866569	17866951	383	*
chr11	17900232	17900792	561	*
chr1	28835321	28835582	262	*
chr12	1978643	1978744	102	*
chr12	2592871	2593034	164	*
chr12	4387286	4387502	217	*
chr12	4400007	4400330	324	*
chr12	4410270	4410622	353	*
chr12	4531815	4531953	139	*
chr12	4685295	4685438	144	*
chr1	29411437	29412991	1555	*
chr12	6786953	6788880	1928	*
chr12	6796384	6796684	301	*
chr12	6818732	6818838	107	*
chr12	6933976	6934142	167	*
chr12	7638627	7638731	105	*
chr12	8047680	8047780	101	*
chr12	8587562	8587976	415	*
chr12	9074267	9074430	164	*
chr12	9536182	9536412	231	*
chr12	10299355	10300592	1238	*
chr12	10376879	10377125	247	*
chr1	30075733	30075931	199	*
chr1	30090790	30090976	187	*
chr12	11069548	11069655	108	*
chr12	11112673	11112802	130	*
chr12	11364274	11364507	234	*
chr1	30429176	30429824	649	*
chr12	13521825	13522097	273	*
chr12	13621740	13621964	225	*
chr12	14165667	14165838	172	*
chr12	14402567	14403079	513	*
chr12	14448773	14449408	636	*
chr12	15498136	15498291	156	*
chr1	30944165	30944420	256	*
chr1	30952273	30955129	2857	*
chr12	16796929	16797521	593	*
chr12	17009723	17009847	125	*
chr13	1709261	1710054	794	*
chr13	1867779	1867881	103	*
chr13	1924806	1925047	242	*
chr13	3390803	3391937	1135	*
chr13	3391981	3392714	734	*
chr13	3561098	3561257	160	*
chr1	32850322	32850455	134	*
chr13	8643523	8645542	2020	*
chr13	8907900	8908073	174	*
chr13	8910622	8910799	178	*
chr13	9108870	9109292	423	*
chr13	9627491	9627636	146	*
chr13	9817798	9817916	119	*
chr13	9953248	9953486	239	*
chr13	10849338	10849442	105	*
chr13	10850359	10850516	158	*
chr13	10851089	10851284	196	*
chr1	33238763	33238888	126	*
chr13	10939181	10939345	165	*
chr13	10961985	10962114	130	*
chr1	4539096	4539213	118	*
chr13	12073472	12073626	155	*
chr13	12078175	12078318	144	*
chr13	12081878	12082015	138	*
chr13	12349607	12349811	205	*
chr13	13007279	13007403	125	*
chr13	13673162	13673397	236	*
chr13	13775942	13776057	116	*
chr13	13928256	13928501	246	*
chr13	14155935	14156044	110	*
chr1	33942350	33942480	131	*
chr1	33951783	33951898	116	*
chr13	14528258	14528887	630	*
chr13	14555026	14555938	913	*
chr13	14557673	14557914	242	*
chr13	15130584	15130831	248	*
chr1	34059167	34059432	266	*
chr13	15742450	15742734	285	*
chr13	15748106	15748316	211	*
chr13	17113929	17114140	212	*
chr13	18272034	18272898	865	*
chr14	1533300	1533502	203	*
chr14	1734065	1734279	215	*
chr14	1735953	1736133	181	*
chr14	1753832	1753997	166	*
chr1	34570608	34570761	154	*
chr14	2206243	2206432	190	*
chr1	34589434	34589621	188	*
chr1	34920377	34920680	304	*
chr1	34923723	34925221	1499	*
chr14	3498069	3498273	205	*
chr14	4492373	4492502	130	*
chr14	4993867	4994010	144	*
chr14	5045991	5046150	160	*
chr1	35517361	35517684	324	*
chr1	35696753	35696903	151	*
chr14	8967631	8967872	242	*
chr1	35971917	35972037	121	*
chr1	35983219	35983516	298	*
chr1	36046981	36047104	124	*
chr14	12387739	12388162	424	*
chr14	12475117	12475279	163	*
chr14	12734855	12734989	135	*
chr14	12789506	12789639	134	*
chr14	12929130	12929287	158	*
chr14	12960285	12961022	738	*
chr1	36458147	36458351	205	*
chr14	15248909	15249370	462	*
chr15	2645757	2645996	240	*
chr15	3627477	3627833	357	*
chr1	36877036	36877135	100	*
chr15	4060777	4061014	238	*
chr15	5775071	5775240	170	*
chr1	37718522	37718833	312	*
chr15	6448312	6448523	212	*
chr15	8098796	8098959	164	*
chr1	38127179	38127285	107	*
chr15	9495842	9495994	153	*
chr15	9552629	9552752	124	*
chr15	9789579	9789781	203	*
chr15	9911812	9911989	178	*
chr1	38383655	38383891	237	*
chr17	1423463	1424957	1495	*
chr17	2123705	2123818	114	*
chr17	3465945	3466098	154	*
chr17	3536289	3536518	230	*
chr17	3554446	3554668	223	*
chr17	5155432	5155608	177	*
chr17	5372708	5372913	206	*
chr17	5396314	5396540	227	*
chr17	5397348	5397527	180	*
chr1	39849501	39849662	162	*
chr1	39855514	39855734	221	*
chr17	9083545	9083698	154	*
chr1	40003149	40003275	127	*
chr18	757877	758242	366	*
chr1	40034227	40034457	231	*
chr18	3100742	3101144	403	*
chr18	3489009	3489163	155	*
chr18	4035393	4035568	176	*
chr1	40289213	40289348	136	*
chr18	4086507	4086651	145	*
chr18	4426374	4426659	286	*
chr1	40357407	40357532	126	*
chr18	4671051	4671427	377	*
chr18	4679173	4679379	207	*
chr1	40568968	40569229	262	*
chr1	40783061	40783187	127	*
chr18	5077450	5077626	177	*
chr1	41037155	41037990	836	*
chr1	41093347	41093542	196	*
chr18	7032073	7032931	859	*
chr18	7160205	7160453	249	*
chr18	7204836	7205040	205	*
chr1	41689124	41689316	193	*
chr18	8013595	8013767	173	*
chr18	9726684	9726861	178	*
chr18	10813614	10813789	176	*
chr19	5873806	5873930	125	*
chr19	6040402	6040572	171	*
chr19	6043042	6043439	398	*
chr19	6189939	6190199	261	*
chr19	6618806	6619318	513	*
chr19	6867613	6867852	240	*
chr19	6935088	6935246	159	*
chr19	7592550	7593258	709	*
chr19	7601682	7602326	645	*
chr19	8201847	8201971	125	*
chr19	8760026	8760445	420	*
chr19	9426437	9426581	145	*
chr19	9435239	9435372	134	*
chr19	9635205	9635340	136	*
chr1	44688341	44688470	130	*
chr2	2033063	2033178	116	*
chr2	2079603	2080174	572	*
chr2	2237912	2238290	379	*
chr1	44867684	44867941	258	*
chr2	5322363	5322634	272	*
chr1	45198856	45199018	163	*
chr2	5460739	5460939	201	*
chr2	6631209	6631371	163	*
chr2	6651584	6651775	192	*
chr2	6671016	6671155	140	*
chr2	6893868	6894016	149	*
chr1	45506701	45506899	199	*
chr2	7672907	7673075	169	*
chr2	8904037	8904372	336	*
chr2	9937532	9937702	171	*
chr2	9971851	9972146	296	*
chr2	10032458	10032601	144	*
chr2	10035331	10035449	119	*
chr2	10043751	10043871	121	*
chr2	10073852	10073963	112	*
chr2	10583758	10583925	168	*
chr1	45859769	45859950	182	*
chr2	12906261	12906402	142	*
chr2	14161264	14161433	170	*
chr2	14162778	14163014	237	*
chr2	14229694	14229824	131	*
chr2	14302818	14303095	278	*
chr2	14307057	14307301	245	*
chr2	14315905	14316061	157	*
chr2	14339687	14339892	206	*
chr2	14694507	14694658	152	*
chr2	14744399	14744502	104	*
chr2	14997703	14997856	154	*
chr2	15338049	15339553	1505	*
chr2	15358743	15359005	263	*
chr2	15547221	15547433	213	*
chr2	16343708	16343815	108	*
chr2	16935040	16935593	554	*
chr2	16941908	16942147	240	*
chr2	16983244	16983764	521	*
chr2	17011943	17012148	206	*
chr2	17707646	17708120	475	*
chr2	17954976	17955166	191	*
chr2	18048529	18048890	362	*
chr2	18050542	18051068	527	*
chr2	18339518	18339637	120	*
chr2	19126426	19126651	226	*
chr2	19148395	19148537	143	*
chr2	19189888	19190014	127	*
chr2	19377776	19377946	171	*
chr2	19689556	19689842	287	*
chr2	19873126	19873315	190	*
chr2	20541134	20541424	291	*
chr2	20593734	20593884	151	*
chr2	20599173	20599326	154	*
chr2	20934730	20934937	208	*
chr2	20949438	20949562	125	*
chr2	20959534	20959656	123	*
chr1	46742133	46742263	131	*
chr2	22592879	22593051	173	*
chr2	22614230	22614731	502	*
chr1	46950169	46951035	867	*
chr2	23787304	23787445	142	*
chr2	23823050	23823290	241	*
chr2	23959464	23959589	126	*
chr2	24082186	24082346	161	*
chr1	47214618	47214793	176	*
chr2	26128057	26128632	576	*
chr2	27468018	27468130	113	*
chr2	27625761	27626024	264	*
chr1	47560433	47560564	132	*
chr1	47562632	47562767	136	*
chr1	47570344	47570451	108	*
chr1	47597441	47597599	159	*
chr2	29788455	29788756	302	*
chr2	30425575	30425814	240	*
chr1	47651373	47651567	195	*
chr2	31590075	31590217	143	*
chr2	31593224	31593397	174	*
chr2	32183815	32185127	1313	*
chr2	32714893	32715044	152	*
chr2	33777022	33777157	136	*
chr2	34051578	34051727	150	*
chr1	47754882	47755034	153	*
chr2	34571512	34574013	2502	*
chr2	34577034	34577298	265	*
chr2	34604057	34604175	119	*
chr2	34771819	34771956	138	*
chr2	34787932	34788230	299	*
chr2	35560873	35561047	175	*
chr2	35622695	35622940	246	*
chr2	36205882	36205991	110	*
chr2	36209382	36209617	236	*
chr2	36989663	36989825	163	*
chr2	37014303	37014521	219	*
chr2	38401646	38401788	143	*
chr2	38410406	38410571	166	*
chr2	39109590	39109825	236	*
chr2	39401793	39401989	197	*
chr2	39479199	39479324	126	*
chr2	39512765	39512891	127	*
chr2	39541918	39542064	147	*
chr2	40152858	40153019	162	*
chr2	40274883	40275038	156	*
chr2	41216414	41216538	125	*
chr2	41563224	41563821	598	*
chr2	41657804	41657981	178	*
chr2	42203860	42204019	160	*
chr2	42212814	42212950	137	*
chr2	42233295	42233420	126	*
chr2	42238343	42238523	181	*
chr2	42293748	42293969	222	*
chr2	42298815	42298940	126	*
chr2	42544350	42544489	140	*
chr2	42581094	42581402	309	*
chr2	42855151	42855335	185	*
chr2	43080807	43081152	346	*
chr2	43095811	43096171	361	*
chr1	48469713	48470650	938	*
chr1	48473477	48473723	247	*
chr1	48496722	48496880	159	*
chr2	43752888	43753358	471	*
chr1	48499218	48499399	182	*
chr2	43942011	43942138	128	*
chr2	43942990	43943103	114	*
chr2	43983780	43983885	106	*
chr2	44131881	44131999	119	*
chr2	44556439	44556568	130	*
chr1	48586548	48587160	613	*
chr2	44584840	44584967	128	*
chr2	44647025	44647207	183	*
chr2	46071637	46071859	223	*
chr1	48924338	48924484	147	*
chr1	48950508	48950705	198	*
chr2	47974500	47974636	137	*
chr2	48358978	48359112	135	*
chr1	49023266	49023376	111	*
chr2	49000771	49000901	131	*
chr2	49014611	49014725	115	*
chr2	49721399	49722008	610	*
chr2	49927582	49927778	197	*
chr2	49935927	49936061	135	*
chr2	51329567	51329896	330	*
chr2	51416829	51416981	153	*
chr2	51421150	51421384	235	*
chr2	51474722	51474876	155	*
chr1	49352354	49353295	942	*
chr1	49375507	49375613	107	*
chr2	55626729	55626961	233	*
chr1	49447244	49447377	134	*
chr2	56020417	56020603	187	*
chr1	49447686	49447829	144	*
chr2	56245771	56245996	226	*
chr2	56717573	56717740	168	*
chr2	56721446	56721558	113	*
chr2	56755231	56755614	384	*
chr2	57833044	57833161	118	*
chr2	59183421	59183861	441	*
chr2	60355424	60355560	137	*
chr2	60356594	60356775	182	*
chr2	60361556	60361755	200	*
chr2	60362879	60363092	214	*
chr2	60456204	60456392	189	*
chr2	60470314	60470455	142	*
chr2	60481985	60482165	181	*
chr2	60528042	60528258	217	*
chr2	60535663	60535871	209	*
chr2	60552702	60552825	124	*
chr2	61578912	61579434	523	*
chr1	49706240	49706350	111	*
chr1	49707089	49707359	271	*
chr2	62005211	62005317	107	*
chr2	62199230	62200157	928	*
chr2	62221842	62221993	152	*
chr2	62957870	62958075	206	*
chr1	49799792	49799925	134	*
chr2	65588460	65588687	228	*
chr2	65637690	65638375	686	*
chr2	66296245	66297303	1059	*
chr2	68035290	68035511	222	*
chr2	68137149	68138449	1301	*
chr2	68283758	68283865	108	*
chr1	50052650	50052908	259	*
chr2	68291304	68291424	121	*
chr1	50119740	50120658	919	*
chr1	50127019	50127176	158	*
chr2	75630177	75630278	102	*
chr1	50137218	50137563	346	*
chr2	75791389	75791671	283	*
chr2	75831407	75832149	743	*
chr2	76338198	76338348	151	*
chr2	76342763	76342934	172	*
chr2	76345116	76345377	262	*
chr2	76415437	76415639	203	*
chr2	76422972	76423115	144	*
chr2	76497339	76497857	519	*
chr1	50227168	50227267	100	*
chr2	77817048	77817452	405	*
chr2	77959483	77959677	195	*
chr2	78003702	78003966	265	*
chr2	78840324	78840486	163	*
chr1	50420931	50421164	234	*
chr1	50429315	50429486	172	*
chr2	83389905	83390426	522	*
chr2	83417464	83417667	204	*
chr1	50444803	50444973	171	*
chr2	84211095	84211217	123	*
chr2	84383599	84383765	167	*
chr2	84632463	84632640	178	*
chr2	84696108	84696283	176	*
chr1	50463360	50463529	170	*
chr2	88236293	88236423	131	*
chr2	88926836	88926952	117	*
chr2	89374679	89374874	196	*
chr2	89376208	89376432	225	*
chr2	89381540	89381724	185	*
chr2	90223742	90224111	370	*
chr2	90225516	90225701	186	*
chr2	90602612	90602790	179	*
chr2	90637589	90637757	169	*
chr2	91334830	91338500	3671	*
chr2	91394614	91395622	1009	*
chr2	91589130	91589260	131	*
chr1	50893945	50894271	327	*
chr2	91773213	91773717	505	*
chr2	91880733	91881421	689	*
chr2	91884704	91884879	176	*
chr2	92538754	92538882	129	*
chr2	92541138	92541751	614	*
chr1	51024076	51024186	111	*
chr1	51027585	51027720	136	*
chr2	96988078	96988392	315	*
chr2	97227891	97228023	133	*
chr2	97295119	97295257	139	*
chr2	97943942	97944118	177	*
chr2	97974995	97975102	108	*
chr2	97982265	97982401	137	*
chr2	98013875	98014073	199	*
chr2	98062350	98062457	108	*
chr2	99131769	99132171	403	*
chr2	99135602	99136099	498	*
chr2	100201549	100201747	199	*
chr2	100210254	100210356	103	*
chr2	100663734	100664749	1016	*
chr2	102382267	102382471	205	*
chr2	102385495	102385695	201	*
chr2	102846618	102846740	123	*
chr2	103027682	103027848	167	*
chr2	103265264	103265676	413	*
chr2	103316279	103316484	206	*
chr2	103742482	103745844	3363	*
chr2	104282990	104283210	221	*
chr2	106304585	106304754	170	*
chr2	106347819	106347997	179	*
chr1	51694948	51695075	128	*
chr1	51698330	51698893	564	*
chr2	106977177	106977377	201	*
chr2	107000232	107000465	234	*
chr2	107010581	107013197	2617	*
chr2	107096886	107097022	137	*
chr2	107140845	107141180	336	*
chr2	107485376	107485561	186	*
chr2	107524756	107524931	176	*
chr2	107662641	107662839	199	*
chr2	108429949	108430228	280	*
chr2	109000746	109001020	275	*
chr2	109571348	109572318	971	*
chr2	109963772	109963910	139	*
chr2	111198816	111198959	144	*
chr2	112191642	112191884	243	*
chr1	51947358	51947513	156	*
chr2	112729214	112729324	111	*
chr2	113194069	113194587	519	*
chr2	113368345	113368510	166	*
chr2	113602572	113602741	170	*
chr1	51984303	51984870	568	*
chr1	51989379	51989649	271	*
chr2	114404388	114405795	1408	*
chr2	115408454	115408648	195	*
chr2	115692202	115692360	159	*
chr2	116306983	116307144	162	*
chr2	116541990	116543266	1277	*
chr2	116936367	116936496	130	*
chr2	118181364	118182149	786	*
chr2	119315362	119319281	3920	*
chr2	119425353	119425599	247	*
chr2	119428503	119430542	2040	*
chr2	120246696	120246990	295	*
chr2	120287617	120287742	126	*
chr1	53066165	53066284	120	*
chr2	121024554	121024667	114	*
chr2	121120567	121120860	294	*
chr2	124748875	124749002	128	*
chr2	125728482	125728745	264	*
chr2	125773661	125773812	152	*
chr2	126010502	126011293	792	*
chr2	126049593	126049743	151	*
chr1	53402441	53402603	163	*
chr2	126181080	126181248	169	*
chr2	126189865	126190006	142	*
chr1	53407217	53407364	148	*
chr2	127547230	127548681	1452	*
chr2	127713584	127713819	236	*
chr1	53690928	53691105	178	*
chr2	128147174	128147361	188	*
chr2	128159312	128159649	338	*
chr1	53736562	53736686	125	*
chr1	53754131	53754300	170	*
chr2	128722011	128722207	197	*
chr2	128985081	128985766	686	*
chr2	128993162	128993414	253	*
chr2	129030861	129030984	124	*
chr2	129180627	129180729	103	*
chr2	129595172	129595310	139	*
chr2	129609875	129610045	171	*
chr2	129611735	129611914	180	*
chr2	129704997	129705137	141	*
chr2	129792145	129792790	646	*
chr2	130480795	130484292	3498	*
chr1	53907346	53908006	661	*
chr2	133609611	133609752	142	*
chr2	133755454	133755601	148	*
chr2	134174390	134174580	191	*
chr2	134839623	134840848	1226	*
chr1	53975646	53975804	159	*
chr1	53976856	53978097	1242	*
chr2	134989850	134990984	1135	*
chr2	135002576	135003519	944	*
chr2	135875953	135876137	185	*
chr2	135885169	135885278	110	*
chr2	135885952	135886081	130	*
chr2	135892384	135892595	212	*
chr2	136144163	136144360	198	*
chr1	54216227	54216335	109	*
chr1	54238752	54238955	204	*
chr2	138166356	138166497	142	*
chr1	54272841	54272946	106	*
chr2	138709713	138709898	186	*
chr2	140462127	140462976	850	*
chr2	140574061	140574594	534	*
chr2	140875100	140875672	573	*
chr2	141411832	141411972	141	*
chr2	141415615	141415848	234	*
chr2	141423150	141423251	102	*
chr2	141720271	141720556	286	*
chr2	142577876	142578031	156	*
chr2	143186641	143188037	1397	*
chr1	54663668	54663901	234	*
chr1	54667635	54667832	198	*
chr2	144266539	144266658	120	*
chr2	144269529	144269702	174	*
chr2	144269981	144270096	116	*
chr1	54671126	54671295	170	*
chr2	145014210	145015073	864	*
chr2	145414546	145414711	166	*
chr2	147684336	147684515	180	*
chr2	147768053	147768184	132	*
chr2	147801558	147801782	225	*
chr1	54759709	54759808	100	*
chr20	79511	79655	145	*
chr20	563225	563424	200	*
chr1	55451144	55451251	108	*
chr20	5318619	5318766	148	*
chr20	6199647	6199797	151	*
chr20	6526059	6527380	1322	*
chr20	6623615	6624207	593	*
chr20	6822321	6822439	119	*
chr20	7705310	7705876	567	*
chr20	7727241	7727468	228	*
chr20	9104919	9105072	154	*
chr20	9119744	9119975	232	*
chr1	56060977	56062086	1110	*
chr20	9773357	9773713	357	*
chr20	10607994	10608199	206	*
chr20	10613571	10613796	226	*
chr20	10918264	10918659	396	*
chr20	10920690	10920827	138	*
chr20	12628201	12629946	1746	*
chr20	13419992	13420142	151	*
chr1	56700655	56700816	162	*
chr20	13885519	13885706	188	*
chr21	347845	347980	136	*
chr1	6775093	6775304	212	*
chr1	56865497	56865632	136	*
chr21	4219731	4219831	101	*
chr21	4266207	4266744	538	*
chr1	6799396	6800183	788	*
chr21	5132644	5133422	779	*
chr1	6817229	6817408	180	*
chr1	57552322	57552467	146	*
chr22	1597633	1597830	198	*
chr22	2627264	2627423	160	*
chr1	58658512	58659136	625	*
chr1	58669238	58669367	130	*
chr1	58671824	58671969	146	*
chr23	149325	149432	108	*
chr23	160369	160616	248	*
chr23	1011425	1011705	281	*
chr23	1355289	1355539	251	*
chr1	58934876	58935053	178	*
chr1	59094574	59094784	211	*
chr1	59107568	59108007	440	*
chr23	2890843	2891078	236	*
chr1	59125923	59126310	388	*
chr1	59126345	59127027	683	*
chr1	59132333	59132840	508	*
chr1	59628736	59628838	103	*
chr1	59652713	59652971	259	*
chr23	5621650	5621859	210	*
chr24	95202	95323	122	*
chr24	1653429	1653768	340	*
chr1	60088228	60088402	175	*
chr24	2472644	2472813	170	*
chr24	2481786	2481925	140	*
chr1	60193297	60193439	143	*
chr24	3622664	3622959	296	*
chr24	3907610	3907847	238	*
chr1	60249917	60250103	187	*
chr1	60255548	60255714	167	*
chr24	4729718	4729942	225	*
chr1	60353249	60353380	132	*
chr1	60461962	60462143	182	*
chr1	60519709	60519915	207	*
chr25	3331225	3331396	172	*
chr1	60629339	60629507	169	*
chr1	60779856	60780011	156	*
chr26	515106	515330	225	*
chr26	585639	585810	172	*
chr1	61013859	61014371	513	*
chr26	1673656	1673761	106	*
chr26	1709841	1710018	178	*
chr1	61201234	61201566	333	*
chr1	61428504	61428686	183	*
chr1	61516373	61516529	157	*
chr1	61528007	61528214	208	*
chr1	61531759	61531885	127	*
chr27	7588550	7588659	110	*
chr1	61959743	61959902	160	*
chr1	61962311	61962528	218	*
chr28	4334032	4334279	248	*
chr3	223356	223984	629	*
chr3	317681	317972	292	*
chr1	63243106	63243236	131	*
chr1	63352262	63352614	353	*
chr3	4105692	4105968	277	*
chr3	4377461	4377640	180	*
chr3	4390948	4391102	155	*
chr3	4684823	4686845	2023	*
chr3	5601895	5602165	271	*
chr3	9090111	9090358	248	*
chr3	9401432	9401653	222	*
chr3	9412268	9412382	115	*
chr3	9419183	9419318	136	*
chr3	10219809	10220069	261	*
chr3	10404777	10404933	157	*
chr3	10658091	10658751	661	*
chr3	10659343	10659499	157	*
chr3	12111818	12112399	582	*
chr1	64483240	64483467	228	*
chr3	14300238	14300488	251	*
chr1	64490373	64490762	390	*
chr1	64500246	64500351	106	*
chr1	64503471	64503592	122	*
chr1	64582118	64582308	191	*
chr3	16534440	16534580	141	*
chr3	16535364	16535507	144	*
chr3	16713669	16714169	501	*
chr3	16831458	16831559	102	*
chr3	17653068	17653203	136	*
chr3	17774417	17774591	175	*
chr3	17988159	17990781	2623	*
chr3	18093323	18093492	170	*
chr1	65212125	65212275	151	*
chr3	20458667	20458853	187	*
chr3	20494311	20494542	232	*
chr3	20520592	20520953	362	*
chr3	20747747	20748235	489	*
chr3	20844505	20844608	104	*
chr3	21251093	21251325	233	*
chr3	22060565	22060687	123	*
chr3	22511988	22512196	209	*
chr3	22834630	22835126	497	*
chr3	22849042	22849521	480	*
chr3	22875619	22875848	230	*
chr3	22966377	22966703	327	*
chr3	23099538	23099876	339	*
chr3	23817625	23817779	155	*
chr3	23825248	23825392	145	*
chr3	24028612	24029274	663	*
chr3	24098649	24098806	158	*
chr3	25419507	25419773	267	*
chr3	25422143	25422905	763	*
chr1	65921277	65921958	682	*
chr3	26213400	26213549	150	*
chr3	26524773	26524925	153	*
chr3	26527679	26527898	220	*
chr3	28831300	28831433	134	*
chr3	30507415	30507594	180	*
chr3	31139311	31139755	445	*
chr3	31149313	31149463	151	*
chr3	31678091	31678413	323	*
chr3	31695050	31695165	116	*
chr3	31732622	31732839	218	*
chr3	31763177	31763418	242	*
chr3	31767644	31767845	202	*
chr3	31768242	31768387	146	*
chr3	32041843	32042421	579	*
chr3	32148078	32148186	109	*
chr3	32226723	32226869	147	*
chr3	32377790	32378011	222	*
chr3	33656004	33656309	306	*
chr3	34787085	34787333	249	*
chr3	35150591	35150721	131	*
chr3	35286070	35286242	173	*
chr3	35298422	35298712	291	*
chr3	35398434	35398682	249	*
chr3	35400026	35400197	172	*
chr3	35573435	35573649	215	*
chr1	66522651	66522764	114	*
chr3	36291906	36292342	437	*
chr1	66542765	66542931	167	*
chr1	66544592	66544964	373	*
chr3	37298416	37298544	129	*
chr3	37356446	37356594	149	*
chr3	37361006	37361158	153	*
chr3	37371943	37372061	119	*
chr3	37392841	37393028	188	*
chr3	37497268	37497368	101	*
chr3	37808473	37808584	112	*
chr3	37809816	37809964	149	*
chr3	38260446	38260892	447	*
chr1	66903770	66903889	120	*
chr3	38571742	38572003	262	*
chr3	38908181	38908368	188	*
chr3	38950471	38950641	171	*
chr3	39293941	39294125	185	*
chr3	39327004	39327267	264	*
chr3	39351268	39351419	152	*
chr3	39358075	39358292	218	*
chr1	66944950	66945100	151	*
chr3	39874073	39874543	471	*
chr3	40169828	40170560	733	*
chr3	40361372	40361489	118	*
chr1	67084497	67084598	102	*
chr3	41231252	41231478	227	*
chr3	42139353	42139473	121	*
chr3	42282247	42282415	169	*
chr3	43411117	43411272	156	*
chr3	43415538	43415692	155	*
chr3	43424985	43425226	242	*
chr3	45299163	45299350	188	*
chr3	45364368	45364534	167	*
chr3	45399728	45400715	988	*
chr3	45922606	45922954	349	*
chr3	46141803	46141984	182	*
chr3	46307500	46307651	152	*
chr3	46645960	46647101	1142	*
chr3	47304669	47304895	227	*
chr3	47305476	47305693	218	*
chr1	67838407	67838600	194	*
chr3	48011763	48011924	162	*
chr3	48033709	48033877	169	*
chr3	48169249	48169453	205	*
chr1	67873283	67873387	105	*
chr3	48295570	48295934	365	*
chr3	48300954	48301337	384	*
chr1	67966945	67967104	160	*
chr3	48824954	48825061	108	*
chr3	49264783	49265093	311	*
chr3	49354246	49354453	208	*
chr3	50761313	50761464	152	*
chr3	51560116	51560260	145	*
chr3	51562207	51564051	1845	*
chr3	51837362	51837500	139	*
chr3	51916371	51916527	157	*
chr3	52001524	52002273	750	*
chr3	52109784	52110091	308	*
chr3	52844306	52844660	355	*
chr3	52853976	52854156	181	*
chr3	54439525	54439958	434	*
chr1	68494195	68494315	121	*
chr3	55300854	55301777	924	*
chr1	68564327	68564670	344	*
chr1	68577622	68577874	253	*
chr3	56488951	56489186	236	*
chr1	68631309	68631548	240	*
chr1	68647245	68647560	316	*
chr1	69760075	69760220	146	*
chr3	66837814	66837976	163	*
chr3	67485963	67486246	284	*
chr3	67738395	67739938	1544	*
chr3	67823236	67823435	200	*
chr3	68318090	68318243	154	*
chr3	68939837	68940084	248	*
chr3	68978416	68978612	197	*
chr3	69028951	69029055	105	*
chr3	69059590	69059731	142	*
chr3	70855462	70855655	194	*
chr3	70870266	70870444	179	*
chr1	70488887	70488996	110	*
chr3	71421080	71421203	124	*
chr3	73919587	73920268	682	*
chr3	74023916	74024268	353	*
chr3	74045399	74045616	218	*
chr3	74052331	74052504	174	*
chr1	71266678	71266889	212	*
chr1	71271167	71271498	332	*
chr3	76185541	76186979	1439	*
chr3	76885662	76885784	123	*
chr3	77261079	77261859	781	*
chr1	71571590	71571747	158	*
chr3	77852563	77852674	112	*
chr3	78462765	78463601	837	*
chr3	79056474	79056627	154	*
chr3	79288572	79288763	192	*
chr3	80084886	80085497	612	*
chr3	80085616	80085940	325	*
chr3	80815604	80815762	159	*
chr3	80821884	80822368	485	*
chr3	80861538	80861694	157	*
chr3	87360753	87361227	475	*
